Agency,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2022-08_delta,2022-09_delta,2022-10_delta,2022-11_delta,2022-12_delta,2023-01_delta,2023-02_delta,2023-03_delta,2023-04_delta,2023-05_delta,2023-06_delta,2023-07_delta,2023-08_delta,2023-09_delta,2023-10_delta,2023-11_delta,2023-12_delta,2024-01_delta,2024-02_delta,2024-03_delta,2024-04_delta,2024-05_delta,2024-06_delta,2024-07_delta,2024-08_delta,2024-09_delta,2024-10_delta,2024-11_delta,2024-12_delta,2025-01_delta,2025-02_delta,2025-03_delta,2025-04_delta,2025-05_delta,2025-06_delta
Browns Chapel Baptist Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148.0,-10148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Churches Homes Foundation,435.0,313.0,305.0,373.0,388.0,286.0,212.0,290.0,267.0,473.0,311.0,331.0,342.0,664.0,586.0,528.0,645.0,209.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.0,-8.0,68.0,15.0,-102.0,-74.0,78.0,-23.0,206.0,-162.0,20.0,11.0,322.0,-78.0,-58.0,117.0,-436.0,-52.0,-157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extra Special People (ESP),0.0,0.0,0.0,76.0,69.0,0.0,21.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4636.0,3690.0,5646.0,5293.0,5204.0,7114.0,4429.0,0.0,0.0,0.0,0.0,0.0,76.0,-7.0,-69.0,21.0,-21.0,0.0,37.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4636.0,-946.0,1956.0,-353.0,-89.0,1910.0,-2685.0,-4429.0,0.0,0.0
F2K Oconee County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,6056.0,5070.0,1013.0,3696.0,5002.0,0.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,5611.0,-986.0,-4057.0,2683.0,1306.0,-5002.0,1282.0,-1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grace Fellowship Church, INC",5983.0,4645.0,6760.0,11030.0,10279.0,10009.0,4291.0,9930.0,8802.0,8376.0,7100.0,11578.0,11293.0,13465.0,10706.0,11712.0,11642.0,10142.0,11793.0,12291.0,10419.0,12008.0,12169.0,12050.0,10274.0,12257.0,0.0,11815.0,10452.0,12726.0,12197.0,10755.0,11444.0,2654.0,11452.0,9464.0,-1338.0,2115.0,4270.0,-751.0,-270.0,-5718.0,5639.0,-1128.0,-426.0,-1276.0,4478.0,-285.0,2172.0,-2759.0,1006.0,-70.0,-1500.0,1651.0,498.0,-1872.0,1589.0,161.0,-119.0,-1776.0,1983.0,-12257.0,11815.0,-1363.0,2274.0,-529.0,-1442.0,689.0,-8790.0,8798.0,-1988.0
Living Word Baptist Church,6317.0,8814.0,5900.0,9102.0,10036.0,8659.0,6999.0,9822.0,7197.0,13042.0,7391.0,10882.0,15011.0,12173.0,13160.0,11741.0,11961.0,11855.0,11539.0,10564.0,11807.0,14732.0,12078.0,11145.0,9209.0,12537.0,12671.0,12028.0,12649.0,12114.0,12255.0,11811.0,11248.0,11728.0,11575.0,11110.0,2497.0,-2914.0,3202.0,934.0,-1377.0,-1660.0,2823.0,-2625.0,5845.0,-5651.0,3491.0,4129.0,-2838.0,987.0,-1419.0,220.0,-106.0,-316.0,-975.0,1243.0,2925.0,-2654.0,-933.0,-1936.0,3328.0,134.0,-643.0,621.0,-535.0,141.0,-444.0,-563.0,480.0,-153.0,-465.0
Oconee County Senior Center,1272.0,651.0,265.0,603.0,510.0,514.0,345.0,219.0,269.0,233.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,386.0,81.0,0.0,0.0,0.0,0.0,0.0,59.0,156.0,164.0,0.0,116.0,98.0,135.0,118.0,131.0,57.0,64.0,-621.0,-386.0,338.0,-93.0,4.0,-169.0,-126.0,50.0,-36.0,-233.0,0.0,0.0,0.0,0.0,571.0,-571.0,0.0,386.0,-305.0,-81.0,0.0,0.0,0.0,0.0,59.0,97.0,8.0,-164.0,116.0,-18.0,37.0,-17.0,13.0,-74.0,7.0
Pinewood South Pop-Up Pantry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,-320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.0,-3233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
