Agency,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2022-08_delta,2022-09_delta,2022-10_delta,2022-11_delta,2022-12_delta,2023-01_delta,2023-02_delta,2023-03_delta,2023-04_delta,2023-05_delta,2023-06_delta,2023-07_delta,2023-08_delta,2023-09_delta,2023-10_delta,2023-11_delta,2023-12_delta,2024-01_delta,2024-02_delta,2024-03_delta,2024-04_delta,2024-05_delta,2024-06_delta,2024-07_delta,2024-08_delta,2024-09_delta,2024-10_delta,2024-11_delta,2024-12_delta,2025-01_delta,2025-02_delta,2025-03_delta,2025-04_delta,2025-05_delta,2025-06_delta
Allens United Methodist Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11920.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11920.0,-11920.0,0.0,3900.0,-3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christ for All People Ministries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,724.0,4494.0,2166.0,2541.0,5011.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,40.0,3770.0,-2328.0,375.0,2470.0,-3881.0
Decal Grant Towns High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,-2354.0,0.0,0.0,0.0,0.0,0.0,0.0
Mt. Zion Ministries - The Refuge,13696.0,12011.0,10180.0,12098.0,10571.0,8483.0,12341.0,10088.0,9291.0,11051.0,11761.0,9645.0,12368.0,3388.0,8321.0,10431.0,9490.0,8480.0,1376.0,1374.0,1247.0,10019.0,2024.0,1545.0,8133.0,2449.0,605.0,3416.0,886.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,-1685.0,-1831.0,1918.0,-1527.0,-2088.0,3858.0,-2253.0,-797.0,1760.0,710.0,-2116.0,2723.0,-8980.0,4933.0,2110.0,-941.0,-1010.0,-7104.0,-2.0,-127.0,8772.0,-7995.0,-479.0,6588.0,-5684.0,-1844.0,2811.0,-2530.0,-599.0,-287.0,0.0,0.0,0.0,0.0,0.0
Towns County F2K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,-593.0,0.0
Towns County Food Pantry,8298.0,1805.0,5031.0,2109.0,6881.0,2064.0,4780.0,1930.0,6251.0,3055.0,4918.0,5233.0,1762.0,6449.0,3628.0,5394.0,7004.0,3904.0,9558.0,3826.0,4879.0,6567.0,7725.0,1316.0,6209.0,6055.0,3287.0,3673.0,10556.0,2065.0,7713.0,5555.0,14031.0,7190.0,6773.0,8900.0,-6493.0,3226.0,-2922.0,4772.0,-4817.0,2716.0,-2850.0,4321.0,-3196.0,1863.0,315.0,-3471.0,4687.0,-2821.0,1766.0,1610.0,-3100.0,5654.0,-5732.0,1053.0,1688.0,1158.0,-6409.0,4893.0,-154.0,-2768.0,386.0,6883.0,-8491.0,5648.0,-2158.0,8476.0,-6841.0,-417.0,2127.0
