County,Agency,Time,dist_volume,delta,pct_change,expected_seasonal,residual,robust_z,yoy_pct_change,iso_label,iso_score,reasons
Clarke,Clarke: ACCA Senior Staples Program,2025-05,0.0,0.0,0.0,,,0.0,-1.0,1,0.05133482735137068,YOY=-1.00
Clarke,Clarke: ACCA Senior Staples Program,2025-06,0.0,0.0,0.0,,,0.0,-1.0,1,0.05133482735137068,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-07,1190.0,0.0,0.0,,,0.0,,-1,-0.005044617148963093,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-08,0.0,-1190.0,-1.0,,,0.0,,-1,-0.07969019176430092,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-09,1052.0,1052.0,inf,,,0.0,,-1,-0.011943248907617776,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-10,607.0,-445.0,-0.423,,,0.0,,-1,-0.12800179604727147,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-11,2290.0,1683.0,2.773,,,0.0,,-1,-0.19725402936975867,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2022-12,0.0,-2290.0,-1.0,,,0.0,,-1,-0.1574373464267501,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-01,1084.0,1084.0,inf,,,0.0,,-1,-0.013546714465628384,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-02,926.0,-158.0,-0.146,,,0.0,,-1,-0.051827839506034534,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-03,1580.0,654.0,0.706,,,0.0,,-1,-0.08851727761796635,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-04,0.0,-1580.0,-1.0,,,0.0,,-1,-0.07969019176430092,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-07,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-09,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-10,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-11,302.0,302.0,inf,,,0.0,-0.868122270742358,-1,-0.15643948422522647,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2023-12,0.0,-302.0,-1.0,,,0.0,0.0,-1,-0.11866988071997553,ISOFOREST
Clarke,Clarke: Winterville FBC Senior Staples Program,2024-01,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2024-02,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2024-03,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Clarke: Winterville FBC Senior Staples Program,2024-11,0.0,0.0,0.0,,,0.0,-1.0,1,0.023202100229973655,YOY=-1.00
Clarke,Cornerstone Food Pantry,2022-07,10966.0,0.0,0.0,,,0.0,,-1,-0.05709220489727229,ISOFOREST
Clarke,Cornerstone Food Pantry,2022-08,32286.0,21320.0,1.944,,,0.0,,-1,-0.2067801103984932,ISOFOREST
Clarke,Cornerstone Food Pantry,2022-12,35798.0,10717.0,0.427,,,0.0,,-1,-0.006678110374695456,ISOFOREST
Clarke,Cornerstone Food Pantry,2023-07,33663.0,5007.0,0.175,,,0.0,2.0697610797008936,-1,-0.12832043155777484,YOY=2.07; ISOFOREST
Clarke,Cornerstone Food Pantry,2023-11,39493.0,-8677.0,-0.18,,,0.0,0.5746182369124038,-1,-0.00018139172181685925,ISOFOREST
Clarke,Cornerstone Food Pantry,2025-01,43542.0,-11374.0,-0.207,,,0.0,0.08464527700278995,-1,-0.026924162527672046,ISOFOREST
Clarke,Cornerstone Food Pantry,2025-05,61474.0,13466.0,0.28,,,0.0,0.38764361978284917,-1,-0.0460026684279401,ISOFOREST
Clarke,Covenant Presbyterian Church,2022-11,8824.0,-5584.0,-0.388,,,0.0,,-1,-0.012767298981183672,ISOFOREST
Clarke,Covenant Presbyterian Church,2022-12,15054.0,6230.0,0.706,,,0.0,,-1,-0.04396262287015784,ISOFOREST
Clarke,Covenant Presbyterian Church,2023-07,8501.0,-5112.0,-0.376,,,0.0,-0.20148412549314296,-1,-0.034156817724557254,ISOFOREST
Clarke,Covenant Presbyterian Church,2023-10,8743.0,-2455.0,-0.219,,,0.0,-0.3931843420322043,-1,-0.04861610295089591,ISOFOREST
Clarke,Covenant Presbyterian Church,2023-11,15552.0,6809.0,0.779,,,0.0,0.7624660018132366,-1,-0.10827378008244948,ISOFOREST
Clarke,Covenant Presbyterian Church,2024-02,17746.0,4902.0,0.382,,,0.0,0.8578308207705193,-1,-0.09538437783351816,ISOFOREST
Clarke,Covenant Presbyterian Church,2024-03,17362.0,-384.0,-0.022,,,0.0,0.7976806792296541,-1,-0.0916763253477424,ISOFOREST
Clarke,Covenant Presbyterian Church,2024-04,13456.0,-3906.0,-0.225,,,0.0,0.601142313184198,-1,-0.06755499523099384,ISOFOREST
Clarke,Covenant Presbyterian Church,2024-08,16530.0,7315.0,0.794,,,0.0,0.4940347071583514,-1,-0.09938447590331512,ISOFOREST
Clarke,Covenant Presbyterian Church,2025-01,17678.0,5982.0,0.511,,,0.0,0.37636250389286824,-1,-0.07390379350573106,ISOFOREST
Clarke,Covenant Presbyterian Church,2025-02,18672.0,994.0,0.056,,,0.0,0.052180773131973404,-1,-0.051026339341506244,ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2024-05,1271.0,1271.0,inf,,,0.0,inf,-1,-0.27792198357348774,YOY=inf; ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2024-06,636.0,-635.0,-0.5,,,0.0,inf,-1,-0.21728652181221542,YOY=inf; ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2024-07,0.0,-636.0,-1.0,,,0.0,0.0,-1,-0.20172578335511815,ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2024-09,159.0,159.0,inf,,,0.0,inf,-1,-0.15273087260557006,YOY=inf; ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2024-10,0.0,-159.0,-1.0,,,0.0,0.0,-1,-0.18650261792353728,ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2025-05,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.14137786146246245,YOY=-1.00; ISOFOREST
Clarke,Cultivating a Lifetime of Legacy Inc.,2025-06,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.14137786146246245,YOY=-1.00; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2024-08,2070.0,2070.0,inf,,,0.0,inf,-1,-0.13829916896968575,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2024-09,699.0,-1371.0,-0.662,,,0.0,inf,-1,-0.17588959270744453,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2024-10,622.0,-77.0,-0.11,,,0.0,inf,-1,-0.033215839396823044,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2024-11,977.0,355.0,0.571,,,0.0,inf,-1,-0.036557126455588174,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2024-12,842.0,-135.0,-0.138,,,0.0,inf,-1,-0.03916616939862971,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2025-01,897.0,55.0,0.065,,,0.0,inf,1,0.004456430523294697,YOY=inf
Clarke,DECAL Grant Barnett Shoals School,2025-02,1389.0,492.0,0.548,,,0.0,inf,-1,-0.044442312579180965,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2025-03,1410.0,21.0,0.015,,,0.0,inf,-1,-0.045775059508030624,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2025-04,3020.0,1610.0,1.142,,,0.0,inf,-1,-0.17849182455171353,YOY=inf; ISOFOREST
Clarke,DECAL Grant Barnett Shoals School,2025-05,0.0,-3020.0,-1.0,,,0.0,0.0,-1,-0.2916919583085683,ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2024-08,2096.0,2096.0,inf,,,0.0,inf,-1,-0.08879693924467191,YOY=inf; ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2024-09,1018.0,-1078.0,-0.514,,,0.0,inf,-1,-0.17752770058545142,YOY=inf; ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2024-10,0.0,-1018.0,-1.0,,,0.0,0.0,-1,-0.14632030183611178,ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2024-11,680.0,680.0,inf,,,0.0,inf,-1,-0.10715681560872115,YOY=inf; ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2024-12,0.0,-680.0,-1.0,,,0.0,0.0,-1,-0.1420816036207515,ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2025-03,2558.0,2558.0,inf,,,0.0,inf,-1,-0.10449933477427831,YOY=inf; ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2025-04,14655.0,12097.0,4.729,,,0.0,inf,-1,-0.29343025550121815,YOY=inf; ISOFOREST
Clarke,DECAL Grant Fowler Elementary School,2025-05,0.0,-14655.0,-1.0,,,0.0,0.0,-1,-0.25771478403734904,ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2024-08,2070.0,2070.0,inf,,,0.0,inf,-1,-0.20914720061856806,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2024-09,699.0,-1371.0,-0.662,,,0.0,inf,-1,-0.17456221155062146,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2024-10,674.0,-25.0,-0.036,,,0.0,inf,-1,-0.039708038348502006,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2024-11,1139.0,465.0,0.69,,,0.0,inf,-1,-0.03813497683212996,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2024-12,907.0,-232.0,-0.204,,,0.0,inf,1,0.002366197168051143,YOY=inf
Clarke,DECAL Grant Oglethorpe Elementary School,2025-01,897.0,-10.0,-0.011,,,0.0,inf,-1,-0.006396495467954066,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2025-02,1258.0,361.0,0.402,,,0.0,inf,-1,-0.03860292708339552,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2025-03,940.0,-318.0,-0.253,,,0.0,inf,-1,-0.02781974200749071,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2025-04,1427.0,487.0,0.518,,,0.0,inf,-1,-0.06156533715757806,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2025-05,1100.0,-327.0,-0.229,,,0.0,inf,-1,-0.018682657990584106,YOY=inf; ISOFOREST
Clarke,DECAL Grant Oglethorpe Elementary School,2025-06,0.0,-1100.0,-1.0,,,0.0,0.0,-1,-0.2856378543493986,ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2024-08,1978.0,1978.0,inf,,,0.0,inf,-1,-0.06355978642504434,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2024-09,699.0,-1279.0,-0.647,,,0.0,inf,-1,-0.0899173534218517,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2024-10,1701.0,1002.0,1.433,,,0.0,inf,-1,-0.036422346877150846,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2024-11,3402.0,1701.0,1.0,,,0.0,inf,-1,-0.1361425771824315,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2024-12,0.0,-3402.0,-1.0,,,0.0,0.0,-1,-0.23319231896185844,ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2025-02,1296.0,1296.0,inf,,,0.0,inf,-1,-0.030806808419378662,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2025-03,625.0,-671.0,-0.518,,,0.0,inf,-1,-0.06314308024266702,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2025-04,4285.0,3660.0,5.856,,,0.0,inf,-1,-0.19647294713902952,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2025-05,830.0,-3455.0,-0.806,,,0.0,inf,-1,-0.1834978463340139,YOY=inf; ISOFOREST
Clarke,Decal Grant Gaines Elementary School,2025-06,0.0,-830.0,-1.0,,,0.0,0.0,-1,-0.20790915445350167,ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2024-08,1992.0,1992.0,inf,,,0.0,inf,-1,-0.09183607184070386,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2024-09,699.0,-1293.0,-0.649,,,0.0,inf,-1,-0.10026498663240968,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2024-10,712.0,13.0,0.019,,,0.0,inf,1,0.01878260087608563,YOY=inf
Clarke,Decal Grant Stroud Elementary School,2024-11,1345.0,633.0,0.889,,,0.0,inf,-1,-0.03502338920511838,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2024-12,996.0,-349.0,-0.259,,,0.0,inf,-1,-0.007273615732510397,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2025-01,897.0,-99.0,-0.099,,,0.0,inf,1,0.03900728190164632,YOY=inf
Clarke,Decal Grant Stroud Elementary School,2025-02,1070.0,173.0,0.193,,,0.0,inf,1,0.03690883074298895,YOY=inf
Clarke,Decal Grant Stroud Elementary School,2025-03,1196.0,126.0,0.118,,,0.0,inf,1,0.033821550826716174,YOY=inf
Clarke,Decal Grant Stroud Elementary School,2025-04,4274.0,3078.0,2.574,,,0.0,inf,-1,-0.21819037864738855,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2025-05,1113.0,-3161.0,-0.74,,,0.0,inf,-1,-0.17798400509159673,YOY=inf; ISOFOREST
Clarke,Decal Grant Stroud Elementary School,2025-06,0.0,-1113.0,-1.0,,,0.0,0.0,-1,-0.2787755467046694,ISOFOREST
Clarke,Designing Minds Enterprises INC,2023-02,727.0,-8059.0,-0.917,,,0.0,,-1,-0.11832131998931306,ISOFOREST
Clarke,Designing Minds Enterprises INC,2023-03,14003.0,13276.0,18.261,,,0.0,,-1,-0.04364519528555666,ISOFOREST
Clarke,Designing Minds Enterprises INC,2023-07,8464.0,4408.0,1.087,,,0.0,inf,1,0.10523923734290219,YOY=inf
Clarke,Designing Minds Enterprises INC,2023-08,5871.0,-2593.0,-0.306,,,0.0,inf,1,0.1418843148000597,YOY=inf
Clarke,Designing Minds Enterprises INC,2023-09,14071.0,8200.0,1.397,,,0.0,inf,1,0.02217127684645953,YOY=inf
Clarke,Designing Minds Enterprises INC,2023-10,3663.0,-10408.0,-0.74,,,0.0,inf,1,0.04988195024235753,YOY=inf
Clarke,Designing Minds Enterprises INC,2023-11,3939.0,276.0,0.075,,,0.0,inf,1,0.14463010582418984,YOY=inf
Clarke,Designing Minds Enterprises INC,2023-12,3247.0,-692.0,-0.176,,,0.0,inf,1,0.1380825361765834,YOY=inf
Clarke,Designing Minds Enterprises INC,2024-02,5588.0,-4258.0,-0.432,,,0.0,6.686382393397524,1,0.11787763399220119,YOY=6.69
Clarke,Designing Minds Enterprises INC,2024-06,1305.0,-10642.0,-0.891,,,0.0,-0.6782544378698225,-1,-0.019413577415746675,ISOFOREST
Clarke,Designing Minds Enterprises INC,2024-12,6570.0,2027.0,0.446,,,0.0,1.0234062211271944,1,0.1177972164009326,YOY=1.02
Clarke,Designing Minds Enterprises INC,2025-01,1146.0,-5424.0,-0.826,,,0.0,-0.8836075563680682,-1,-0.17332267913010768,ISOFOREST
Clarke,Designing Minds Enterprises INC,2025-02,740.0,-406.0,-0.354,,,0.0,-0.8675733715103794,-1,-0.0456004403409036,ISOFOREST
Clarke,Designing Minds Enterprises INC,2025-06,3620.0,-1801.0,-0.332,,,0.0,1.7739463601532568,1,0.15180548343503353,YOY=1.77
Clarke,Detox ABHS (CSP/CSU),2022-10,267.0,267.0,inf,,,0.0,,-1,-0.25605473455878547,ISOFOREST
Clarke,Detox ABHS (CSP/CSU),2022-11,295.0,28.0,0.105,,,0.0,,-1,-0.23319231896185844,ISOFOREST
Clarke,Detox ABHS (CSP/CSU),2022-12,0.0,-295.0,-1.0,,,0.0,,-1,-0.30570567497177104,ISOFOREST
Clarke,Detox ABHS (CSP/CSU),2023-10,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1827487106371607,YOY=-1.00; ISOFOREST
Clarke,Detox ABHS (CSP/CSU),2023-11,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1827487106371607,YOY=-1.00; ISOFOREST
Clarke,"Divergent Recovery Center, Inc",2023-10,890.0,890.0,inf,,,0.0,inf,1,0.06892710662313184,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2023-11,972.0,82.0,0.092,,,0.0,inf,1,0.12865848878797265,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2023-12,1177.0,205.0,0.211,,,0.0,inf,1,0.12161930953475841,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-01,2149.0,972.0,0.826,,,0.0,inf,1,0.0685450776019711,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-02,2343.0,194.0,0.09,,,0.0,inf,1,0.07072285830091896,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-03,677.0,-1666.0,-0.711,,,0.0,inf,-1,-0.21271489477196537,YOY=inf; ISOFOREST
Clarke,"Divergent Recovery Center, Inc",2024-04,2460.0,1783.0,2.634,,,0.0,inf,-1,-0.06140760860822969,YOY=inf; ISOFOREST
Clarke,"Divergent Recovery Center, Inc",2024-05,977.0,-1483.0,-0.603,,,0.0,inf,-1,-0.07403569860360959,YOY=inf; ISOFOREST
Clarke,"Divergent Recovery Center, Inc",2024-06,1738.0,761.0,0.779,,,0.0,inf,1,0.09750744117974508,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-07,1755.0,17.0,0.01,,,0.0,inf,1,0.1356394395952789,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-08,2583.0,828.0,0.472,,,0.0,inf,1,0.02541745296565001,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2024-09,1664.0,-919.0,-0.356,,,0.0,inf,1,0.021690775938840612,YOY=inf
Clarke,"Divergent Recovery Center, Inc",2025-02,1486.0,-749.0,-0.335,,,0.0,-0.3657703798548869,-1,-0.1823580710404259,ISOFOREST
Clarke,"Divergent Recovery Center, Inc",2025-03,1622.0,136.0,0.092,,,0.0,1.395864106351551,1,0.14425843534347832,YOY=1.40
Clarke,"Divergent Recovery Center, Inc",2025-04,1776.0,154.0,0.095,,,0.0,-0.2780487804878049,-1,-0.015911911682049307,ISOFOREST
Clarke,Downtown Ministries,2022-08,770.0,770.0,inf,,,0.0,,-1,-0.13924731032171977,ISOFOREST
Clarke,Downtown Ministries,2022-09,18.0,-752.0,-0.977,,,0.0,,-1,-0.11170750990137546,ISOFOREST
Clarke,Downtown Ministries,2022-11,0.0,-103.0,-1.0,,,0.0,,-1,-0.040981332650711355,ISOFOREST
Clarke,Downtown Ministries,2023-03,0.0,-46.0,-1.0,,,0.0,,-1,-0.056989048444824664,ISOFOREST
Clarke,Downtown Ministries,2023-08,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.13505233700711194,YOY=-1.00; ISOFOREST
Clarke,Downtown Ministries,2023-09,455.0,455.0,inf,,,0.0,24.27777777777778,1,0.046358717874277144,YOY=24.28
Clarke,Downtown Ministries,2023-10,772.0,317.0,0.697,,,0.0,6.495145631067961,-1,-0.04170315096676325,YOY=6.50; ISOFOREST
Clarke,Downtown Ministries,2023-11,330.0,-442.0,-0.573,,,0.0,inf,1,0.02309740403218591,YOY=inf
Clarke,Downtown Ministries,2023-12,50.0,-280.0,-0.848,,,0.0,inf,1,0.05582463290190043,YOY=inf
Clarke,Downtown Ministries,2024-01,275.0,225.0,4.5,,,0.0,1.1825396825396826,1,0.14248333255911594,YOY=1.18
Clarke,Downtown Ministries,2024-02,369.0,94.0,0.342,,,0.0,7.021739130434782,1,0.1414443312701515,YOY=7.02
Clarke,Downtown Ministries,2024-03,229.0,-140.0,-0.379,,,0.0,inf,1,0.12703009535786514,YOY=inf
Clarke,Downtown Ministries,2024-04,189.0,-40.0,-0.175,,,0.0,inf,1,0.1519055953436788,YOY=inf
Clarke,Downtown Ministries,2024-05,238.0,49.0,0.259,,,0.0,inf,1,0.1588940407797792,YOY=inf
Clarke,Downtown Ministries,2024-06,0.0,-238.0,-1.0,,,0.0,0.0,-1,-0.06875683161524337,ISOFOREST
Clarke,Downtown Ministries,2024-08,312.0,312.0,inf,,,0.0,inf,1,0.12831955233073616,YOY=inf
Clarke,Downtown Ministries,2024-12,0.0,-349.0,-1.0,,,0.0,-1.0,-1,-0.21504691205412774,YOY=-1.00; ISOFOREST
Clarke,Downtown Ministries,2025-05,65.0,-189.0,-0.744,,,0.0,-0.726890756302521,-1,-0.012759475480165317,ISOFOREST
Clarke,Downtown Ministries,2025-06,182.0,117.0,1.8,,,0.0,inf,1,0.1578818053994802,YOY=inf
Clarke,EADC dba New Dawn,2023-10,96.0,96.0,inf,,,0.0,inf,-1,-0.13997269027283643,YOY=inf; ISOFOREST
Clarke,EADC dba New Dawn,2023-11,1693.0,1597.0,16.635,,,0.0,inf,-1,-0.2745170761280108,YOY=inf; ISOFOREST
Clarke,EADC dba New Dawn,2023-12,146.0,-1547.0,-0.914,,,0.0,inf,-1,-0.21728652181221542,YOY=inf; ISOFOREST
Clarke,EADC dba New Dawn,2024-01,0.0,-146.0,-1.0,,,0.0,0.0,-1,-0.2543983220216268,ISOFOREST
Clarke,EADC dba New Dawn,2024-10,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1366552498187209,YOY=-1.00; ISOFOREST
Clarke,EADC dba New Dawn,2024-11,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1366552498187209,YOY=-1.00; ISOFOREST
Clarke,EADC dba New Dawn,2024-12,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1366552498187209,YOY=-1.00; ISOFOREST
Clarke,East Athens Development Corp.,2022-11,0.0,-477.0,-1.0,,,0.0,,-1,-0.013412588822376503,ISOFOREST
Clarke,East Athens Development Corp.,2023-05,0.0,-775.0,-1.0,,,0.0,,-1,-0.0371673706001564,ISOFOREST
Clarke,East Athens Development Corp.,2023-09,134.0,-140.0,-0.511,,,0.0,-0.9189352692075015,-1,-0.028463742419090887,ISOFOREST
Clarke,East Athens Development Corp.,2023-10,0.0,-134.0,-1.0,,,0.0,-1.0,-1,-0.15509254271917938,YOY=-1.00; ISOFOREST
Clarke,East Athens Development Corp.,2023-11,289.0,289.0,inf,,,0.0,inf,1,0.1791661972214772,YOY=inf
Clarke,East Athens Development Corp.,2024-01,296.0,296.0,inf,,,0.0,inf,1,0.1791661972214772,YOY=inf
Clarke,East Athens Development Corp.,2024-04,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.05496874133677421,YOY=-1.00; ISOFOREST
Clarke,East Athens Development Corp.,2024-07,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.05496874133677421,YOY=-1.00; ISOFOREST
Clarke,East Athens Development Corp.,2024-08,12959.0,12959.0,inf,,,0.0,46.2956204379562,-1,-0.024561569587963072,YOY=46.30; ISOFOREST
Clarke,East Athens Development Corp.,2024-09,11890.0,-1069.0,-0.082,,,0.0,87.73134328358209,1,0.08706071559316086,YOY=87.73
Clarke,East Athens Development Corp.,2024-10,12121.0,231.0,0.019,,,0.0,inf,1,0.1258528609578265,YOY=inf
Clarke,East Athens Development Corp.,2024-11,11809.0,-312.0,-0.026,,,0.0,39.86159169550173,1,0.09109669754228567,YOY=39.86
Clarke,East Athens Development Corp.,2024-12,11986.0,177.0,0.015,,,0.0,inf,1,0.1288121491775498,YOY=inf
Clarke,East Athens Development Corp.,2025-01,0.0,-11986.0,-1.0,,,0.0,-1.0,-1,-0.21909274950375424,YOY=-1.00; ISOFOREST
Clarke,East Athens Development Corp.,2025-02,12428.0,12428.0,inf,,,0.0,inf,1,0.015703315744346358,YOY=inf
Clarke,East Athens Development Corp.,2025-03,7860.0,-4568.0,-0.368,,,0.0,inf,-1,-0.021620070177511108,YOY=inf; ISOFOREST
Clarke,East Athens Development Corp.,2025-04,12426.0,4566.0,0.581,,,0.0,inf,1,0.05923816933382686,YOY=inf
Clarke,East Athens Development Corp.,2025-05,11739.0,-687.0,-0.055,,,0.0,inf,1,0.1132861858761352,YOY=inf
Clarke,East Athens Development Corp.,2025-06,29584.0,17845.0,1.52,,,0.0,inf,-1,-0.20602249159322095,YOY=inf; ISOFOREST
Clarke,F2K360 CLARKE,2023-09,36.0,36.0,inf,,,0.0,inf,-1,-0.11722683818672686,YOY=inf; ISOFOREST
Clarke,F2K360 CLARKE,2023-10,1552.0,1516.0,42.111,,,0.0,inf,-1,-0.17827110760798792,YOY=inf; ISOFOREST
Clarke,F2K360 CLARKE,2023-11,0.0,-1552.0,-1.0,,,0.0,0.0,-1,-0.1910345612233042,ISOFOREST
Clarke,F2K360 CLARKE,2023-12,10194.0,10194.0,inf,,,0.0,inf,-1,-0.29343025550121815,YOY=inf; ISOFOREST
Clarke,F2K360 CLARKE,2024-01,0.0,-10194.0,-1.0,,,0.0,0.0,-1,-0.22440097574007878,ISOFOREST
Clarke,F2K360 CLARKE,2024-09,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1338686565020597,YOY=-1.00; ISOFOREST
Clarke,F2K360 CLARKE,2024-10,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1338686565020597,YOY=-1.00; ISOFOREST
Clarke,F2K360 CLARKE,2024-12,0.0,0.0,0.0,,,0.0,-1.0,-1,-0.1338686565020597,YOY=-1.00; ISOFOREST
Clarke,FOOD BANK OF NEGA,2023-08,22689.0,22419.0,83.033,,,0.0,1.164361346942669,-1,-0.127410280538381,YOY=1.16; ISOFOREST
Clarke,FOOD BANK OF NEGA,2023-09,45188.0,22499.0,0.992,,,0.0,3.9240492535687044,1,0.03235052397776855,YOY=3.92
Clarke,FOOD BANK OF NEGA,2023-11,78129.0,39318.0,1.013,,,0.0,4.680869628444703,-1,-0.03515083338532954,YOY=4.68; ISOFOREST
Clarke,FOOD BANK OF NEGA,2024-03,60484.0,37960.0,1.685,,,0.0,1.5812564015022192,1,0.06510123285257796,YOY=1.58
Clarke,FOOD BANK OF NEGA,2024-07,22648.0,12045.0,1.136,,,0.0,82.88148148148149,-1,-0.16491340881336658,YOY=82.88; ISOFOREST
Clarke,FOOD BANK OF NEGA,2025-03,100746.0,64525.0,1.781,,,0.0,0.6656636465842206,-1,-0.11545667956034933,ISOFOREST
Clarke,FOOD BANK OF NEGA,2025-04,17968.0,-82778.0,-0.822,,,0.0,1.0309709506047247,1,0.016255596728203592,YOY=1.03
Clarke,FOOD BANK OF NEGA,2025-05,3402.0,-14566.0,-0.811,,,0.0,1.579226686884003,1,0.07188559964747476,YOY=1.58
Clarke,FOOD BANK OF NEGA,2025-06,38040.8,34638.8,10.182,,,0.0,2.5877393190606437,-1,-0.010644308373368272,YOY=2.59; ISOFOREST
Clarke,FOOD BANK OF NORTHEAST GEORGIA,2024-08,2746.0,2746.0,inf,,,0.0,inf,-1,-0.36333811927847703,YOY=inf; ISOFOREST
