Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
658,178807,8497,W-130,Wolf Creek Baptist Church,481421,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,C-50-10048,2,0,0,3.2,64,RABUN,0.05,4/11/2024 16:14,4/11/2024 10:50,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30576.0,Tiger,USDA MANDARIN ORANGES,Cooled Cooled Cooled Cooled Fruits
658,178671,8995,W-130,Wolf Creek Baptist Church,481287,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,N-21-10067,1,0,0,0.9,5,RABUN,0.18,4/11/2024 16:14,4/11/2024 11:02,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30576.0,Tiger,"RAMEN, MARUCHAN SHRIMP",Dry Dry Dry Dry Prepared Meals
824,172872,875,R-124,Rabun Gap Presbyterian Church,476503,,FP/USDA,MOBILE PANTRY-Agency,BLUE RECEIPT-SHL,W-04-10000,2000,0,0,0.0,2000,RABUN,0.0,1/10/2024 8:57,1/10/2024 13:17,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30568.0,Rabun Gap,"BREAD & BAKERY, ASSORTED SHL",Dry Dry Dry Dry Grains
310,180742,170,C-121,Rabun County Family Connection,483348,,FP/OP/GNAP/USDA,COMMUNITY ACTION PROGRAM-Agency,USDA,N-50-10007,8,0,0,40.32,224,RABUN,0.18,5/17/2024 8:30,5/20/2024 10:43,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,"USDA CORN, WHOLE KERNEL NO SALT",Dry Dry Dry Dry Vegetables
658,173119,2573,W-130,Wolf Creek Baptist Church,476749,,FP/GNAP/USDA,FOOD PANTRY-Agency,GNAP,N-40-10204,2,0,0,3.8,38,RABUN,0.1,1/19/2024 12:29,1/19/2024 8:34,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30576.0,Tiger,GNAP CHICKEN & RICE SOUP,Dry Dry Dry Dry Prepared Meals
602,180071,2573,10-NGAR,Food Bank of Northeast Georgia Rabun,482679,,FOOD BANK,EMERGENCY-Agency,GNAP,N-40-10204,57,0,0,0.0,1083,RABUN,0.0,5/2/2024 8:55,5/2/2024 11:07,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,GNAP CHICKEN & RICE SOUP,Dry Dry Dry Dry Prepared Meals
919,179472,8973,F-132,Fight Abuse in the Home (FAITH),FAIMPORT482085,,ON PREMISES (OP),SHELTER-Agency,BLUE RECEIPT-SHL,MCC-16-10001,10,0,0,0.0,10,RABUN,0.0,4/22/2024 0:00,4/22/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30525.0,Clayton,"COOLER FOOD MISC., SHL RETAIL PICKUP",Dry Dry Dry Dry Food Misc.
577,177145,5388,S-133,Sharing and Caring - Clayton,479766,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-16-10001,67,0,0,12.06,67,RABUN,0.18,3/12/2024 13:00,3/12/2024 13:24,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30525.0,Clayton,"ASSORTED FROZEN FOODS, SHL",Frozen Frozen Frozen Frozen Food Misc.
602,177706,7059,10-NGAR,Food Bank of Northeast Georgia Rabun,480326,,FOOD BANK,EMERGENCY-Agency,USDA,C-50-10019,45,0,0,0.0,1620,RABUN,0.0,3/21/2024 8:55,3/21/2024 9:45,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30525.0,Clayton,USDA 2% MILK CCC,Cooled Cooled Cooled Cooled Dairy
824,173135,3139,R-124,Rabun Gap Presbyterian Church,476765,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10290,70,0,0,0.0,1750,RABUN,0.0,1/19/2024 8:57,1/22/2024 13:02,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30568.0,Rabun Gap,USDA WHOLE ALMONDS DRY ROASTED,Dry Dry Dry Dry Proteins
