Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Category
768,178864,842,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10021,8,0,0,0.0,216,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA DICED TOMATOES NO SALT CCC,Vegetables
768,175500,8940,L-110,Living Word Baptist Church,478129,,FP/USDA,MOBILE PANTRY-Agency,BLUE RECEIPT-SHL,C-28-90531,30,0,0,0.0,1560,OCONEE,0.0,2/20/2024 14:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,"CABBAGE, SHL 50#",Vegetables
768,182205,84,L-110,Living Word Baptist Church,484809,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10006,13,0,0,0.0,351,OCONEE,0.0,6/18/2024 14:00,6/18/2024 13:35,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN BEANS,Vegetables
643,179440,4422,G-131,"Grace Fellowship Church, INC",482053,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90452,50,0,0,0.0,1600,OCONEE,0.0,4/25/2024 15:00,4/25/2024 13:44,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA PORK LOIN BONELESS ROAST,Proteins
768,182205,1674,L-110,Living Word Baptist Church,484809,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10073,13,0,0,0.0,351,OCONEE,0.0,6/18/2024 14:00,6/18/2024 13:35,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA TOMATO SAUCE,Vegetables
643,177729,5637,G-131,"Grace Fellowship Church, INC",480348,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90019,20,0,0,0.0,600,OCONEE,0.0,3/28/2024 15:00,3/28/2024 14:25,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA FROZEN BLUEBERRIES CCC,Fruits
643,182518,2202,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10240,15,0,0,0.0,330,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA SPAGHETTI,Grains
643,173391,8914,G-131,"Grace Fellowship Church, INC",477020,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10310,13,0,0,0.0,351,OCONEE,0.0,1/25/2024 15:00,1/25/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA DICED POTATOES,Potatoes 
643,182518,9013,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10313,13,0,0,0.0,312,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA LIGHT RED KIDNEY BEANS 24/1LB,Proteins
643,177729,84,G-131,"Grace Fellowship Church, INC",480348,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10006,13,0,0,0.0,351,OCONEE,0.0,3/28/2024 15:00,3/28/2024 14:25,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN BEANS,Vegetables
50,172785,683,C-111,Churches Homes Foundation,476416,,ON PREMISES (OP),YOUTH-Agency,BLUE RECEIPT-SHL,W-16-10001,30,0,0,5.4,30,OCONEE,0.18,1/9/2024 12:16,1/9/2024 9:15,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30622.0,Bogart,MISC. FOOD BOX SHL,Food Misc.
768,180928,842,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10021,10,0,0,0.0,270,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA DICED TOMATOES NO SALT CCC,Vegetables
643,181193,842,G-131,"Grace Fellowship Church, INC",483798,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10021,13,0,0,0.0,351,OCONEE,0.0,5/23/2024 14:24,5/28/2024 7:55,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA DICED TOMATOES NO SALT CCC,Vegetables
163,173323,690,O-102,Oconee County Senior Center,476952,,ON PREMISES (OP),SENIOR-Agency,BLUE RECEIPT-SHL,W-03-10013,34,0,0,0.0,34,OCONEE,0.0,1/19/2024 13:38,1/19/2024 13:45,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30622.0,Bogart,"ASSORTED BEVERAGES, SHL",Beverages
768,180928,4411,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90465,64,0,0,0.0,1344,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WILD CAUGHT GULF SHRIMP,Proteins
1019,172554,8900,F2KOconee County,F2K Oconee County,476185,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,N-03-11791,6,0,0,0.0,162,OCONEE,0.0,1/9/2024 16:00,1/11/2024 8:47,Price Code 1,TRUCK 2 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,GATORADE G2 GRAPE 15 COUNT,Beverages
643,181193,84,G-131,"Grace Fellowship Church, INC",483798,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10006,13,0,0,0.0,351,OCONEE,0.0,5/23/2024 14:24,5/28/2024 7:55,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN BEANS,Vegetables
643,173391,7059,G-131,"Grace Fellowship Church, INC",477020,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10019,96,0,0,0.0,3456,OCONEE,0.0,1/25/2024 15:00,1/25/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA 2% MILK CCC,Dairy
643,181193,9013,G-131,"Grace Fellowship Church, INC",483798,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10313,13,0,0,0.0,312,OCONEE,0.0,5/23/2024 14:24,5/28/2024 7:55,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA LIGHT RED KIDNEY BEANS 24/1LB,Proteins
643,182518,3712,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10266,13,0,0,0.0,351,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA CANNED PINTO BEANS,Proteins
768,180928,3139,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10290,20,0,0,0.0,500,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WHOLE ALMONDS DRY ROASTED,Proteins
768,180928,2202,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10240,13,0,0,0.0,286,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA SPAGHETTI,Grains
768,178864,4449,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90445,48,0,0,0.0,1968,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA FULLY COOKED PULLED PORK CCC,Proteins
643,177729,3139,G-131,"Grace Fellowship Church, INC",480348,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10290,25,0,0,0.0,625,OCONEE,0.0,3/28/2024 15:00,3/28/2024 14:25,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WHOLE ALMONDS DRY ROASTED,Proteins
643,182518,4406,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10288,13,0,0,0.0,299,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA PREMIUM WHITE CHICKEN IN POUCHES,Proteins
768,182205,3712,L-110,Living Word Baptist Church,484809,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10266,13,0,0,0.0,351,OCONEE,0.0,6/18/2024 14:00,6/18/2024 13:35,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA CANNED PINTO BEANS,Proteins
768,178864,9013,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10313,8,0,0,0.0,192,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA LIGHT RED KIDNEY BEANS 24/1LB,Proteins
768,175500,8512,L-110,Living Word Baptist Church,478129,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10049,55,0,0,0.0,2145,OCONEE,0.0,2/20/2024 14:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GRAPEFRUIT CCC,Fruits
768,182205,1791,L-110,Living Word Baptist Church,484809,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10079,13,0,0,0.0,338,OCONEE,0.0,6/18/2024 14:00,6/18/2024 13:35,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WALNUT HALVES AND PIECES,Proteins
643,173391,4715,G-131,"Grace Fellowship Church, INC",477020,,FP/USDA,MOBILE PANTRY-Agency,USDA,F-50-90461,18,0,0,0.0,720,OCONEE,0.0,1/25/2024 15:00,1/25/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA ALASKAN POLLACK FISH FILLETS,Proteins
768,178864,1791,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10079,8,0,0,0.0,208,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WALNUT HALVES AND PIECES,Proteins
768,172923,4327,L-110,Living Word Baptist Church,476554,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10277,13,0,0,0.0,351,OCONEE,0.0,1/16/2024 15:00,1/16/2024 13:18,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GARBANZO BEANS,Proteins
643,175855,1791,G-131,"Grace Fellowship Church, INC",478483,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10079,13,0,0,0.0,338,OCONEE,0.0,2/22/2024 15:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WALNUT HALVES AND PIECES,Proteins
1019,172554,8899,F2KOconee County,F2K Oconee County,476185,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,N-03-11790,6,0,0,0.0,78,OCONEE,0.0,1/9/2024 16:00,1/11/2024 8:47,Price Code 1,TRUCK 2 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,STARBUCKS DOUBLE SHOT ENERGY,Beverages
768,175500,8783,L-110,Living Word Baptist Church,478129,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10308,8,0,0,0.0,184,OCONEE,0.0,2/20/2024 14:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA RAISINS,Fruits
768,177449,8497,L-110,Living Word Baptist Church,480069,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10048,60,0,0,0.0,1920,OCONEE,0.0,3/19/2024 14:00,3/19/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA MANDARIN ORANGES,Fruits
1019,173541,8922,F2KOconee County,F2K Oconee County,477170,,FOOD PANTRY,AT-RISK YOUTH-Agency,LOCAL - LL,N-25-11954,6,0,0,0.0,30,OCONEE,0.0,2/6/2024 15:30,2/22/2024 11:14,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,ATKINS VAR PACK CHOC PEANUT/CARAMEL,Food Misc.
643,179440,1791,G-131,"Grace Fellowship Church, INC",482053,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10079,13,0,0,0.0,338,OCONEE,0.0,4/25/2024 15:00,4/25/2024 13:44,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA WALNUT HALVES AND PIECES,Proteins
1019,172554,346,F2KOconee County,F2K Oconee County,476185,,FOOD PANTRY,AT-RISK YOUTH-Agency,YELLOW RECEIPT - SHN,N-25-10350,4,0,0,0.0,52,OCONEE,0.0,1/9/2024 16:00,1/11/2024 8:47,Price Code 1,TRUCK 2 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,"SALTINE CRACKERS, ZESTA ORIGINAL",Grains
1019,176416,7073,F2KOconee County,F2K Oconee County,479040,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,C-28-90494,36,0,0,0.0,36,OCONEE,0.0,3/5/2024 15:30,3/20/2024 11:43,Price Code 1,TRACTOR TRAILER 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,"CAULIFLOWER, SHL",Vegetables
1019,173488,5407,F2KOconee County,F2K Oconee County,477117,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,F-15-10000,693,0,0,0.0,693,OCONEE,0.0,1/23/2024 14:15,2/20/2024 13:41,Price Code 1,TRACTOR TRAILER 2 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,"MEAT & SEAFOOD, FROZEN SHL",Proteins
1019,182615,5772,F2KOconee County,F2K Oconee County,485218,,FOOD PANTRY,AT-RISK YOUTH-Agency,LOCAL - LL,C-28-10000,1254,0,0,0.0,1254,OCONEE,0.0,6/28/2024 8:29,7/22/2024 14:34,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,,,"PRODUCE, FRESH LL",Mixed Produce
1019,173541,8874,F2KOconee County,F2K Oconee County,477170,,FOOD PANTRY,AT-RISK YOUTH-Agency,YELLOW RECEIPT - SHN,F-10-10002,4,0,0,0.0,12,OCONEE,0.0,2/6/2024 15:30,2/22/2024 11:14,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,OUTSHINE TROPICAL SMOOTHIE CUBES,Beverages
643,179440,1047,G-131,"Grace Fellowship Church, INC",482053,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10041,25,0,0,0.0,1225,OCONEE,0.0,4/25/2024 15:00,4/25/2024 13:44,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA RICE,Grains
643,175855,4327,G-131,"Grace Fellowship Church, INC",478483,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10277,13,0,0,0.0,351,OCONEE,0.0,2/22/2024 15:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GARBANZO BEANS,Proteins
768,177449,800,L-110,Living Word Baptist Church,480069,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10065,13,0,0,0.0,351,OCONEE,0.0,3/19/2024 14:00,3/19/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA APPLESAUCE,Fruits
643,179440,2202,G-131,"Grace Fellowship Church, INC",482053,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10240,15,0,0,0.0,330,OCONEE,0.0,4/25/2024 15:00,4/25/2024 13:44,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA SPAGHETTI,Grains
643,175855,8783,G-131,"Grace Fellowship Church, INC",478483,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10308,13,0,0,0.0,299,OCONEE,0.0,2/22/2024 15:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA RAISINS,Fruits
768,177449,8714,L-110,Living Word Baptist Church,480069,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10303,25,0,0,0.0,600,OCONEE,0.0,3/19/2024 14:00,3/19/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN SPLIT PEAS,Proteins
50,172785,5772,C-111,Churches Homes Foundation,476416,,ON PREMISES (OP),YOUTH-Agency,LOCAL - LL,C-28-10000,64,0,0,1.92,64,OCONEE,0.03,1/9/2024 12:16,1/9/2024 9:15,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30622.0,Bogart,"PRODUCE, FRESH LL",Mixed Produce
643,177729,8714,G-131,"Grace Fellowship Church, INC",480348,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10303,25,0,0,0.0,600,OCONEE,0.0,3/28/2024 15:00,3/28/2024 14:25,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN SPLIT PEAS,Proteins
643,182518,6780,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10024,9,0,0,0.0,387,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA APPLES,Fruits
768,172923,84,L-110,Living Word Baptist Church,476554,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10006,13,0,0,0.0,351,OCONEE,0.0,1/16/2024 15:00,1/16/2024 13:18,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN BEANS,Vegetables
768,178864,6979,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10017,48,0,0,0.0,1920,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,"USDA 2% MILK, FRESH CCC",Dairy
643,181193,8512,G-131,"Grace Fellowship Church, INC",483798,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10049,54,0,0,0.0,2106,OCONEE,0.0,5/23/2024 14:24,5/28/2024 7:55,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GRAPEFRUIT CCC,Fruits
768,177449,842,L-110,Living Word Baptist Church,480069,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10021,13,0,0,0.0,351,OCONEE,0.0,3/19/2024 14:00,3/19/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA DICED TOMATOES NO SALT CCC,Vegetables
643,181193,2202,G-131,"Grace Fellowship Church, INC",483798,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10240,15,0,0,0.0,330,OCONEE,0.0,5/23/2024 14:24,5/28/2024 7:55,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA SPAGHETTI,Grains
1019,176416,8874,F2KOconee County,F2K Oconee County,479040,,FOOD PANTRY,AT-RISK YOUTH-Agency,YELLOW RECEIPT - SHN,F-10-10002,5,0,0,0.0,15,OCONEE,0.0,3/5/2024 15:30,3/20/2024 11:43,Price Code 1,TRACTOR TRAILER 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,OUTSHINE TROPICAL SMOOTHIE CUBES,Beverages
1019,172554,7094,F2KOconee County,F2K Oconee County,476185,,FOOD PANTRY,AT-RISK YOUTH-Agency,PURCH,N-21-10056,3,0,0,0.0,36,OCONEE,0.0,1/9/2024 16:00,1/11/2024 8:47,Price Code 1,TRUCK 2 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,MACARONI & CHEESE,Prepared Meals
163,173662,875,O-102,Oconee County Senior Center,477291,,ON PREMISES (OP),SENIOR-Agency,BLUE RECEIPT-SHL,W-04-10000,30,0,0,0.0,30,OCONEE,0.0,1/26/2024 13:38,1/26/2024 9:19,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30622.0,Bogart,"BREAD & BAKERY, ASSORTED SHL",Grains
1019,178033,8854,F2KOconee County,F2K Oconee County,480652,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,N-03-11776,25,0,0,0.0,825,OCONEE,0.0,4/2/2024 15:00,4/11/2024 13:05,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,,,DR PEPPER STRAWBERRIES & CREAM,Beverages
643,173391,84,G-131,"Grace Fellowship Church, INC",477020,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10006,13,0,0,0.0,351,OCONEE,0.0,1/25/2024 15:00,1/25/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GREEN BEANS,Vegetables
1019,176416,8966,F2KOconee County,F2K Oconee County,479040,,FOOD PANTRY,AT-RISK YOUTH-Agency,YELLOW RECEIPT - SHN,N-15-10049,2,0,0,0.0,12,OCONEE,0.0,3/5/2024 15:30,3/20/2024 11:43,Price Code 1,TRACTOR TRAILER 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,FIRE CRACKER REDHOT PICKLED SAUSAGE,Proteins
768,172923,8512,L-110,Living Word Baptist Church,476554,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10049,47,0,0,0.0,1833,OCONEE,0.0,1/16/2024 15:00,1/16/2024 13:18,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA GRAPEFRUIT CCC,Fruits
643,182518,5938,G-131,"Grace Fellowship Church, INC",485121,,FP/USDA,MOBILE PANTRY-Agency,BLUE RECEIPT-SHL,C-28-10001,700,0,0,0.0,700,OCONEE,0.0,6/27/2024 15:00,6/27/2024 16:34,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,"PRODUCE, FRESH SHL",Mixed Produce
1019,178033,8995,F2KOconee County,F2K Oconee County,480652,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,N-21-10067,11,0,0,0.0,55,OCONEE,0.0,4/2/2024 15:00,4/11/2024 13:05,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,,,"RAMEN, MARUCHAN SHRIMP",Prepared Meals
643,175855,6477,G-131,"Grace Fellowship Church, INC",478483,,FP/USDA,MOBILE PANTRY-Agency,LOCAL - LL,C-28-90151,1000,0,0,0.0,1000,OCONEE,0.0,2/22/2024 15:00,2/23/2024 7:08,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,GNAP WATERMELONS,Fruits
768,180928,8997,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10312,20,0,0,0.0,240,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA CHILI W/ BEANS CCC,Prepared Meals
163,172699,688,O-102,Oconee County Senior Center,476330,,ON PREMISES (OP),SENIOR-Agency,BLUE RECEIPT-SHL,W-01-10000,17,0,0,3.06,17,OCONEE,0.18,1/8/2024 13:38,1/8/2024 9:19,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30622.0,Bogart,"ASSORTED NON-FOOD ITEMS, SHL",Non-Food Misc.
643,173391,1047,G-131,"Grace Fellowship Church, INC",477020,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10041,13,0,0,0.0,637,OCONEE,0.0,1/25/2024 15:00,1/25/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA RICE,Grains
768,177449,7284,L-110,Living Word Baptist Church,480069,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10043,85,0,0,0.0,2210,OCONEE,0.0,3/19/2024 14:00,3/19/2024 14:29,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA RED FAT AMERICAN CHEESE CCC,Dairy
768,180928,7414,L-110,Living Word Baptist Church,483534,,FP/USDA,MOBILE PANTRY-Agency,PURCH,C-28-90525,56,0,0,0.0,1232,OCONEE,0.0,5/21/2024 14:00,5/22/2024 7:07,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,BROCCOLI CROWNS,Vegetables
1019,173541,8940,F2KOconee County,F2K Oconee County,477170,,FOOD PANTRY,AT-RISK YOUTH-Agency,BLUE RECEIPT-SHL,C-28-90531,2,0,0,0.0,104,OCONEE,0.0,2/6/2024 15:30,2/22/2024 11:14,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,,,"CABBAGE, SHL 50#",Vegetables
768,178864,8991,L-110,Living Word Baptist Church,481478,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10311,8,0,0,0.0,192,OCONEE,0.0,4/16/2024 14:00,4/17/2024 11:06,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30622.0,Bogart,USDA HAZELNUTS CCC,Proteins
