Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
922,181078,3139,T-126,The Springs of Toccoa,483683,,FP/USDA,MOBILE PANTRY-Agency,USDA,N-50-10290,13,0,0,0.0,325,STEPHENS,0.0,5/24/2024 9:11,5/28/2024 9:46,Price Code 1,CONTACT FOR DELIVERY,False,Rabun Warehouse,02,30577.0,Toccoa,USDA WHOLE ALMONDS DRY ROASTED,Proteins
922,173589,7082,T-126,The Springs of Toccoa,477218,,FP/USDA,MOBILE PANTRY-Agency,USDA,C-50-10033,52,0,0,0.0,624,STEPHENS,0.0,1/26/2024 7:00,1/29/2024 14:12,Price Code 1,CONTACT FOR DELIVERY,False,Rabun Warehouse,02,30577.0,Toccoa,USDA SHREDDED YELLOW CHEDDAR CHEESE CCC,Dairy
704,177867,8972,Z-100,Zebulon Baptist Church,FAIMPORT480486,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,MCF-15-10000,3,0,0,0.0,3,STEPHENS,0.0,3/21/2024 0:00,3/21/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30577.0,Toccoa,"FROZEN MEAT & SEAFOOD, SHL RETAIL PICKUP",Proteins
399,177543,8783,S-125,The Salvation Army - Toccoa Co,480163,,FP/OP/GNAP/USDA,SALVATION ARMY-Agency,USDA,N-50-10308,4,0,0,16.56,92,STEPHENS,0.18,3/26/2024 8:00,3/26/2024 7:26,Price Code 1,CONTACT FOR DELIVERY,False,Rabun Warehouse,02,30577.0,Toccoa,USDA RAISINS,Fruits
878,173887,8720,M-131,Martin Baptist Church,477516,,FP/USDA,EMERGENCY-Agency,USDA,N-50-10305,26,0,0,0.0,364,STEPHENS,0.0,2/5/2024 14:33,2/6/2024 16:48,Price Code 1,TRUCK 2 MOBILE PANTRY,False,Rabun Warehouse,02,30557.0,Martin,USDA MIXED VegetablesCCC,Vegetables
704,175663,8620,Z-100,Zebulon Baptist Church,478291,,FP/GNAP/USDA,FOOD PANTRY-Agency,GNAP,N-40-10260,5,0,0,0.0,90,STEPHENS,0.0,2/22/2024 13:30,2/23/2024 7:41,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30577.0,Toccoa,GNAP CREAM OF CHICKEN SOUP,Prepared Meals
1042,181346,688,H-160,HighPoint Community Worship Center,483950,,FP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-01-10000,257,0,0,46.26,257,STEPHENS,0.18,5/24/2024 9:29,5/24/2024 9:44,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30577.0,Toccoa,"ASSORTED NON-FOOD ITEMS, SHL",Non-Food Misc.
1046,182389,9086,G-136,"Greater Hearts Outreach Ministries, Inc.",484993,,FP/GNAP/USDA,FAITH-BASED-Agency,GNAP,N-40-10289,5,0,0,0.0,50,STEPHENS,0.0,6/26/2024 11:00,6/26/2024 17:02,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30557.0,Martin,GNAP MEAT STICKS,Proteins
722,172626,5958,M-136,Miracles Happen Recovery Residence INC,476257,,ON PREMISES (OP),REHAB-Agency,BLUE RECEIPT-SHL,C-16-10001,32,0,0,5.76,32,STEPHENS,0.18,1/5/2024 12:01,1/5/2024 14:05,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30577.0,Toccoa,"COOLER FOOD, MISC. SHL",Food Misc.
968,180812,5388,C-180,Circle of Hope Transitional Housing,483418,,ON PREMISES (OP),RESIDENTIAL-Agency,BLUE RECEIPT-SHL,F-16-10001,15,0,0,2.7,15,STEPHENS,0.18,5/14/2024 14:02,5/14/2024 14:04,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30571.0,Eastanollee,"ASSORTED FROZEN FOODS, SHL",Food Misc.
760,180852,3203,T-121,The Hope Center (Toccoa Soup Kitchen),483458,,OP/USDA,SOUP KITCHEN-Agency,USDA,N-50-10289,2,0,0,9.0,50,STEPHENS,0.18,5/20/2024 0:00,5/20/2024 7:32,Price Code 1,CONTACT FOR DELIVERY,False,Rabun Warehouse,02,30577.0,Toccoa,USDA PECAN PIECES,Proteins
434,175881,5388,P-114,Paradise Mountain Ministries,478509,,ON PREMISES (OP),YOUTH-Agency,BLUE RECEIPT-SHL,F-16-10001,48,0,0,8.64,48,STEPHENS,0.18,2/20/2024 13:42,2/20/2024 12:00,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30577.0,Toccoa,"ASSORTED FROZEN FOODS, SHL",Food Misc.
