Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Food Category
526,181793,1674,T-118,Towns County Food Pantry,484397,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10073,12,0,0,58.32,324,TOWNS,0.18,6/6/2024 8:00,6/6/2024 7:00,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA TOMATO SAUCE,Dry Vegetables
411,181489,5388,M-103,Mt. Zion Ministries - The Refuge,484093,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,F-16-10001,101,0,0,18.18,101,TOWNS,0.18,5/29/2024 14:31,5/29/2024 8:26,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED FROZEN FOODS, SHL",Frozen Food Misc.
526,177119,6831,T-118,Towns County Food Pantry,479740,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,C-50-10025,5,0,0,21.0,210,TOWNS,0.1,3/13/2024 15:21,3/13/2024 7:25,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA APPLES,Cooled Fruits
411,173514,5407,M-103,Mt. Zion Ministries - The Refuge,477143,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,F-15-10000,54,0,0,9.72,54,TOWNS,0.18,1/24/2024 14:31,1/24/2024 8:30,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"MEAT & SEAFOOD, FROZEN SHL",Frozen Proteins
411,179081,690,M-103,Mt. Zion Ministries - The Refuge,481695,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-03-10013,229,0,0,6.87,229,TOWNS,0.03,4/17/2024 14:31,4/17/2024 8:23,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED BEVERAGES, SHL",Dry Beverages
411,179082,8720,M-103,Mt. Zion Ministries - The Refuge,481696,,FP/USDA,FAITH-BASED-Agency,USDA,N-50-10305,26,0,0,0.0,364,TOWNS,0.0,4/17/2024 14:31,4/18/2024 8:52,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30546.0,Hiawassee,USDA MIXED VegetablesCCC,Dry Vegetables
526,176122,3943,T-118,Towns County Food Pantry,478749,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10268,10,0,0,11.4,380,TOWNS,0.03,2/27/2024 15:21,2/27/2024 13:44,Price Code 1,CUSTOMER PICKUP,False,Rabun Warehouse,02,30582.0,Young Harris,USDA APPLE JUICE,Dry Beverages
411,178163,690,M-103,Mt. Zion Ministries - The Refuge,480782,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-03-10013,153,0,0,4.59,153,TOWNS,0.03,4/3/2024 14:31,4/3/2024 8:36,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED BEVERAGES, SHL",Dry Beverages
411,178163,5388,M-103,Mt. Zion Ministries - The Refuge,480782,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,F-16-10001,142,0,0,25.56,142,TOWNS,0.18,4/3/2024 14:31,4/3/2024 8:36,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED FROZEN FOODS, SHL",Frozen Food Misc.
411,177178,1045,M-103,Mt. Zion Ministries - The Refuge,479799,,FP/USDA,FAITH-BASED-Agency,BLUE RECEIPT-SHL,W-25-10009,161,0,0,28.98,161,TOWNS,0.18,3/13/2024 14:31,3/13/2024 8:33,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Rabun,02-SH,30546.0,Hiawassee,"ASSORTED SNACK ITEMS, SHL",Dry Food Misc.
