County,Month,Weight,TopCategory1Name,TopCategory1Weight,TopCategory2Name,TopCategory2Weight,Num. of Unique Categories,Source
JACKSON,2023-12,184866.0,Cooled Mixed Produce,59097.0,Dry Beverages,28356.0,17,Sorted_FY2024 Split by County
JACKSON,2024-01,203123.0,Dry Beverages,48622.0,Cooled Mixed Produce,39010.0,18,Sorted_FY2024 Split by County
JACKSON,2024-02,200650.0,Dry Beverages,30987.0,Frozen Proteins,29747.0,20,Sorted_FY2024 Split by County
JACKSON,2024-03,201036.0,Cooled Fruits,31245.0,Dry Proteins,22380.0,22,Sorted_FY2024 Split by County
JACKSON,2024-04,189228.0,Dry Proteins,25647.0,Cooled Dairy,21325.0,20,Sorted_FY2024 Split by County
JACKSON,2024-05,194019.0,Cooled Fruits,25993.0,Frozen Proteins,24987.0,20,Sorted_FY2024 Split by County
JACKSON,2024-06,186886.6,Cooled Mixed Produce,33382.0,Dry Proteins,25086.6,19,Sorted_FY2024 Split by County
JACKSON,2024-07,204558.53,Cooled Fruits,50735.0,Dry Proteins,32730.53,23,Sorted_FY2025 Split by County
JACKSON,2024-08,201032.0,Cooled Fruits,47162.0,Dry Beverages,28023.0,23,Sorted_FY2025 Split by County
JACKSON,2024-09,223895.0,Cooled Fruits,43354.0,Dry Proteins,26023.0,24,Sorted_FY2025 Split by County
JACKSON,2024-10,223660.0,Dry Beverages,27415.0,Dry Proteins,26258.0,24,Sorted_FY2025 Split by County
JACKSON,2024-11,198642.0,Dry Beverages,28388.0,Cooled Potatoes,20870.0,23,Sorted_FY2025 Split by County
JACKSON,2024-12,214090.0,Cooled Potatoes,30100.0,Dry Beverages,28982.0,22,Sorted_FY2025 Split by County
JACKSON,2025-01,174157.0,Dry Beverages,25223.0,Cooled Fruits,23519.0,23,Sorted_FY2025 Split by County
JACKSON,2025-02,213927.0,Cooled Dairy,29796.0,Cooled Fruits,26849.0,19,Sorted_FY2025 Split by County
JACKSON,2025-03,212052.0,Dry Beverages,55751.0,Cooled Dairy,23316.0,20,Sorted_FY2025 Split by County
JACKSON,2025-04,211221.0,Cooled Potatoes,25510.0,Cooled Fruits,24643.0,23,Sorted_FY2025 Split by County
JACKSON,2025-05,221358.0,Dry Beverages,35428.0,Cooled Mixed Produce,21659.0,24,Sorted_FY2025 Split by County
JACKSON,2025-06,197069.34,Cooled Mixed Produce,49886.0,Cooled Vegetables,23698.0,24,Sorted_FY2025 Split by County
MADISON,2022-07,34369.0,Cooled Mixed Produce,5969.0,Dry Food Misc.,4697.0,17,Sorted_FY2023 Split by County
MADISON,2022-08,20440.0,Dry Food Misc.,4633.0,Dry Beverages,4297.0,17,Sorted_FY2023 Split by County
MADISON,2022-09,29754.0,Cooled Fruits,5598.0,Dry Food Misc.,4256.0,16,Sorted_FY2023 Split by County
MADISON,2022-10,43524.0,Dry Food Misc.,9840.0,Dry Vegetables,5174.0,16,Sorted_FY2023 Split by County
MADISON,2022-11,71191.0,Frozen Proteins,11762.0,Dry Food Misc.,10336.0,16,Sorted_FY2023 Split by County
MADISON,2022-12,29628.0,Dry Food Misc.,5502.0,Frozen Proteins,5224.0,15,Sorted_FY2023 Split by County
MADISON,2023-01,30418.0,Dry Food Misc.,6046.0,Dry Beverages,5833.0,16,Sorted_FY2023 Split by County
MADISON,2023-02,19018.0,Dry Food Misc.,5408.0,Dry Other,2868.0,16,Sorted_FY2023 Split by County
MADISON,2023-03,35882.0,Dry Food Misc.,7522.0,Cooled Mixed Produce,7054.0,15,Sorted_FY2023 Split by County
MADISON,2023-04,30567.0,Dry Food Misc.,4984.0,Dry Beverages,4614.0,16,Sorted_FY2023 Split by County
MADISON,2023-05,33015.0,Dry Beverages,6084.0,Dry Food Misc.,5652.0,18,Sorted_FY2023 Split by County
MADISON,2023-06,25936.0,Dry Beverages,6658.0,Dry Food Misc.,4320.0,15,Sorted_FY2023 Split by County
MADISON,2023-07,51688.0,Cooled Mixed Produce,10726.0,Dry Proteins,10290.0,16,Sorted_FY2024 Split by County
MADISON,2023-08,28461.0,Dry Beverages,5988.0,Dry Food Misc.,4837.0,19,Sorted_FY2024 Split by County
MADISON,2023-09,67338.0,Cooled Mixed Produce,10906.0,Cooled Food Misc.,8917.0,18,Sorted_FY2024 Split by County
MADISON,2023-10,30560.0,Dry Beverages,6288.0,Dry Food Misc.,5005.0,16,Sorted_FY2024 Split by County
MADISON,2023-11,32656.0,Dry Beverages,7901.0,Dry Food Misc.,4204.0,14,Sorted_FY2024 Split by County
MADISON,2023-12,24857.0,Dry Beverages,6199.0,Dry Food Misc.,3414.0,16,Sorted_FY2024 Split by County
MADISON,2024-01,45231.0,Dry Beverages,13316.0,Dry Vegetables,4463.0,18,Sorted_FY2024 Split by County
MADISON,2024-02,34703.0,Dry Beverages,15394.0,Dry Food Misc.,3858.0,20,Sorted_FY2024 Split by County
MADISON,2024-03,61907.0,Dry Potatoes,8397.0,Dry Beverages,8007.0,23,Sorted_FY2024 Split by County
MADISON,2024-04,52342.0,Dry Beverages,7998.0,Frozen Proteins,7903.0,20,Sorted_FY2024 Split by County
MADISON,2024-05,32730.0,Dry Food Misc.,8317.0,Dry Beverages,6596.0,20,Sorted_FY2024 Split by County
MADISON,2024-06,20365.36,Dry Beverages,4351.0,Dry Food Misc.,3251.0,20,Sorted_FY2024 Split by County
MADISON,2024-07,37381.9,Dry Beverages,8764.0,Dry Food Misc.,5802.0,21,Sorted_FY2025 Split by County
MADISON,2024-08,42941.0,Dry Beverages,13248.0,Dry Food Misc.,5642.0,23,Sorted_FY2025 Split by County
MADISON,2024-09,35554.0,Dry Beverages,9951.0,Dry Food Misc.,4337.0,24,Sorted_FY2025 Split by County
MADISON,2024-10,46342.0,Dry Beverages,13670.0,Dry Food Misc.,6103.0,23,Sorted_FY2025 Split by County
MADISON,2024-11,51924.0,Cooled Fruits,7491.0,Cooled Potatoes,6716.0,23,Sorted_FY2025 Split by County
MADISON,2024-12,25743.0,Dry Food Misc.,7284.0,Dry Beverages,4133.0,22,Sorted_FY2025 Split by County
MADISON,2025-01,34032.0,Dry Food Misc.,8954.0,Dry Beverages,7978.0,21,Sorted_FY2025 Split by County
MADISON,2025-02,40952.0,Dry Beverages,10246.0,Dry Food Misc.,7608.0,22,Sorted_FY2025 Split by County
MADISON,2025-03,99289.0,Dry Beverages,18363.0,Frozen Proteins,11487.0,19,Sorted_FY2025 Split by County
MADISON,2025-04,43949.0,Dry Beverages,11935.0,Dry Food Misc.,5481.0,20,Sorted_FY2025 Split by County
MADISON,2025-05,59176.0,Dry Beverages,14736.0,Dry Food Misc.,7307.0,23,Sorted_FY2025 Split by County
MADISON,2025-06,35771.1,Dry Beverages,11765.0,Dry Food Misc.,5914.4,23,Sorted_FY2025 Split by County
OCONEE,2022-07,14007.0,Dry Proteins,2853.0,Cooled Dairy,2106.0,13,Sorted_FY2023 Split by County
OCONEE,2022-08,14423.0,Cooled Mixed Produce,4957.0,Dry Grains,1455.0,13,Sorted_FY2023 Split by County
OCONEE,2022-09,13230.0,Cooled Fruits,2640.0,Dry Grains,2143.0,12,Sorted_FY2023 Split by County
OCONEE,2022-10,21184.0,Dry Vegetables,2834.0,Cooled Mixed Produce,2669.0,16,Sorted_FY2023 Split by County
OCONEE,2022-11,21282.0,Cooled Dairy,7213.0,Dry Beverages,2197.0,11,Sorted_FY2023 Split by County
OCONEE,2022-12,19468.0,Dry Beverages,3147.0,Cooled Mixed Produce,3064.0,11,Sorted_FY2023 Split by County
OCONEE,2023-01,11868.0,Cooled Mixed Produce,2885.0,Dry Vegetables,2834.0,10,Sorted_FY2023 Split by County
OCONEE,2023-02,20261.0,Cooled Mixed Produce,11725.0,Dry Vegetables,2132.0,10,Sorted_FY2023 Split by County
OCONEE,2023-03,16535.0,Cooled Potatoes,3600.0,Dry Proteins,3304.0,12,Sorted_FY2023 Split by County
OCONEE,2023-04,22161.0,Cooled Fruits,5546.0,Dry Grains,3762.0,13,Sorted_FY2023 Split by County
OCONEE,2023-05,14802.0,Cooled Mixed Produce,3343.0,Cooled Fruits,2916.0,11,Sorted_FY2023 Split by County
OCONEE,2023-06,22791.0,Cooled Fruits,4716.0,Dry Beverages,4044.0,10,Sorted_FY2023 Split by County
OCONEE,2023-07,26646.0,Cooled Mixed Produce,7145.0,Dry Grains,4237.0,10,Sorted_FY2024 Split by County
OCONEE,2023-08,26622.0,Cooled Fruits,6185.0,Cooled Mixed Produce,4248.0,11,Sorted_FY2024 Split by County
OCONEE,2023-09,24452.0,Dry Proteins,5279.0,Cooled Mixed Produce,4707.0,12,Sorted_FY2024 Split by County
OCONEE,2023-10,24552.0,Cooled Mixed Produce,7710.0,Dry Proteins,4591.0,14,Sorted_FY2024 Split by County
OCONEE,2023-11,24693.0,Cooled Fruits,7086.0,Cooled Mixed Produce,6096.0,14,Sorted_FY2024 Split by County
OCONEE,2023-12,28262.0,Cooled Mixed Produce,10372.0,Dry Beverages,5542.0,13,Sorted_FY2024 Split by County
OCONEE,2024-01,28945.0,Cooled Mixed Produce,8174.0,Cooled Dairy,4296.0,16,Sorted_FY2024 Split by County
OCONEE,2024-02,23949.0,Cooled Vegetables,5990.0,Cooled Fruits,4481.0,14,Sorted_FY2024 Split by County
OCONEE,2024-03,25922.0,Cooled Fruits,4528.0,Dry Proteins,4438.0,17,Sorted_FY2024 Split by County
OCONEE,2024-04,31742.0,Cooled Fruits,4750.0,Dry Proteins,4708.0,14,Sorted_FY2024 Split by County
OCONEE,2024-05,24247.0,Cooled Fruits,7824.0,Dry Proteins,4018.0,9,Sorted_FY2024 Split by County
OCONEE,2024-06,24477.0,Cooled Fruits,5913.0,Dry Proteins,5243.0,10,Sorted_FY2024 Split by County
OCONEE,2024-07,22716.0,Cooled Fruits,5724.0,Dry Proteins,4865.0,8,Sorted_FY2025 Split by County
OCONEE,2024-08,35001.0,Cooled Fruits,7220.0,Dry Proteins,6579.0,10,Sorted_FY2025 Split by County
OCONEE,2024-09,17463.0,Cooled Fruits,5575.0,Cooled Potatoes,2320.0,16,Sorted_FY2025 Split by County
OCONEE,2024-10,27697.0,Cooled Potatoes,4800.0,Frozen Proteins,3360.0,15,Sorted_FY2025 Split by County
OCONEE,2024-11,28747.0,Dry Beverages,5261.0,Cooled Potatoes,4000.0,14,Sorted_FY2025 Split by County
OCONEE,2024-12,30249.0,Cooled Potatoes,4000.0,Cooled Dairy,3840.0,18,Sorted_FY2025 Split by County
OCONEE,2025-01,29754.0,Dry Beverages,4754.0,Cooled Fruits,3986.0,16,Sorted_FY2025 Split by County
OCONEE,2025-02,29815.0,Cooled Potatoes,4000.0,Dry Fruits,3840.0,18,Sorted_FY2025 Split by County
OCONEE,2025-03,27239.0,Frozen Proteins,4517.0,Cooled Vegetables,2657.0,15,Sorted_FY2025 Split by County
OCONEE,2025-04,14513.0,Cooled Fruits,3040.0,Dry Beverages,2905.0,11,Sorted_FY2025 Split by County
OCONEE,2025-05,23084.0,Cooled Fruits,6036.0,Dry Beverages,3549.0,14,Sorted_FY2025 Split by County
OCONEE,2025-06,20638.0,Dry Beverages,3761.0,Dry Proteins,3211.0,14,Sorted_FY2025 Split by County
OGLETHORPE,2022-07,19794.0,Cooled Fruits,5270.0,Frozen Proteins,2303.0,17,Sorted_FY2023 Split by County
OGLETHORPE,2022-08,44027.0,Cooled Fruits,7787.0,Cooled Mixed Produce,7741.0,18,Sorted_FY2023 Split by County
OGLETHORPE,2022-09,27297.0,Cooled Mixed Produce,4832.0,Dry Food Misc.,3105.0,18,Sorted_FY2023 Split by County
OGLETHORPE,2022-10,37753.0,Cooled Mixed Produce,7951.0,Cooled Fruits,4350.0,15,Sorted_FY2023 Split by County
OGLETHORPE,2022-11,29563.0,Dry Food Misc.,4248.0,Dry Beverages,3615.0,14,Sorted_FY2023 Split by County
OGLETHORPE,2022-12,34277.0,Cooled Mixed Produce,5766.0,Frozen Proteins,4602.0,17,Sorted_FY2023 Split by County
OGLETHORPE,2023-01,26826.0,Dry Non-Food Misc.,3571.0,Dry Beverages,3332.0,15,Sorted_FY2023 Split by County
OGLETHORPE,2023-02,34951.0,Dry Beverages,6045.0,Cooled Fruits,4960.0,16,Sorted_FY2023 Split by County
OGLETHORPE,2023-03,36531.0,Cooled Mixed Produce,9474.0,Frozen Proteins,4866.0,14,Sorted_FY2023 Split by County
OGLETHORPE,2023-04,36768.0,Dry Other,5112.0,Cooled Fruits,5102.0,18,Sorted_FY2023 Split by County
OGLETHORPE,2023-05,24618.0,Cooled Mixed Produce,5368.0,Frozen Proteins,3258.0,18,Sorted_FY2023 Split by County
OGLETHORPE,2023-06,41766.0,Cooled Mixed Produce,11059.0,Dry Beverages,4792.0,14,Sorted_FY2023 Split by County
OGLETHORPE,2023-07,22920.0,Cooled Mixed Produce,4770.0,Dry Grains,4118.0,10,Sorted_FY2024 Split by County
OGLETHORPE,2023-08,33863.0,Dry Proteins,4710.0,Dry Beverages,3834.0,15,Sorted_FY2024 Split by County
OGLETHORPE,2023-09,29815.0,Dry Proteins,4203.0,Cooled Fruits,3327.0,16,Sorted_FY2024 Split by County
OGLETHORPE,2023-10,42837.0,Cooled Mixed Produce,8693.0,Dry Non-Food Misc.,8146.0,15,Sorted_FY2024 Split by County
OGLETHORPE,2023-11,34564.0,Dry Food Misc.,7169.0,Dry Beverages,7050.0,14,Sorted_FY2024 Split by County
OGLETHORPE,2023-12,44449.0,Cooled Mixed Produce,16728.0,Dry Beverages,5737.0,16,Sorted_FY2024 Split by County
OGLETHORPE,2024-01,28517.0,Dry Beverages,7180.0,Frozen Proteins,4008.0,17,Sorted_FY2024 Split by County
OGLETHORPE,2024-02,33012.0,Frozen Proteins,5953.0,Cooled Mixed Produce,3911.0,20,Sorted_FY2024 Split by County
OGLETHORPE,2024-03,32711.0,Frozen Proteins,4521.0,Dry Beverages,3802.0,22,Sorted_FY2024 Split by County
OGLETHORPE,2024-04,50127.0,Frozen Proteins,6000.0,Cooled Fruits,5700.0,19,Sorted_FY2024 Split by County
OGLETHORPE,2024-05,37126.0,Dry Food Misc.,6800.0,Frozen Proteins,4900.0,19,Sorted_FY2024 Split by County
OGLETHORPE,2024-06,36542.36,Cooled Mixed Produce,8116.0,Dry Proteins,5296.36,19,Sorted_FY2024 Split by County
OGLETHORPE,2024-07,34850.17,Cooled Fruits,6017.0,Dry Beverages,5475.0,22,Sorted_FY2025 Split by County
OGLETHORPE,2024-08,41790.0,Cooled Fruits,7512.0,Frozen Proteins,5938.0,20,Sorted_FY2025 Split by County
OGLETHORPE,2024-09,31696.0,Cooled Fruits,8137.0,Dry Beverages,3758.0,24,Sorted_FY2025 Split by County
OGLETHORPE,2024-10,56671.0,Dry Beverages,7546.0,Dry Proteins,7253.0,24,Sorted_FY2025 Split by County
OGLETHORPE,2024-11,40843.0,Frozen Proteins,5750.0,Dry Food Misc.,4660.0,23,Sorted_FY2025 Split by County
OGLETHORPE,2024-12,44577.0,Cooled Potatoes,5284.0,Dry Beverages,5240.0,23,Sorted_FY2025 Split by County
OGLETHORPE,2025-01,31423.0,Cooled Fruits,3027.0,Dry Beverages,2856.0,23,Sorted_FY2025 Split by County
OGLETHORPE,2025-02,65158.0,Dry Non-Food Misc.,9728.0,Dry Beverages,7498.0,21,Sorted_FY2025 Split by County
OGLETHORPE,2025-03,54664.0,Dry Beverages,9721.0,Dry Proteins,9689.0,19,Sorted_FY2025 Split by County
OGLETHORPE,2025-04,49607.0,Dry Proteins,7098.0,Dry Food Misc.,5613.0,18,Sorted_FY2025 Split by County
OGLETHORPE,2025-05,35817.0,Cooled Vegetables,6377.0,Dry Food Misc.,4839.0,23,Sorted_FY2025 Split by County
OGLETHORPE,2025-06,45860.64,Dry Beverages,7897.0,Cooled Potatoes,5160.0,23,Sorted_FY2025 Split by County
RABUN,2022-07,106391.0,Cooled Mixed Produce,21100.0,Dry Beverages,18924.0,15,Sorted_FY2023 Split by County
RABUN,2022-08,79578.0,Cooled Mixed Produce,15437.0,Dry Grains,12796.0,16,Sorted_FY2023 Split by County
RABUN,2022-09,85710.0,Cooled Mixed Produce,18829.0,Dry Grains,13847.0,16,Sorted_FY2023 Split by County
RABUN,2022-10,82849.0,Cooled Mixed Produce,20191.0,Frozen Food Misc.,13832.0,15,Sorted_FY2023 Split by County
RABUN,2022-11,61829.0,Dry Vegetables,12258.0,Cooled Mixed Produce,12256.0,14,Sorted_FY2023 Split by County
RABUN,2022-12,64349.0,Dry Grains,14680.0,Cooled Mixed Produce,11317.0,14,Sorted_FY2023 Split by County
RABUN,2023-01,186030.0,Cooled Fruits,123990.0,Dry Vegetables,13548.0,14,Sorted_FY2023 Split by County
RABUN,2023-02,63608.0,Dry Grains,13738.0,Frozen Food Misc.,10834.0,14,Sorted_FY2023 Split by County
RABUN,2023-03,64701.0,Cooled Mixed Produce,12227.0,Cooled Fruits,8073.0,15,Sorted_FY2023 Split by County
RABUN,2023-04,86876.0,Frozen Food Misc.,24995.0,Dry Grains,12168.0,14,Sorted_FY2023 Split by County
RABUN,2023-05,62459.0,Cooled Mixed Produce,12251.0,Dry Grains,10913.0,13,Sorted_FY2023 Split by County
RABUN,2023-06,76420.0,Cooled Mixed Produce,13798.0,Dry Grains,10274.0,14,Sorted_FY2023 Split by County
RABUN,2023-07,90960.0,Dry Grains,21457.0,Dry Vegetables,15192.0,15,Sorted_FY2024 Split by County
RABUN,2023-08,85051.0,Dry Grains,12064.0,Cooled Mixed Produce,11083.0,16,Sorted_FY2024 Split by County
RABUN,2023-09,109327.0,Cooled Potatoes,17797.0,Dry Grains,13688.0,15,Sorted_FY2024 Split by County
RABUN,2023-10,77270.0,Dry Proteins,15898.0,Dry Vegetables,11234.0,13,Sorted_FY2024 Split by County
RABUN,2023-11,81322.0,Cooled Mixed Produce,13000.0,Dry Grains,11598.0,13,Sorted_FY2024 Split by County
RABUN,2023-12,65141.0,Cooled Mixed Produce,13968.0,Dry Proteins,10568.0,13,Sorted_FY2024 Split by County
RABUN,2024-01,72183.0,Dry Vegetables,11248.0,Cooled Dairy,10428.0,15,Sorted_FY2024 Split by County
RABUN,2024-02,81895.0,Cooled Dairy,10976.0,Cooled Fruits,10404.0,14,Sorted_FY2024 Split by County
RABUN,2024-03,111945.0,Cooled Mixed Produce,18848.0,Dry Grains,18012.0,16,Sorted_FY2024 Split by County
RABUN,2024-04,76484.0,Cooled Dairy,13108.0,Dry Vegetables,12662.0,14,Sorted_FY2024 Split by County
RABUN,2024-05,109834.0,Dry Proteins,21257.0,Cooled Fruits,20012.0,16,Sorted_FY2024 Split by County
RABUN,2024-06,81631.0,Dry Proteins,16740.0,Dry Grains,13710.0,14,Sorted_FY2024 Split by County
RABUN,2024-07,92257.0,Dry Proteins,24915.0,Dry Vegetables,19374.0,14,Sorted_FY2025 Split by County
RABUN,2024-08,82804.0,Dry Proteins,11244.0,Dry Food Misc.,10949.0,17,Sorted_FY2025 Split by County
RABUN,2024-09,53118.0,Dry Vegetables,9206.0,Dry Proteins,9045.0,16,Sorted_FY2025 Split by County
RABUN,2024-10,109566.0,Dry Vegetables,24684.0,Dry Grains,19868.0,19,Sorted_FY2025 Split by County
RABUN,2024-11,64851.0,Dry Vegetables,11065.0,Dry Grains,8507.0,19,Sorted_FY2025 Split by County
RABUN,2024-12,94561.0,Cooled Mixed Produce,26232.0,Dry Food Misc.,10677.0,17,Sorted_FY2025 Split by County
RABUN,2025-01,64664.0,Dry Grains,10172.0,Dry Vegetables,8924.0,17,Sorted_FY2025 Split by County
RABUN,2025-02,74609.0,Dry Food Misc.,17036.0,Dry Vegetables,10557.0,17,Sorted_FY2025 Split by County
RABUN,2025-03,79549.0,Cooled Dairy,10252.0,Dry Food Misc.,9681.0,18,Sorted_FY2025 Split by County
RABUN,2025-04,63536.0,Dry Beverages,8347.0,Dry Grains,7096.0,19,Sorted_FY2025 Split by County
RABUN,2025-05,79189.0,Frozen Food Misc.,16784.0,Dry Food Misc.,13020.0,17,Sorted_FY2025 Split by County
RABUN,2025-06,59889.4,Dry Beverages,10107.0,Dry Food Misc.,8626.0,22,Sorted_FY2025 Split by County
STEPHENS,2022-07,41760.0,Cooled Mixed Produce,7641.0,Dry Beverages,5941.0,14,Sorted_FY2023 Split by County
STEPHENS,2022-08,35719.0,Dry Proteins,4889.0,Dry Beverages,4850.0,14,Sorted_FY2023 Split by County
STEPHENS,2022-09,40536.0,Dry Proteins,5363.0,Dry Vegetables,5114.0,17,Sorted_FY2023 Split by County
STEPHENS,2022-10,45708.0,Frozen Food Misc.,7161.0,Cooled Mixed Produce,6454.0,15,Sorted_FY2023 Split by County
STEPHENS,2022-11,44565.0,Frozen Food Misc.,7161.0,Cooled Vegetables,6410.0,14,Sorted_FY2023 Split by County
STEPHENS,2022-12,40413.0,Dry Fruits,9168.0,Dry Other,6180.0,13,Sorted_FY2023 Split by County
STEPHENS,2023-01,32105.0,Dry Vegetables,5221.0,Frozen Proteins,4103.0,13,Sorted_FY2023 Split by County
STEPHENS,2023-02,38433.0,Cooled Mixed Produce,6932.0,Dry Other,5136.0,12,Sorted_FY2023 Split by County
STEPHENS,2023-03,35773.0,Cooled Fruits,6678.0,Dry Other,5028.0,15,Sorted_FY2023 Split by County
STEPHENS,2023-04,29894.0,Dry Other,7110.0,Frozen Food Misc.,4657.0,13,Sorted_FY2023 Split by County
STEPHENS,2023-05,38541.0,Cooled Mixed Produce,6088.0,Frozen Proteins,5273.0,14,Sorted_FY2023 Split by County
STEPHENS,2023-06,26694.0,Dry Other,5364.0,Cooled Potatoes,3737.0,12,Sorted_FY2023 Split by County
STEPHENS,2023-07,33987.0,Dry Grains,6576.0,Dry Vegetables,5871.0,15,Sorted_FY2024 Split by County
STEPHENS,2023-08,36665.0,Dry Vegetables,5554.0,Dry Food Misc.,5419.0,15,Sorted_FY2024 Split by County
STEPHENS,2023-09,24009.0,Frozen Proteins,4081.0,Dry Proteins,3690.0,13,Sorted_FY2024 Split by County
STEPHENS,2023-10,44113.0,Dry Proteins,9866.0,Frozen Proteins,5991.0,14,Sorted_FY2024 Split by County
STEPHENS,2023-11,32454.0,Dry Vegetables,5577.0,Cooled Fruits,4669.0,13,Sorted_FY2024 Split by County
STEPHENS,2023-12,25472.0,Dry Proteins,5019.0,Frozen Proteins,4541.0,13,Sorted_FY2024 Split by County
STEPHENS,2024-01,24698.0,Dry Vegetables,4738.0,Cooled Dairy,4239.0,15,Sorted_FY2024 Split by County
STEPHENS,2024-02,28269.0,Cooled Fruits,4956.0,Dry Vegetables,4199.0,17,Sorted_FY2024 Split by County
STEPHENS,2024-03,38290.0,Dry Vegetables,6916.0,Frozen Proteins,5222.0,18,Sorted_FY2024 Split by County
STEPHENS,2024-04,44749.0,Dry Vegetables,7581.0,Cooled Fruits,6204.0,19,Sorted_FY2024 Split by County
STEPHENS,2024-05,66234.0,Dry Prepared Meals,11206.0,Frozen Proteins,10072.0,16,Sorted_FY2024 Split by County
STEPHENS,2024-06,44617.0,Dry Proteins,7012.0,Frozen Proteins,6060.0,17,Sorted_FY2024 Split by County
STEPHENS,2024-07,41826.0,Dry Proteins,8333.0,Frozen Proteins,5402.0,16,Sorted_FY2025 Split by County
STEPHENS,2024-08,88761.0,Dry Beverages,17192.0,Frozen Proteins,13955.0,20,Sorted_FY2025 Split by County
STEPHENS,2024-09,59293.0,Dry Beverages,8544.0,Cooled Fruits,7361.0,21,Sorted_FY2025 Split by County
STEPHENS,2024-10,44987.0,Dry Vegetables,7220.0,Dry Beverages,6946.0,21,Sorted_FY2025 Split by County
STEPHENS,2024-11,58180.0,Dry Fruits,7173.0,Dry Food Misc.,6357.0,21,Sorted_FY2025 Split by County
STEPHENS,2024-12,49721.0,Dry Beverages,7758.0,Cooled Potatoes,5854.0,22,Sorted_FY2025 Split by County
STEPHENS,2025-01,47560.0,Dry Food Misc.,6238.0,Cooled Potatoes,6158.0,21,Sorted_FY2025 Split by County
STEPHENS,2025-02,56827.0,Cooled Fruits,9242.0,Cooled Potatoes,6800.0,21,Sorted_FY2025 Split by County
STEPHENS,2025-03,79240.0,Cooled Potatoes,14700.0,Dry Beverages,11998.0,21,Sorted_FY2025 Split by County
STEPHENS,2025-04,76466.0,Dry Beverages,14168.0,Dry Vegetables,8773.0,23,Sorted_FY2025 Split by County
STEPHENS,2025-05,81944.0,Dry Beverages,22455.0,Dry Prepared Meals,8616.0,22,Sorted_FY2025 Split by County
STEPHENS,2025-06,90090.06,Dry Beverages,19896.0,Dry Grains,7517.0,24,Sorted_FY2025 Split by County
TOWNS,2022-07,21994.0,Dry Beverages,3944.0,Cooled Fruits,3770.0,12,Sorted_FY2023 Split by County
TOWNS,2022-08,13816.0,Cooled Mixed Produce,5139.0,Dry Beverages,2077.0,11,Sorted_FY2023 Split by County
TOWNS,2022-09,15211.0,Dry Beverages,2600.0,Cooled Fruits,1805.0,13,Sorted_FY2023 Split by County
TOWNS,2022-10,14207.0,Frozen Food Misc.,3306.0,Dry Vegetables,2215.0,10,Sorted_FY2023 Split by County
TOWNS,2022-11,17452.0,Frozen Food Misc.,3663.0,Dry Vegetables,3420.0,11,Sorted_FY2023 Split by County
TOWNS,2022-12,10547.0,Dry Grains,2286.0,Dry Proteins,1635.0,10,Sorted_FY2023 Split by County
TOWNS,2023-01,17121.0,Dry Beverages,4022.0,Cooled Mixed Produce,3018.0,12,Sorted_FY2023 Split by County
TOWNS,2023-02,12018.0,Cooled Mixed Produce,2467.0,Dry Food Misc.,1578.0,12,Sorted_FY2023 Split by County
TOWNS,2023-03,15542.0,Frozen Proteins,3395.0,Dry Proteins,2425.0,14,Sorted_FY2023 Split by County
TOWNS,2023-04,14106.0,Frozen Food Misc.,3666.0,Cooled Fruits,1944.0,10,Sorted_FY2023 Split by County
TOWNS,2023-05,16679.0,Cooled Potatoes,3071.0,Frozen Food Misc.,2335.0,11,Sorted_FY2023 Split by County
TOWNS,2023-06,14878.0,Dry Grains,3223.0,Frozen Food Misc.,3164.0,9,Sorted_FY2023 Split by County
TOWNS,2023-07,14130.0,Cooled Mixed Produce,3799.0,Dry Food Misc.,2350.0,11,Sorted_FY2024 Split by County
TOWNS,2023-08,9837.0,Dry Vegetables,2219.0,Dry Food Misc.,2142.0,10,Sorted_FY2024 Split by County
TOWNS,2023-09,11949.0,Frozen Proteins,2704.0,Dry Proteins,2146.0,11,Sorted_FY2024 Split by County
TOWNS,2023-10,27745.0,Dry Proteins,10004.0,Dry Grains,3337.0,12,Sorted_FY2024 Split by County
TOWNS,2023-11,16494.0,Dry Vegetables,3718.0,Dry Proteins,3057.0,13,Sorted_FY2024 Split by County
TOWNS,2023-12,12384.0,Dry Proteins,2923.0,Frozen Proteins,2110.0,11,Sorted_FY2024 Split by County
TOWNS,2024-01,14834.0,Dry Proteins,6148.0,Dry Vegetables,3760.0,10,Sorted_FY2024 Split by County
TOWNS,2024-02,5200.0,Dry Beverages,1185.0,Frozen Proteins,810.0,12,Sorted_FY2024 Split by County
TOWNS,2024-03,6126.0,Cooled Dairy,1584.0,Dry Beverages,1410.0,10,Sorted_FY2024 Split by County
TOWNS,2024-04,16586.0,Cooled Fruits,5038.0,Dry Vegetables,2855.0,11,Sorted_FY2024 Split by County
TOWNS,2024-05,9749.0,Dry Proteins,2107.0,Frozen Proteins,1453.0,13,Sorted_FY2024 Split by County
TOWNS,2024-06,2861.0,Dry Proteins,872.0,Dry Beverages,769.0,8,Sorted_FY2024 Split by County
TOWNS,2024-07,14342.0,Dry Vegetables,3390.0,Dry Proteins,3285.0,14,Sorted_FY2025 Split by County
TOWNS,2024-08,8504.0,Dry Proteins,1636.0,Dry Food Misc.,1523.0,11,Sorted_FY2025 Split by County
TOWNS,2024-09,3892.0,Dry Beverages,917.0,Dry Vegetables,631.0,11,Sorted_FY2025 Split by County
