County,Month,Weight,TopCategory1Name,TopCategory1Weight,TopCategory2Name,TopCategory2Weight,Num. of Unique Categories,Source
TOWNS,2024-10,7089.0,Dry Beverages,1307.0,Dry Proteins,1048.0,13,Sorted_FY2025 Split by County
TOWNS,2024-11,13796.0,Dry Vegetables,3785.0,Dry Grains,2639.0,13,Sorted_FY2025 Split by County
TOWNS,2024-12,3036.0,Dry Proteins,630.0,Dry Fruits,615.0,8,Sorted_FY2025 Split by County
TOWNS,2025-01,8437.0,Dry Beverages,1175.0,Cooled Potatoes,1100.0,12,Sorted_FY2025 Split by County
TOWNS,2025-02,10049.0,Dry Beverages,1233.0,Dry Vegetables,1225.0,14,Sorted_FY2025 Split by County
TOWNS,2025-03,16197.0,Dry Food Misc.,3535.0,Dry Beverages,2970.0,14,Sorted_FY2025 Split by County
TOWNS,2025-04,10324.0,Dry Food Misc.,1889.0,Dry Grains,1464.0,14,Sorted_FY2025 Split by County
TOWNS,2025-05,11784.0,Dry Food Misc.,3316.0,Dry Proteins,2085.0,11,Sorted_FY2025 Split by County
TOWNS,2025-06,10030.0,Dry Beverages,2520.0,Dry Fruits,2325.0,14,Sorted_FY2025 Split by County
WHITE,2022-07,26749.0,Dry Beverages,5506.0,Cooled Mixed Produce,4258.0,15,Sorted_FY2023 Split by County
WHITE,2022-08,36916.0,Cooled Mixed Produce,8096.0,Dry Beverages,6026.0,14,Sorted_FY2023 Split by County
WHITE,2022-09,30774.0,Dry Beverages,6481.0,Dry Proteins,3940.0,14,Sorted_FY2023 Split by County
WHITE,2022-10,33819.0,Dry Other,6414.0,Cooled Dairy,4351.0,14,Sorted_FY2023 Split by County
WHITE,2022-11,37404.0,Frozen Food Misc.,7765.0,Dry Other,6810.0,13,Sorted_FY2023 Split by County
WHITE,2022-12,31872.0,Dry Other,6306.0,Dry Vegetables,4268.0,13,Sorted_FY2023 Split by County
WHITE,2023-01,32813.5,Dry Vegetables,5809.0,Dry Other,5136.0,13,Sorted_FY2023 Split by County
WHITE,2023-02,26919.0,Frozen Proteins,5914.0,Dry Other,4968.0,12,Sorted_FY2023 Split by County
WHITE,2023-03,27910.0,Dry Other,4932.0,Cooled Fruits,4068.0,13,Sorted_FY2023 Split by County
WHITE,2023-04,38652.0,Dry Other,7320.0,Cooled Fruits,5976.0,13,Sorted_FY2023 Split by County
WHITE,2023-05,30145.0,Frozen Food Misc.,5619.0,Frozen Proteins,4031.0,13,Sorted_FY2023 Split by County
WHITE,2023-06,28251.0,Frozen Food Misc.,8535.0,Dry Other,4860.0,12,Sorted_FY2023 Split by County
WHITE,2023-07,29610.0,Cooled Mixed Produce,6941.0,Dry Proteins,4824.0,13,Sorted_FY2024 Split by County
WHITE,2023-08,29956.0,Frozen Proteins,5888.0,Dry Vegetables,4683.0,14,Sorted_FY2024 Split by County
WHITE,2023-09,24303.0,Frozen Proteins,4654.0,Dry Grains,3952.0,13,Sorted_FY2024 Split by County
WHITE,2023-10,34899.0,Frozen Proteins,7394.0,Dry Proteins,6762.0,14,Sorted_FY2024 Split by County
WHITE,2023-11,21071.0,Frozen Proteins,4483.0,Dry Proteins,3364.0,13,Sorted_FY2024 Split by County
WHITE,2023-12,25265.0,Dry Proteins,5984.0,Frozen Proteins,5274.0,13,Sorted_FY2024 Split by County
WHITE,2024-01,30956.0,Dry Proteins,6845.0,Dry Vegetables,5109.0,14,Sorted_FY2024 Split by County
WHITE,2024-02,30321.0,Frozen Proteins,6077.0,Cooled Fruits,4704.0,16,Sorted_FY2024 Split by County
WHITE,2024-03,29814.0,Dry Vegetables,6228.0,Cooled Dairy,6072.0,16,Sorted_FY2024 Split by County
WHITE,2024-04,32839.0,Cooled Fruits,8444.0,Frozen Proteins,6405.0,15,Sorted_FY2024 Split by County
WHITE,2024-05,28166.0,Cooled Fruits,8250.0,Dry Proteins,4024.0,15,Sorted_FY2024 Split by County
WHITE,2024-06,29044.0,Dry Proteins,6951.0,Frozen Proteins,6067.0,15,Sorted_FY2024 Split by County
WHITE,2024-07,32183.0,Dry Proteins,8530.0,Frozen Proteins,5598.0,15,Sorted_FY2025 Split by County
WHITE,2024-08,26008.0,Dry Vegetables,4178.0,Dry Proteins,4111.0,17,Sorted_FY2025 Split by County
WHITE,2024-09,26357.0,Frozen Proteins,5068.0,Dry Vegetables,3687.0,15,Sorted_FY2025 Split by County
WHITE,2024-10,29944.0,Dry Vegetables,4814.0,Dry Beverages,4682.0,17,Sorted_FY2025 Split by County
WHITE,2024-11,28316.0,Cooled Potatoes,4000.0,Dry Vegetables,3740.0,18,Sorted_FY2025 Split by County
WHITE,2024-12,33868.0,Dry Beverages,6399.0,Cooled Potatoes,6000.0,16,Sorted_FY2025 Split by County
WHITE,2025-01,30839.0,Dry Beverages,5193.0,Cooled Potatoes,5000.0,16,Sorted_FY2025 Split by County
WHITE,2025-02,35272.0,Cooled Dairy,5400.0,Cooled Fruits,5342.0,17,Sorted_FY2025 Split by County
WHITE,2025-03,39032.0,Cooled Fruits,5855.0,Cooled Dairy,5400.0,18,Sorted_FY2025 Split by County
WHITE,2025-04,39739.0,Dry Beverages,8120.0,Frozen Food Misc.,4932.0,20,Sorted_FY2025 Split by County
WHITE,2025-05,48556.0,Dry Beverages,5820.0,Dry Food Misc.,5788.0,18,Sorted_FY2025 Split by County
WHITE,2025-06,41495.0,Dry Beverages,7858.0,Cooled Vegetables,5550.0,19,Sorted_FY2025 Split by County
