Month,County,Food Category,Weight
2022-09,OGLETHORPE,Dry Food Misc.,3105.0
2022-10,OGLETHORPE,Dry Food Misc.,4092.0
2022-11,OGLETHORPE,Dry Food Misc.,4248.0
2022-12,OGLETHORPE,Dry Food Misc.,3048.0
2023-01,OGLETHORPE,Dry Food Misc.,3098.0
2023-02,OGLETHORPE,Dry Food Misc.,4631.0
2023-03,OGLETHORPE,Dry Food Misc.,4663.0
2023-04,OGLETHORPE,Dry Food Misc.,3472.0
2023-05,OGLETHORPE,Dry Food Misc.,2141.0
2023-06,OGLETHORPE,Dry Food Misc.,4187.0
2022-07,OGLETHORPE,Dry Fruits,890.0
2022-08,OGLETHORPE,Dry Fruits,2310.0
2022-09,OGLETHORPE,Dry Fruits,974.0
2022-10,OGLETHORPE,Dry Fruits,2377.0
2022-11,OGLETHORPE,Dry Fruits,1523.0
2022-12,OGLETHORPE,Dry Fruits,1372.0
2023-01,OGLETHORPE,Dry Fruits,1146.0
2023-02,OGLETHORPE,Dry Fruits,967.0
2023-03,OGLETHORPE,Dry Fruits,1119.0
2023-04,OGLETHORPE,Dry Fruits,390.0
2023-05,OGLETHORPE,Dry Fruits,378.0
2022-07,OGLETHORPE,Dry Grains,1110.0
2022-08,OGLETHORPE,Dry Grains,3756.0
2022-09,OGLETHORPE,Dry Grains,2429.0
2022-10,OGLETHORPE,Dry Grains,2710.0
2022-11,OGLETHORPE,Dry Grains,1622.0
2022-12,OGLETHORPE,Dry Grains,2152.0
2023-01,OGLETHORPE,Dry Grains,1484.0
2023-02,OGLETHORPE,Dry Grains,3041.0
2023-03,OGLETHORPE,Dry Grains,2229.0
2023-04,OGLETHORPE,Dry Grains,2886.0
2023-05,OGLETHORPE,Dry Grains,1433.0
2023-06,OGLETHORPE,Dry Grains,2171.0
2022-07,OGLETHORPE,Dry Non-Food Misc.,1530.0
2022-08,OGLETHORPE,Dry Non-Food Misc.,1731.0
2022-09,OGLETHORPE,Dry Non-Food Misc.,895.0
2022-10,OGLETHORPE,Dry Non-Food Misc.,358.0
2022-11,OGLETHORPE,Dry Non-Food Misc.,3048.0
2022-12,OGLETHORPE,Dry Non-Food Misc.,969.0
2023-01,OGLETHORPE,Dry Non-Food Misc.,3571.0
2023-02,OGLETHORPE,Dry Non-Food Misc.,335.0
2023-03,OGLETHORPE,Dry Non-Food Misc.,2054.0
2023-04,OGLETHORPE,Dry Non-Food Misc.,572.0
2023-05,OGLETHORPE,Dry Non-Food Misc.,394.0
2023-06,OGLETHORPE,Dry Non-Food Misc.,811.0
2022-08,OGLETHORPE,Dry Other,1080.0
2022-09,OGLETHORPE,Dry Other,822.0
2022-10,OGLETHORPE,Dry Other,3996.0
2022-11,OGLETHORPE,Dry Other,3330.0
2022-12,OGLETHORPE,Dry Other,4218.0
2023-01,OGLETHORPE,Dry Other,972.0
2023-02,OGLETHORPE,Dry Other,3408.0
2023-03,OGLETHORPE,Dry Other,3408.0
2023-04,OGLETHORPE,Dry Other,5112.0
2023-05,OGLETHORPE,Dry Other,2556.0
2023-06,OGLETHORPE,Dry Other,3408.0
2022-07,OGLETHORPE,Dry Prepared Meals,232.0
2022-08,OGLETHORPE,Dry Prepared Meals,1715.0
2022-09,OGLETHORPE,Dry Prepared Meals,484.0
2022-10,OGLETHORPE,Dry Prepared Meals,980.0
2022-11,OGLETHORPE,Dry Prepared Meals,302.0
2022-12,OGLETHORPE,Dry Prepared Meals,39.0
2023-01,OGLETHORPE,Dry Prepared Meals,130.0
2023-02,OGLETHORPE,Dry Prepared Meals,84.0
2023-03,OGLETHORPE,Dry Prepared Meals,838.0
2023-04,OGLETHORPE,Dry Prepared Meals,4.0
2023-06,OGLETHORPE,Dry Prepared Meals,309.0
2022-07,OGLETHORPE,Dry Proteins,2118.0
2022-08,OGLETHORPE,Dry Proteins,4949.0
2022-09,OGLETHORPE,Dry Proteins,1546.0
2022-10,OGLETHORPE,Dry Proteins,2359.0
2022-11,OGLETHORPE,Dry Proteins,1457.0
2022-12,OGLETHORPE,Dry Proteins,2198.0
2023-01,OGLETHORPE,Dry Proteins,1658.0
2023-02,OGLETHORPE,Dry Proteins,1300.0
2023-03,OGLETHORPE,Dry Proteins,1349.0
2023-04,OGLETHORPE,Dry Proteins,4920.0
2023-05,OGLETHORPE,Dry Proteins,1049.0
2023-06,OGLETHORPE,Dry Proteins,2054.0
2022-09,OGLETHORPE,Dry Unsorted Salvage,617.0
2022-07,OGLETHORPE,Dry Vegetables,1323.0
2022-08,OGLETHORPE,Dry Vegetables,4264.0
2022-09,OGLETHORPE,Dry Vegetables,1320.0
2022-10,OGLETHORPE,Dry Vegetables,3691.0
2022-11,OGLETHORPE,Dry Vegetables,2155.0
2022-12,OGLETHORPE,Dry Vegetables,2321.0
2023-01,OGLETHORPE,Dry Vegetables,2108.0
2023-02,OGLETHORPE,Dry Vegetables,3300.0
2023-03,OGLETHORPE,Dry Vegetables,2787.0
2023-04,OGLETHORPE,Dry Vegetables,790.0
2023-05,OGLETHORPE,Dry Vegetables,325.0
2023-06,OGLETHORPE,Dry Vegetables,2584.0
2022-09,OGLETHORPE,Frozen Food Misc.,262.0
2022-11,OGLETHORPE,Frozen Food Misc.,2442.0
2022-12,OGLETHORPE,Frozen Food Misc.,1006.0
2023-01,OGLETHORPE,Frozen Food Misc.,41.0
2023-02,OGLETHORPE,Frozen Food Misc.,2399.0
2023-04,OGLETHORPE,Frozen Food Misc.,76.0
2023-05,OGLETHORPE,Frozen Food Misc.,120.0
2023-06,OGLETHORPE,Frozen Food Misc.,221.0
2023-05,OGLETHORPE,Frozen Fruits,1704.0
2023-06,OGLETHORPE,Frozen Fruits,1464.0
2022-07,OGLETHORPE,Frozen Grains,77.0
2022-08,OGLETHORPE,Frozen Grains,33.0
2022-07,OGLETHORPE,Frozen Prepared Meals,508.0
2022-09,OGLETHORPE,Frozen Prepared Meals,120.0
2022-12,OGLETHORPE,Frozen Prepared Meals,13.0
2023-01,OGLETHORPE,Frozen Prepared Meals,26.0
2023-02,OGLETHORPE,Frozen Prepared Meals,52.0
2023-04,OGLETHORPE,Frozen Prepared Meals,108.0
2023-05,OGLETHORPE,Frozen Prepared Meals,54.0
2022-07,OGLETHORPE,Frozen Proteins,2303.0
2022-08,OGLETHORPE,Frozen Proteins,2298.0
2022-09,OGLETHORPE,Frozen Proteins,1153.0
2022-10,OGLETHORPE,Frozen Proteins,1116.0
2022-11,OGLETHORPE,Frozen Proteins,1577.0
2022-12,OGLETHORPE,Frozen Proteins,4602.0
2023-01,OGLETHORPE,Frozen Proteins,1653.0
2023-02,OGLETHORPE,Frozen Proteins,1561.0
2023-03,OGLETHORPE,Frozen Proteins,4866.0
2023-04,OGLETHORPE,Frozen Proteins,1051.0
2023-05,OGLETHORPE,Frozen Proteins,3258.0
2023-06,OGLETHORPE,Frozen Proteins,4570.0
2022-07,OGLETHORPE,Frozen Vegetables,78.0
2022-10,OGLETHORPE,Frozen Vegetables,78.0
2023-04,OGLETHORPE,Frozen Vegetables,42.0
2022-07,RABUN,Cooled Dairy,1435.0
2022-08,RABUN,Cooled Dairy,221.0
2022-09,RABUN,Cooled Dairy,6329.0
2022-10,RABUN,Cooled Dairy,2208.0
2022-11,RABUN,Cooled Dairy,21.0
2023-01,RABUN,Cooled Dairy,231.0
2023-02,RABUN,Cooled Dairy,5.0
2023-03,RABUN,Cooled Dairy,21.0
2023-04,RABUN,Cooled Dairy,40.0
2023-06,RABUN,Cooled Dairy,1203.0
2023-06,RABUN,Cooled Food Misc.,122.0
2022-07,RABUN,Cooled Fruits,7194.0
2022-08,RABUN,Cooled Fruits,2320.0
2022-09,RABUN,Cooled Fruits,4036.0
2022-10,RABUN,Cooled Fruits,3119.0
2023-01,RABUN,Cooled Fruits,123990.0
2023-02,RABUN,Cooled Fruits,960.0
2023-03,RABUN,Cooled Fruits,8073.0
2023-04,RABUN,Cooled Fruits,8388.0
2023-05,RABUN,Cooled Fruits,6156.0
2023-06,RABUN,Cooled Fruits,1140.0
2022-07,RABUN,Cooled Mixed Produce,21100.0
2022-08,RABUN,Cooled Mixed Produce,15437.0
2022-09,RABUN,Cooled Mixed Produce,18829.0
2022-10,RABUN,Cooled Mixed Produce,20191.0
2022-11,RABUN,Cooled Mixed Produce,12256.0
2022-12,RABUN,Cooled Mixed Produce,11317.0
2023-01,RABUN,Cooled Mixed Produce,9153.0
2023-02,RABUN,Cooled Mixed Produce,7306.0
2023-03,RABUN,Cooled Mixed Produce,12227.0
2023-04,RABUN,Cooled Mixed Produce,8577.0
2023-05,RABUN,Cooled Mixed Produce,12251.0
2023-06,RABUN,Cooled Mixed Produce,13798.0
2022-09,RABUN,Cooled Potatoes,4477.0
2022-12,RABUN,Cooled Potatoes,2109.0
2023-03,RABUN,Cooled Potatoes,2750.0
2023-05,RABUN,Cooled Potatoes,4699.0
2023-06,RABUN,Cooled Potatoes,6549.0
2022-11,RABUN,Cooled Vegetables,4690.0
2022-07,RABUN,Dry Beverages,18924.0
2022-08,RABUN,Dry Beverages,7115.0
2022-09,RABUN,Dry Beverages,2951.0
2022-10,RABUN,Dry Beverages,1851.0
2022-11,RABUN,Dry Beverages,2217.0
2022-12,RABUN,Dry Beverages,361.0
2023-01,RABUN,Dry Beverages,979.0
2023-02,RABUN,Dry Beverages,2245.0
2023-03,RABUN,Dry Beverages,536.0
2023-04,RABUN,Dry Beverages,5451.0
2023-05,RABUN,Dry Beverages,1051.0
2023-06,RABUN,Dry Beverages,9050.0
2022-07,RABUN,Dry Dairy,1860.0
2022-08,RABUN,Dry Dairy,1480.0
2022-07,RABUN,Dry Food Misc.,10011.0
2022-08,RABUN,Dry Food Misc.,6633.0
2022-09,RABUN,Dry Food Misc.,2502.0
2022-10,RABUN,Dry Food Misc.,1836.0
2022-11,RABUN,Dry Food Misc.,2362.0
2022-12,RABUN,Dry Food Misc.,4964.0
2023-01,RABUN,Dry Food Misc.,3474.0
2023-02,RABUN,Dry Food Misc.,4614.0
2023-03,RABUN,Dry Food Misc.,3556.0
2023-04,RABUN,Dry Food Misc.,4336.0
2023-05,RABUN,Dry Food Misc.,3131.0
2023-06,RABUN,Dry Food Misc.,4869.0
2022-07,RABUN,Dry Fruits,9075.0
2022-08,RABUN,Dry Fruits,6699.0
2022-09,RABUN,Dry Fruits,4038.0
2022-10,RABUN,Dry Fruits,5717.0
2022-11,RABUN,Dry Fruits,8190.0
2022-12,RABUN,Dry Fruits,3865.0
2023-01,RABUN,Dry Fruits,6057.0
2023-02,RABUN,Dry Fruits,3885.0
2023-03,RABUN,Dry Fruits,3627.0
2023-04,RABUN,Dry Fruits,1053.0
2023-05,RABUN,Dry Fruits,3213.0
2022-07,RABUN,Dry Grains,10729.0
2022-08,RABUN,Dry Grains,12796.0
2022-09,RABUN,Dry Grains,13847.0
2022-10,RABUN,Dry Grains,9293.0
2022-11,RABUN,Dry Grains,5250.0
2022-12,RABUN,Dry Grains,14680.0
2023-01,RABUN,Dry Grains,8736.0
2023-02,RABUN,Dry Grains,13738.0
2023-03,RABUN,Dry Grains,6191.0
2023-04,RABUN,Dry Grains,12168.0
2023-05,RABUN,Dry Grains,10913.0
2023-06,RABUN,Dry Grains,10274.0
2022-07,RABUN,Dry Non-Food Misc.,788.0
2022-08,RABUN,Dry Non-Food Misc.,83.0
2022-09,RABUN,Dry Non-Food Misc.,1879.0
2022-10,RABUN,Dry Non-Food Misc.,1064.0
2022-11,RABUN,Dry Non-Food Misc.,616.0
2022-12,RABUN,Dry Non-Food Misc.,40.0
2023-01,RABUN,Dry Non-Food Misc.,329.0
2023-02,RABUN,Dry Non-Food Misc.,155.0
2023-03,RABUN,Dry Non-Food Misc.,53.0
2023-04,RABUN,Dry Non-Food Misc.,8.0
2023-05,RABUN,Dry Non-Food Misc.,133.0
2023-06,RABUN,Dry Non-Food Misc.,166.0
2022-08,RABUN,Dry Other,2400.0
2022-09,RABUN,Dry Other,18.0
2022-10,RABUN,Dry Other,582.0
2022-11,RABUN,Dry Other,1080.0
2022-12,RABUN,Dry Other,1314.0
2023-01,RABUN,Dry Other,774.0
2023-02,RABUN,Dry Other,942.0
2023-03,RABUN,Dry Other,936.0
2023-04,RABUN,Dry Other,1404.0
2023-05,RABUN,Dry Other,702.0
2023-06,RABUN,Dry Other,936.0
2022-07,RABUN,Dry Prepared Meals,1508.0
2022-08,RABUN,Dry Prepared Meals,4888.0
2022-09,RABUN,Dry Prepared Meals,1284.0
2022-10,RABUN,Dry Prepared Meals,2676.0
2022-11,RABUN,Dry Prepared Meals,2928.0
2022-12,RABUN,Dry Prepared Meals,2625.0
2023-02,RABUN,Dry Prepared Meals,976.0
2023-03,RABUN,Dry Prepared Meals,1364.0
2022-07,RABUN,Dry Proteins,6433.0
2022-08,RABUN,Dry Proteins,5027.0
2022-09,RABUN,Dry Proteins,10069.0
2022-10,RABUN,Dry Proteins,5014.0
2022-11,RABUN,Dry Proteins,5742.0
2022-12,RABUN,Dry Proteins,5329.0
2023-01,RABUN,Dry Proteins,5685.0
2023-02,RABUN,Dry Proteins,3947.0
2023-03,RABUN,Dry Proteins,5694.0
2023-04,RABUN,Dry Proteins,10119.0
2023-05,RABUN,Dry Proteins,4594.0
2023-06,RABUN,Dry Proteins,7121.0
2022-07,RABUN,Dry Vegetables,10151.0
2022-08,RABUN,Dry Vegetables,7110.0
2022-09,RABUN,Dry Vegetables,6387.0
2022-10,RABUN,Dry Vegetables,12678.0
2022-11,RABUN,Dry Vegetables,12258.0
2022-12,RABUN,Dry Vegetables,10175.0
2023-01,RABUN,Dry Vegetables,13548.0
2023-02,RABUN,Dry Vegetables,10561.0
2023-03,RABUN,Dry Vegetables,7332.0
2023-04,RABUN,Dry Vegetables,7607.0
2023-05,RABUN,Dry Vegetables,6475.0
2023-06,RABUN,Dry Vegetables,8348.0
2022-07,RABUN,Frozen Food Misc.,5551.0
2022-08,RABUN,Frozen Food Misc.,1321.0
2022-09,RABUN,Frozen Food Misc.,3732.0
2022-10,RABUN,Frozen Food Misc.,13832.0
2022-11,RABUN,Frozen Food Misc.,1859.0
2022-12,RABUN,Frozen Food Misc.,2986.0
2023-01,RABUN,Frozen Food Misc.,4714.0
2023-02,RABUN,Frozen Food Misc.,10834.0
2023-03,RABUN,Frozen Food Misc.,7178.0
2023-04,RABUN,Frozen Food Misc.,24995.0
2023-05,RABUN,Frozen Food Misc.,6941.0
2023-06,RABUN,Frozen Food Misc.,8820.0
2023-04,RABUN,Frozen Grains,88.0
2022-07,RABUN,Frozen Proteins,768.0
2022-08,RABUN,Frozen Proteins,3360.0
2022-09,RABUN,Frozen Proteins,2452.0
2022-10,RABUN,Frozen Proteins,1828.0
2022-11,RABUN,Frozen Proteins,2360.0
2022-12,RABUN,Frozen Proteins,3464.0
2023-01,RABUN,Frozen Proteins,3560.0
2023-02,RABUN,Frozen Proteins,3440.0
2023-03,RABUN,Frozen Proteins,5163.0
2023-04,RABUN,Frozen Proteins,2642.0
2023-05,RABUN,Frozen Proteins,2200.0
2023-06,RABUN,Frozen Proteins,4024.0
2022-07,RABUN,Frozen Vegetables,864.0
2022-08,RABUN,Frozen Vegetables,2688.0
2022-09,RABUN,Frozen Vegetables,2880.0
2022-10,RABUN,Frozen Vegetables,960.0
2022-12,RABUN,Frozen Vegetables,1120.0
2023-01,RABUN,Frozen Vegetables,4800.0
2022-07,STEPHENS,Cooled Dairy,352.0
2022-08,STEPHENS,Cooled Dairy,182.0
2022-09,STEPHENS,Cooled Dairy,148.0
2022-10,STEPHENS,Cooled Dairy,185.0
2022-11,STEPHENS,Cooled Dairy,24.0
2022-12,STEPHENS,Cooled Dairy,46.0
2023-01,STEPHENS,Cooled Dairy,29.0
2023-03,STEPHENS,Cooled Dairy,93.0
2023-04,STEPHENS,Cooled Dairy,73.0
2023-05,STEPHENS,Cooled Dairy,175.0
2022-09,STEPHENS,Cooled Food Misc.,22.0
2022-07,STEPHENS,Cooled Fruits,4167.0
2022-09,STEPHENS,Cooled Fruits,3210.0
2022-10,STEPHENS,Cooled Fruits,2582.0
2023-03,STEPHENS,Cooled Fruits,6678.0
2023-04,STEPHENS,Cooled Fruits,2160.0
2023-05,STEPHENS,Cooled Fruits,2268.0
2022-07,STEPHENS,Cooled Mixed Produce,7641.0
2022-08,STEPHENS,Cooled Mixed Produce,2824.0
2022-09,STEPHENS,Cooled Mixed Produce,4714.0
2022-10,STEPHENS,Cooled Mixed Produce,6454.0
2022-11,STEPHENS,Cooled Mixed Produce,1848.0
2022-12,STEPHENS,Cooled Mixed Produce,2085.0
2023-01,STEPHENS,Cooled Mixed Produce,3109.0
2023-02,STEPHENS,Cooled Mixed Produce,6932.0
2023-03,STEPHENS,Cooled Mixed Produce,4345.0
2023-04,STEPHENS,Cooled Mixed Produce,3991.0
2023-05,STEPHENS,Cooled Mixed Produce,6088.0
2023-06,STEPHENS,Cooled Mixed Produce,3584.0
2022-09,STEPHENS,Cooled Potatoes,1628.0
2022-12,STEPHENS,Cooled Potatoes,1073.0
2023-03,STEPHENS,Cooled Potatoes,1121.0
2023-05,STEPHENS,Cooled Potatoes,3552.0
2023-06,STEPHENS,Cooled Potatoes,3737.0
2022-11,STEPHENS,Cooled Vegetables,6410.0
2022-07,STEPHENS,Dry Beverages,5941.0
2022-08,STEPHENS,Dry Beverages,4850.0
2022-09,STEPHENS,Dry Beverages,4477.0
2022-10,STEPHENS,Dry Beverages,847.0
2022-11,STEPHENS,Dry Beverages,3834.0
2022-12,STEPHENS,Dry Beverages,717.0
2023-01,STEPHENS,Dry Beverages,2780.0
2023-02,STEPHENS,Dry Beverages,1058.0
2023-03,STEPHENS,Dry Beverages,270.0
2023-04,STEPHENS,Dry Beverages,2014.0
2023-05,STEPHENS,Dry Beverages,2152.0
2023-06,STEPHENS,Dry Beverages,779.0
2022-07,STEPHENS,Dry Dairy,940.0
2022-08,STEPHENS,Dry Dairy,460.0
2022-07,STEPHENS,Dry Food Misc.,5015.0
2022-08,STEPHENS,Dry Food Misc.,3664.0
2022-09,STEPHENS,Dry Food Misc.,2125.0
2022-10,STEPHENS,Dry Food Misc.,4580.0
2022-11,STEPHENS,Dry Food Misc.,4238.0
2022-12,STEPHENS,Dry Food Misc.,2864.0
2023-01,STEPHENS,Dry Food Misc.,3845.0
2023-02,STEPHENS,Dry Food Misc.,4847.0
2023-03,STEPHENS,Dry Food Misc.,4194.0
2023-04,STEPHENS,Dry Food Misc.,3520.0
2023-05,STEPHENS,Dry Food Misc.,3757.0
2023-06,STEPHENS,Dry Food Misc.,2310.0
2022-07,STEPHENS,Dry Fruits,3154.0
2022-08,STEPHENS,Dry Fruits,4361.0
2022-09,STEPHENS,Dry Fruits,1613.0
2022-10,STEPHENS,Dry Fruits,3961.0
2022-11,STEPHENS,Dry Fruits,4521.0
2022-12,STEPHENS,Dry Fruits,9168.0
2023-01,STEPHENS,Dry Fruits,1263.0
2023-02,STEPHENS,Dry Fruits,1446.0
2023-03,STEPHENS,Dry Fruits,1452.0
2023-04,STEPHENS,Dry Fruits,864.0
2023-05,STEPHENS,Dry Fruits,1053.0
2023-06,STEPHENS,Dry Fruits,243.0
2022-07,STEPHENS,Dry Grains,3426.0
2022-08,STEPHENS,Dry Grains,2372.0
2022-09,STEPHENS,Dry Grains,4702.0
2022-10,STEPHENS,Dry Grains,3046.0
2022-11,STEPHENS,Dry Grains,1701.0
2022-12,STEPHENS,Dry Grains,3475.0
2023-01,STEPHENS,Dry Grains,2255.0
2023-02,STEPHENS,Dry Grains,566.0
2023-03,STEPHENS,Dry Grains,647.0
2023-04,STEPHENS,Dry Grains,2267.0
2023-05,STEPHENS,Dry Grains,3832.0
2023-06,STEPHENS,Dry Grains,3406.0
2022-07,STEPHENS,Dry Non-Food Misc.,196.0
2022-08,STEPHENS,Dry Non-Food Misc.,131.0
2022-09,STEPHENS,Dry Non-Food Misc.,20.0
2022-10,STEPHENS,Dry Non-Food Misc.,121.0
2022-11,STEPHENS,Dry Non-Food Misc.,27.0
2022-12,STEPHENS,Dry Non-Food Misc.,24.0
2023-01,STEPHENS,Dry Non-Food Misc.,1859.0
2023-02,STEPHENS,Dry Non-Food Misc.,4636.0
2023-03,STEPHENS,Dry Non-Food Misc.,1739.0
2023-04,STEPHENS,Dry Non-Food Misc.,44.0
2023-05,STEPHENS,Dry Non-Food Misc.,36.0
2023-06,STEPHENS,Dry Non-Food Misc.,127.0
2022-09,STEPHENS,Dry Other,786.0
2022-10,STEPHENS,Dry Other,5826.0
2022-11,STEPHENS,Dry Other,5280.0
2022-12,STEPHENS,Dry Other,6180.0
2023-01,STEPHENS,Dry Other,3084.0
2023-02,STEPHENS,Dry Other,5136.0
2023-03,STEPHENS,Dry Other,5028.0
2023-04,STEPHENS,Dry Other,7110.0
2023-05,STEPHENS,Dry Other,3684.0
2023-06,STEPHENS,Dry Other,5364.0
2022-07,STEPHENS,Dry Prepared Meals,802.0
2022-08,STEPHENS,Dry Prepared Meals,2001.0
2022-09,STEPHENS,Dry Prepared Meals,2609.0
2022-10,STEPHENS,Dry Prepared Meals,1310.0
2022-11,STEPHENS,Dry Prepared Meals,556.0
2023-02,STEPHENS,Dry Prepared Meals,192.0
2023-03,STEPHENS,Dry Prepared Meals,116.0
2022-07,STEPHENS,Dry Proteins,3327.0
2022-08,STEPHENS,Dry Proteins,4889.0
2022-09,STEPHENS,Dry Proteins,5363.0
2022-10,STEPHENS,Dry Proteins,2543.0
2022-11,STEPHENS,Dry Proteins,3127.0
2022-12,STEPHENS,Dry Proteins,3854.0
2023-01,STEPHENS,Dry Proteins,1923.0
2023-02,STEPHENS,Dry Proteins,1912.0
2023-03,STEPHENS,Dry Proteins,3416.0
2023-04,STEPHENS,Dry Proteins,2116.0
2023-05,STEPHENS,Dry Proteins,1930.0
2023-06,STEPHENS,Dry Proteins,1790.0
2022-07,STEPHENS,Dry Vegetables,3372.0
2022-08,STEPHENS,Dry Vegetables,4707.0
2022-09,STEPHENS,Dry Vegetables,5114.0
2022-10,STEPHENS,Dry Vegetables,3738.0
2022-11,STEPHENS,Dry Vegetables,5743.0
2022-12,STEPHENS,Dry Vegetables,6162.0
2023-01,STEPHENS,Dry Vegetables,5221.0
2023-02,STEPHENS,Dry Vegetables,4915.0
2023-03,STEPHENS,Dry Vegetables,2521.0
2023-04,STEPHENS,Dry Vegetables,574.0
2023-05,STEPHENS,Dry Vegetables,1994.0
2023-06,STEPHENS,Dry Vegetables,1863.0
2022-07,STEPHENS,Frozen Food Misc.,2293.0
2022-08,STEPHENS,Frozen Food Misc.,1435.0
2022-09,STEPHENS,Frozen Food Misc.,964.0
2022-10,STEPHENS,Frozen Food Misc.,7161.0
2022-11,STEPHENS,Frozen Food Misc.,7161.0
2022-12,STEPHENS,Frozen Food Misc.,4622.0
2023-01,STEPHENS,Frozen Food Misc.,714.0
2023-02,STEPHENS,Frozen Food Misc.,2817.0
2023-03,STEPHENS,Frozen Food Misc.,609.0
2023-04,STEPHENS,Frozen Food Misc.,4657.0
2023-05,STEPHENS,Frozen Food Misc.,2747.0
2023-06,STEPHENS,Frozen Food Misc.,2925.0
2022-07,STEPHENS,Frozen Proteins,1134.0
2022-08,STEPHENS,Frozen Proteins,2019.0
2022-09,STEPHENS,Frozen Proteins,929.0
2022-10,STEPHENS,Frozen Proteins,474.0
2022-11,STEPHENS,Frozen Proteins,95.0
2022-12,STEPHENS,Frozen Proteins,143.0
2023-01,STEPHENS,Frozen Proteins,4103.0
2023-02,STEPHENS,Frozen Proteins,3976.0
2023-03,STEPHENS,Frozen Proteins,3544.0
2023-04,STEPHENS,Frozen Proteins,504.0
2023-05,STEPHENS,Frozen Proteins,5273.0
2023-06,STEPHENS,Frozen Proteins,566.0
2022-08,STEPHENS,Frozen Vegetables,1824.0
2022-09,STEPHENS,Frozen Vegetables,2112.0
2022-10,STEPHENS,Frozen Vegetables,2880.0
2023-01,STEPHENS,Frozen Vegetables,1920.0
2022-07,TOWNS,Cooled Dairy,455.0
2022-09,TOWNS,Cooled Dairy,117.0
2023-01,TOWNS,Cooled Dairy,7.0
2023-03,TOWNS,Cooled Dairy,12.0
2022-07,TOWNS,Cooled Fruits,3770.0
2022-09,TOWNS,Cooled Fruits,1805.0
2023-01,TOWNS,Cooled Fruits,2280.0
2023-02,TOWNS,Cooled Fruits,896.0
2023-03,TOWNS,Cooled Fruits,2196.0
2023-04,TOWNS,Cooled Fruits,1944.0
2023-05,TOWNS,Cooled Fruits,1944.0
2022-07,TOWNS,Cooled Mixed Produce,891.0
2022-08,TOWNS,Cooled Mixed Produce,5139.0
2022-09,TOWNS,Cooled Mixed Produce,1583.0
2022-10,TOWNS,Cooled Mixed Produce,1682.0
2022-11,TOWNS,Cooled Mixed Produce,773.0
2022-12,TOWNS,Cooled Mixed Produce,1207.0
2023-01,TOWNS,Cooled Mixed Produce,3018.0
2023-02,TOWNS,Cooled Mixed Produce,2467.0
2023-03,TOWNS,Cooled Mixed Produce,919.0
2023-04,TOWNS,Cooled Mixed Produce,502.0
2023-05,TOWNS,Cooled Mixed Produce,1720.0
2023-03,TOWNS,Cooled Potatoes,1455.0
2023-05,TOWNS,Cooled Potatoes,3071.0
2023-06,TOWNS,Cooled Potatoes,1924.0
2022-11,TOWNS,Cooled Vegetables,300.0
2022-07,TOWNS,Dry Beverages,3944.0
2022-08,TOWNS,Dry Beverages,2077.0
2022-09,TOWNS,Dry Beverages,2600.0
2022-10,TOWNS,Dry Beverages,1600.0
2022-11,TOWNS,Dry Beverages,1716.0
2022-12,TOWNS,Dry Beverages,179.0
2023-01,TOWNS,Dry Beverages,4022.0
2023-02,TOWNS,Dry Beverages,428.0
2023-03,TOWNS,Dry Beverages,693.0
2023-04,TOWNS,Dry Beverages,1346.0
2023-05,TOWNS,Dry Beverages,2054.0
2023-06,TOWNS,Dry Beverages,2682.0
2022-07,TOWNS,Dry Dairy,300.0
2022-08,TOWNS,Dry Dairy,80.0
2022-07,TOWNS,Dry Food Misc.,2554.0
2022-08,TOWNS,Dry Food Misc.,1828.0
2022-09,TOWNS,Dry Food Misc.,1559.0
2022-10,TOWNS,Dry Food Misc.,1267.0
2022-11,TOWNS,Dry Food Misc.,1129.0
2022-12,TOWNS,Dry Food Misc.,805.0
2023-01,TOWNS,Dry Food Misc.,1208.0
2023-02,TOWNS,Dry Food Misc.,1578.0
2023-03,TOWNS,Dry Food Misc.,2314.0
2023-04,TOWNS,Dry Food Misc.,1626.0
2023-05,TOWNS,Dry Food Misc.,633.0
2023-06,TOWNS,Dry Food Misc.,1429.0
2022-07,TOWNS,Dry Fruits,2082.0
2022-08,TOWNS,Dry Fruits,702.0
2022-09,TOWNS,Dry Fruits,729.0
2022-10,TOWNS,Dry Fruits,1147.0
2022-11,TOWNS,Dry Fruits,2347.0
2022-12,TOWNS,Dry Fruits,726.0
2023-01,TOWNS,Dry Fruits,621.0
2023-02,TOWNS,Dry Fruits,642.0
2023-03,TOWNS,Dry Fruits,552.0
2023-04,TOWNS,Dry Fruits,756.0
2023-05,TOWNS,Dry Fruits,702.0
2023-06,TOWNS,Dry Fruits,243.0
2022-07,TOWNS,Dry Grains,1579.0
2022-08,TOWNS,Dry Grains,1174.0
2022-09,TOWNS,Dry Grains,1603.0
2022-10,TOWNS,Dry Grains,842.0
2022-11,TOWNS,Dry Grains,545.0
2022-12,TOWNS,Dry Grains,2286.0
2023-01,TOWNS,Dry Grains,286.0
2023-02,TOWNS,Dry Grains,44.0
2023-03,TOWNS,Dry Grains,100.0
2023-04,TOWNS,Dry Grains,1580.0
2023-05,TOWNS,Dry Grains,1225.0
2023-06,TOWNS,Dry Grains,3223.0
2023-01,TOWNS,Dry Non-Food Misc.,87.0
2023-02,TOWNS,Dry Non-Food Misc.,1500.0
