Month,County,Food Category,Weight
2022-07,BANKS,Cooled Dairy,299.0
2022-08,BANKS,Cooled Dairy,169.0
2023-05,BANKS,Cooled Dairy,18.0
2023-03,BANKS,Cooled Food Misc.,102.0
2022-07,BANKS,Cooled Fruits,95.0
2022-09,BANKS,Cooled Fruits,2640.0
2023-01,BANKS,Cooled Fruits,684.0
2023-03,BANKS,Cooled Fruits,2272.0
2023-04,BANKS,Cooled Fruits,2064.0
2023-05,BANKS,Cooled Fruits,2052.0
2023-06,BANKS,Cooled Fruits,144.0
2023-06,BANKS,Cooled Grains,80.0
2022-07,BANKS,Cooled Mixed Produce,2351.0
2022-08,BANKS,Cooled Mixed Produce,3749.0
2022-09,BANKS,Cooled Mixed Produce,3071.0
2022-10,BANKS,Cooled Mixed Produce,2411.0
2022-11,BANKS,Cooled Mixed Produce,2215.0
2022-12,BANKS,Cooled Mixed Produce,2204.0
2023-01,BANKS,Cooled Mixed Produce,246.0
2023-02,BANKS,Cooled Mixed Produce,2591.0
2023-03,BANKS,Cooled Mixed Produce,594.0
2023-04,BANKS,Cooled Mixed Produce,273.0
2023-05,BANKS,Cooled Mixed Produce,533.0
2023-06,BANKS,Cooled Mixed Produce,459.0
2022-09,BANKS,Cooled Potatoes,148.0
2022-10,BANKS,Cooled Potatoes,185.0
2023-01,BANKS,Cooled Potatoes,148.0
2023-03,BANKS,Cooled Potatoes,292.0
2023-04,BANKS,Cooled Potatoes,144.0
2023-05,BANKS,Cooled Potatoes,1554.0
2023-06,BANKS,Cooled Potatoes,1554.0
2022-11,BANKS,Cooled Vegetables,60.0
2022-07,BANKS,Dry Beverages,2581.0
2022-08,BANKS,Dry Beverages,1973.0
2022-09,BANKS,Dry Beverages,380.0
2022-10,BANKS,Dry Beverages,1825.0
2022-11,BANKS,Dry Beverages,950.0
2022-12,BANKS,Dry Beverages,2392.0
2023-01,BANKS,Dry Beverages,1996.0
2023-02,BANKS,Dry Beverages,645.0
2023-03,BANKS,Dry Beverages,311.0
2023-04,BANKS,Dry Beverages,592.0
2023-05,BANKS,Dry Beverages,2028.0
2023-06,BANKS,Dry Beverages,736.0
2022-07,BANKS,Dry Dairy,300.0
2022-08,BANKS,Dry Dairy,260.0
2022-07,BANKS,Dry Food Misc.,3051.0
2022-08,BANKS,Dry Food Misc.,2898.0
2022-09,BANKS,Dry Food Misc.,2167.0
2022-10,BANKS,Dry Food Misc.,2443.0
2022-11,BANKS,Dry Food Misc.,3548.0
2022-12,BANKS,Dry Food Misc.,2559.0
2023-01,BANKS,Dry Food Misc.,2513.0
2023-02,BANKS,Dry Food Misc.,2543.0
2023-03,BANKS,Dry Food Misc.,2199.0
2023-04,BANKS,Dry Food Misc.,2091.0
2023-05,BANKS,Dry Food Misc.,2170.0
2023-06,BANKS,Dry Food Misc.,1148.0
2022-07,BANKS,Dry Fruits,727.0
2022-08,BANKS,Dry Fruits,1768.0
2022-09,BANKS,Dry Fruits,287.0
2022-10,BANKS,Dry Fruits,1229.0
2022-11,BANKS,Dry Fruits,2154.0
2022-12,BANKS,Dry Fruits,401.0
2023-01,BANKS,Dry Fruits,889.0
2023-02,BANKS,Dry Fruits,722.0
2023-03,BANKS,Dry Fruits,312.0
2023-04,BANKS,Dry Fruits,513.0
2023-05,BANKS,Dry Fruits,621.0
2022-07,BANKS,Dry Grains,1031.0
2022-08,BANKS,Dry Grains,1985.0
2022-09,BANKS,Dry Grains,1233.0
2022-10,BANKS,Dry Grains,1298.0
2022-11,BANKS,Dry Grains,1105.0
2022-12,BANKS,Dry Grains,352.0
2023-01,BANKS,Dry Grains,1022.0
2023-02,BANKS,Dry Grains,330.0
2023-03,BANKS,Dry Grains,108.0
2023-04,BANKS,Dry Grains,1576.0
2023-05,BANKS,Dry Grains,2224.0
2023-06,BANKS,Dry Grains,780.0
2022-07,BANKS,Dry Non-Food Misc.,762.0
2022-08,BANKS,Dry Non-Food Misc.,103.0
2022-09,BANKS,Dry Non-Food Misc.,48.0
2022-10,BANKS,Dry Non-Food Misc.,266.0
2022-11,BANKS,Dry Non-Food Misc.,754.0
2022-12,BANKS,Dry Non-Food Misc.,68.0
2023-01,BANKS,Dry Non-Food Misc.,936.0
2023-02,BANKS,Dry Non-Food Misc.,1661.0
2023-03,BANKS,Dry Non-Food Misc.,165.0
2023-04,BANKS,Dry Non-Food Misc.,34.0
2023-05,BANKS,Dry Non-Food Misc.,133.0
2023-06,BANKS,Dry Non-Food Misc.,180.0
2022-08,BANKS,Dry Other,4800.0
2022-10,BANKS,Dry Other,2298.0
2022-11,BANKS,Dry Other,2238.0
2022-12,BANKS,Dry Other,3000.0
2023-01,BANKS,Dry Other,1800.0
2023-02,BANKS,Dry Other,2400.0
2023-03,BANKS,Dry Other,2400.0
2023-04,BANKS,Dry Other,3600.0
2023-05,BANKS,Dry Other,1800.0
2023-06,BANKS,Dry Other,2400.0
2022-07,BANKS,Dry Potatoes,27.0
2022-07,BANKS,Dry Prepared Meals,212.0
2022-08,BANKS,Dry Prepared Meals,797.0
2022-09,BANKS,Dry Prepared Meals,922.0
2022-10,BANKS,Dry Prepared Meals,862.0
2022-11,BANKS,Dry Prepared Meals,560.0
2022-12,BANKS,Dry Prepared Meals,39.0
2023-02,BANKS,Dry Prepared Meals,80.0
2023-03,BANKS,Dry Prepared Meals,36.0
2022-07,BANKS,Dry Proteins,2521.0
2022-08,BANKS,Dry Proteins,1273.0
2022-09,BANKS,Dry Proteins,838.0
2022-10,BANKS,Dry Proteins,1298.0
2022-11,BANKS,Dry Proteins,1960.0
2022-12,BANKS,Dry Proteins,601.0
2023-01,BANKS,Dry Proteins,1219.0
2023-02,BANKS,Dry Proteins,987.0
2023-03,BANKS,Dry Proteins,400.0
2023-04,BANKS,Dry Proteins,1071.0
2023-05,BANKS,Dry Proteins,658.0
2023-06,BANKS,Dry Proteins,663.0
2022-07,BANKS,Dry Vegetables,1052.0
2022-08,BANKS,Dry Vegetables,1184.0
2022-09,BANKS,Dry Vegetables,1185.0
2022-10,BANKS,Dry Vegetables,1698.0
2022-11,BANKS,Dry Vegetables,2781.0
2022-12,BANKS,Dry Vegetables,1283.0
2023-01,BANKS,Dry Vegetables,2742.0
2023-02,BANKS,Dry Vegetables,2150.0
2023-03,BANKS,Dry Vegetables,769.0
2023-04,BANKS,Dry Vegetables,188.0
2023-05,BANKS,Dry Vegetables,494.0
2023-06,BANKS,Dry Vegetables,997.0
2022-10,BANKS,Frozen Food Misc.,2000.0
2022-11,BANKS,Frozen Food Misc.,2240.0
2023-01,BANKS,Frozen Food Misc.,79.0
2023-02,BANKS,Frozen Food Misc.,2040.0
2023-04,BANKS,Frozen Food Misc.,2034.0
2023-05,BANKS,Frozen Food Misc.,1204.0
2023-06,BANKS,Frozen Food Misc.,2740.0
2023-06,BANKS,Frozen Fruits,144.0
2023-04,BANKS,Frozen Prepared Meals,60.0
2022-07,BANKS,Frozen Proteins,742.0
2022-08,BANKS,Frozen Proteins,1412.0
2022-09,BANKS,Frozen Proteins,816.0
2022-10,BANKS,Frozen Proteins,780.0
2022-11,BANKS,Frozen Proteins,399.0
2022-12,BANKS,Frozen Proteins,1816.0
2023-01,BANKS,Frozen Proteins,1895.0
2023-02,BANKS,Frozen Proteins,1151.0
2023-03,BANKS,Frozen Proteins,1795.0
2023-04,BANKS,Frozen Proteins,1602.0
2023-05,BANKS,Frozen Proteins,725.0
2023-06,BANKS,Frozen Proteins,653.0
2022-08,BANKS,Frozen Vegetables,1152.0
2022-09,BANKS,Frozen Vegetables,960.0
2023-06,BANKS,Frozen Vegetables,104.0
2022-07,BARROW,Cooled Dairy,2257.0
2022-08,BARROW,Cooled Dairy,3137.0
2022-09,BARROW,Cooled Dairy,1553.0
2022-11,BARROW,Cooled Dairy,7277.0
2022-12,BARROW,Cooled Dairy,9576.0
2023-02,BARROW,Cooled Dairy,117.0
2023-03,BARROW,Cooled Dairy,1044.0
2023-04,BARROW,Cooled Dairy,2000.0
2022-11,BARROW,Cooled Food Misc.,6.0
2022-12,BARROW,Cooled Food Misc.,1774.0
2023-01,BARROW,Cooled Food Misc.,26.0
2023-03,BARROW,Cooled Food Misc.,125.0
2023-04,BARROW,Cooled Food Misc.,867.0
2023-05,BARROW,Cooled Food Misc.,44.0
2023-06,BARROW,Cooled Food Misc.,1168.0
2022-07,BARROW,Cooled Fruits,14240.0
2022-08,BARROW,Cooled Fruits,7545.0
2022-09,BARROW,Cooled Fruits,11112.0
2022-10,BARROW,Cooled Fruits,4714.0
2023-01,BARROW,Cooled Fruits,1273.0
2023-02,BARROW,Cooled Fruits,2400.0
2023-03,BARROW,Cooled Fruits,3648.0
2023-04,BARROW,Cooled Fruits,11524.0
2023-05,BARROW,Cooled Fruits,5944.0
2023-06,BARROW,Cooled Fruits,7452.0
2023-04,BARROW,Cooled Grains,720.0
2023-05,BARROW,Cooled Grains,1399.0
2023-06,BARROW,Cooled Grains,110.0
2022-07,BARROW,Cooled Mixed Produce,8328.0
2022-08,BARROW,Cooled Mixed Produce,10164.0
2022-09,BARROW,Cooled Mixed Produce,4041.0
2022-10,BARROW,Cooled Mixed Produce,10152.0
2022-11,BARROW,Cooled Mixed Produce,14241.0
2022-12,BARROW,Cooled Mixed Produce,16927.0
2023-01,BARROW,Cooled Mixed Produce,14262.0
2023-02,BARROW,Cooled Mixed Produce,22039.0
2023-03,BARROW,Cooled Mixed Produce,8536.0
2023-04,BARROW,Cooled Mixed Produce,10070.0
2023-05,BARROW,Cooled Mixed Produce,9852.0
2023-06,BARROW,Cooled Mixed Produce,6315.0
2022-08,BARROW,Cooled Potatoes,3700.0
2022-09,BARROW,Cooled Potatoes,5883.0
2022-10,BARROW,Cooled Potatoes,370.0
2022-11,BARROW,Cooled Potatoes,37.0
2022-12,BARROW,Cooled Potatoes,1813.0
2023-01,BARROW,Cooled Potatoes,1850.0
2023-03,BARROW,Cooled Potatoes,3708.0
2023-04,BARROW,Cooled Potatoes,3700.0
2023-05,BARROW,Cooled Potatoes,111.0
2022-08,BARROW,Cooled Proteins,111.0
2022-10,BARROW,Cooled Vegetables,4790.0
2022-11,BARROW,Cooled Vegetables,7112.0
2022-12,BARROW,Cooled Vegetables,320.0
2022-07,BARROW,Dry Beverages,2565.0
2022-08,BARROW,Dry Beverages,4121.0
2022-09,BARROW,Dry Beverages,5164.0
2022-10,BARROW,Dry Beverages,2447.0
2022-11,BARROW,Dry Beverages,4904.0
2022-12,BARROW,Dry Beverages,7022.0
2023-01,BARROW,Dry Beverages,4059.0
2023-02,BARROW,Dry Beverages,1556.0
2023-03,BARROW,Dry Beverages,5050.0
2023-04,BARROW,Dry Beverages,3828.0
2023-05,BARROW,Dry Beverages,2168.0
2023-06,BARROW,Dry Beverages,12056.0
2022-07,BARROW,Dry Dairy,1460.0
2023-05,BARROW,Dry Dairy,90.0
2023-06,BARROW,Dry Dairy,72.0
2022-07,BARROW,Dry Food Misc.,2967.0
2022-08,BARROW,Dry Food Misc.,3507.0
2022-09,BARROW,Dry Food Misc.,3021.0
2022-10,BARROW,Dry Food Misc.,5380.0
2022-11,BARROW,Dry Food Misc.,5179.0
2022-12,BARROW,Dry Food Misc.,2257.0
2023-01,BARROW,Dry Food Misc.,5136.0
2023-02,BARROW,Dry Food Misc.,4487.0
2023-03,BARROW,Dry Food Misc.,5371.0
2023-04,BARROW,Dry Food Misc.,5507.0
2023-05,BARROW,Dry Food Misc.,5684.0
2023-06,BARROW,Dry Food Misc.,6166.0
2022-07,BARROW,Dry Fruits,2888.0
2022-08,BARROW,Dry Fruits,5756.0
2022-09,BARROW,Dry Fruits,2346.0
2022-10,BARROW,Dry Fruits,4261.0
2022-11,BARROW,Dry Fruits,4425.0
2022-12,BARROW,Dry Fruits,3323.0
2023-01,BARROW,Dry Fruits,3246.0
2023-02,BARROW,Dry Fruits,1754.0
2023-03,BARROW,Dry Fruits,1371.0
2023-04,BARROW,Dry Fruits,6221.0
2023-05,BARROW,Dry Fruits,486.0
2022-07,BARROW,Dry Grains,4140.0
2022-08,BARROW,Dry Grains,7101.0
2022-09,BARROW,Dry Grains,3796.0
2022-10,BARROW,Dry Grains,7993.0
2022-11,BARROW,Dry Grains,4184.0
2022-12,BARROW,Dry Grains,2720.0
2023-01,BARROW,Dry Grains,2410.0
2023-02,BARROW,Dry Grains,3377.0
2023-03,BARROW,Dry Grains,2010.0
2023-04,BARROW,Dry Grains,3765.0
2023-05,BARROW,Dry Grains,3979.0
2023-06,BARROW,Dry Grains,9065.0
2022-07,BARROW,Dry Non-Food Misc.,902.0
2022-08,BARROW,Dry Non-Food Misc.,1457.0
2022-09,BARROW,Dry Non-Food Misc.,243.0
2022-10,BARROW,Dry Non-Food Misc.,1116.0
2022-11,BARROW,Dry Non-Food Misc.,1525.0
2022-12,BARROW,Dry Non-Food Misc.,324.0
2023-01,BARROW,Dry Non-Food Misc.,619.0
2023-02,BARROW,Dry Non-Food Misc.,1337.0
2023-03,BARROW,Dry Non-Food Misc.,651.0
2023-04,BARROW,Dry Non-Food Misc.,474.0
2023-05,BARROW,Dry Non-Food Misc.,543.0
2023-06,BARROW,Dry Non-Food Misc.,823.0
2022-08,BARROW,Dry Other,2520.0
2022-09,BARROW,Dry Other,372.0
2022-10,BARROW,Dry Other,1350.0
2022-11,BARROW,Dry Other,858.0
2022-12,BARROW,Dry Other,1242.0
2023-01,BARROW,Dry Other,540.0
2023-04,BARROW,Dry Potatoes,9.0
2022-07,BARROW,Dry Prepared Meals,1882.0
2022-08,BARROW,Dry Prepared Meals,1496.0
2022-09,BARROW,Dry Prepared Meals,1152.0
2022-10,BARROW,Dry Prepared Meals,8624.0
2022-11,BARROW,Dry Prepared Meals,1390.0
2022-12,BARROW,Dry Prepared Meals,677.0
2023-01,BARROW,Dry Prepared Meals,200.0
2023-02,BARROW,Dry Prepared Meals,430.0
2023-03,BARROW,Dry Prepared Meals,4360.0
2023-04,BARROW,Dry Prepared Meals,224.0
2023-05,BARROW,Dry Prepared Meals,15.0
2023-06,BARROW,Dry Prepared Meals,130.0
2022-07,BARROW,Dry Proteins,8104.0
2022-08,BARROW,Dry Proteins,3769.0
2022-09,BARROW,Dry Proteins,4573.0
2022-10,BARROW,Dry Proteins,11049.0
2022-11,BARROW,Dry Proteins,4707.0
2022-12,BARROW,Dry Proteins,5575.0
2023-01,BARROW,Dry Proteins,3325.0
2023-02,BARROW,Dry Proteins,2235.0
2023-03,BARROW,Dry Proteins,5075.0
2023-04,BARROW,Dry Proteins,13349.0
2023-05,BARROW,Dry Proteins,2616.0
2023-06,BARROW,Dry Proteins,5895.0
2022-07,BARROW,Dry Vegetables,8646.0
2022-08,BARROW,Dry Vegetables,12459.0
2022-09,BARROW,Dry Vegetables,5644.0
2022-10,BARROW,Dry Vegetables,10766.0
2022-11,BARROW,Dry Vegetables,5842.0
2022-12,BARROW,Dry Vegetables,4748.0
2023-01,BARROW,Dry Vegetables,5891.0
2023-02,BARROW,Dry Vegetables,5863.0
2023-03,BARROW,Dry Vegetables,2440.0
2023-04,BARROW,Dry Vegetables,1568.0
2023-05,BARROW,Dry Vegetables,1296.0
2023-06,BARROW,Dry Vegetables,12169.0
2022-07,BARROW,Frozen Food Misc.,67.0
2022-11,BARROW,Frozen Food Misc.,5506.0
2022-12,BARROW,Frozen Food Misc.,63.0
2023-01,BARROW,Frozen Food Misc.,4062.0
2023-02,BARROW,Frozen Food Misc.,2338.0
2023-03,BARROW,Frozen Food Misc.,2121.0
2023-04,BARROW,Frozen Food Misc.,742.0
2023-05,BARROW,Frozen Food Misc.,89.0
2023-06,BARROW,Frozen Food Misc.,954.0
2023-05,BARROW,Frozen Fruits,1584.0
2022-07,BARROW,Frozen Grains,44.0
2022-08,BARROW,Frozen Grains,44.0
2022-08,BARROW,Frozen Prepared Meals,56.0
2023-01,BARROW,Frozen Prepared Meals,91.0
2023-04,BARROW,Frozen Prepared Meals,853.0
2023-05,BARROW,Frozen Prepared Meals,846.0
2023-06,BARROW,Frozen Prepared Meals,180.0
2022-07,BARROW,Frozen Proteins,494.0
2022-08,BARROW,Frozen Proteins,4060.0
2022-09,BARROW,Frozen Proteins,778.0
2022-10,BARROW,Frozen Proteins,2223.0
2022-11,BARROW,Frozen Proteins,1020.0
2022-12,BARROW,Frozen Proteins,3910.0
2023-01,BARROW,Frozen Proteins,1764.0
2023-02,BARROW,Frozen Proteins,1135.0
2023-03,BARROW,Frozen Proteins,6825.0
2023-04,BARROW,Frozen Proteins,1004.0
2023-05,BARROW,Frozen Proteins,3056.0
2023-06,BARROW,Frozen Proteins,6523.0
2022-09,BARROW,Frozen Vegetables,78.0
2022-10,BARROW,Frozen Vegetables,2002.0
2023-03,BARROW,Frozen Vegetables,1170.0
2023-04,BARROW,Frozen Vegetables,980.0
2023-05,BARROW,Frozen Vegetables,126.0
2023-06,BARROW,Frozen Vegetables,120.0
2022-07,CLARKE,Cooled Dairy,24126.0
2022-08,CLARKE,Cooled Dairy,7029.0
2022-09,CLARKE,Cooled Dairy,16224.0
2022-10,CLARKE,Cooled Dairy,17150.0
2022-11,CLARKE,Cooled Dairy,10806.0
2022-12,CLARKE,Cooled Dairy,19386.0
2023-01,CLARKE,Cooled Dairy,736.0
2023-02,CLARKE,Cooled Dairy,960.0
2023-03,CLARKE,Cooled Dairy,325.0
2023-04,CLARKE,Cooled Dairy,12004.0
2023-05,CLARKE,Cooled Dairy,337.0
2023-06,CLARKE,Cooled Dairy,4835.0
2022-07,CLARKE,Cooled Food Misc.,22434.0
2022-08,CLARKE,Cooled Food Misc.,16719.0
2022-09,CLARKE,Cooled Food Misc.,23717.0
2022-10,CLARKE,Cooled Food Misc.,22009.0
2022-11,CLARKE,Cooled Food Misc.,32085.0
2022-12,CLARKE,Cooled Food Misc.,39245.0
2023-01,CLARKE,Cooled Food Misc.,34223.0
2023-02,CLARKE,Cooled Food Misc.,26250.0
2023-03,CLARKE,Cooled Food Misc.,29003.0
2023-04,CLARKE,Cooled Food Misc.,18341.0
2023-05,CLARKE,Cooled Food Misc.,13260.0
2023-06,CLARKE,Cooled Food Misc.,18389.0
2022-07,CLARKE,Cooled Fruits,34238.0
2022-08,CLARKE,Cooled Fruits,22881.0
2022-09,CLARKE,Cooled Fruits,29563.0
2022-10,CLARKE,Cooled Fruits,30906.0
2023-01,CLARKE,Cooled Fruits,8360.0
2023-02,CLARKE,Cooled Fruits,14720.0
2023-03,CLARKE,Cooled Fruits,19742.0
2023-04,CLARKE,Cooled Fruits,36585.0
2023-05,CLARKE,Cooled Fruits,21705.0
2023-06,CLARKE,Cooled Fruits,16101.0
2023-05,CLARKE,Cooled Grains,3158.0
2023-06,CLARKE,Cooled Grains,721.0
2022-07,CLARKE,Cooled Mixed Produce,48020.0
2022-08,CLARKE,Cooled Mixed Produce,58590.0
2022-09,CLARKE,Cooled Mixed Produce,45673.0
2022-10,CLARKE,Cooled Mixed Produce,62831.0
2022-11,CLARKE,Cooled Mixed Produce,31424.0
2022-12,CLARKE,Cooled Mixed Produce,54519.0
2023-01,CLARKE,Cooled Mixed Produce,98027.0
2023-02,CLARKE,Cooled Mixed Produce,32552.0
2023-03,CLARKE,Cooled Mixed Produce,42291.0
2023-04,CLARKE,Cooled Mixed Produce,15824.0
2023-05,CLARKE,Cooled Mixed Produce,35014.0
2023-06,CLARKE,Cooled Mixed Produce,53291.0
2022-08,CLARKE,Cooled Potatoes,8103.0
2022-09,CLARKE,Cooled Potatoes,18315.0
2022-10,CLARKE,Cooled Potatoes,555.0
2022-11,CLARKE,Cooled Potatoes,481.0
2022-12,CLARKE,Cooled Potatoes,15244.0
2023-01,CLARKE,Cooled Potatoes,8769.0
2023-03,CLARKE,Cooled Potatoes,16163.0
2023-04,CLARKE,Cooled Potatoes,11549.0
2023-05,CLARKE,Cooled Potatoes,2701.0
2023-06,CLARKE,Cooled Potatoes,4440.0
2022-08,CLARKE,Cooled Proteins,1048.0
2022-10,CLARKE,Cooled Vegetables,9770.0
2022-11,CLARKE,Cooled Vegetables,18569.0
2022-12,CLARKE,Cooled Vegetables,9221.0
2023-01,CLARKE,Cooled Vegetables,3100.0
2023-03,CLARKE,Cooled Vegetables,3540.0
2022-07,CLARKE,Dry Beverages,20075.0
2022-08,CLARKE,Dry Beverages,33954.0
2022-09,CLARKE,Dry Beverages,37390.0
2022-10,CLARKE,Dry Beverages,16779.0
2022-11,CLARKE,Dry Beverages,24674.0
2022-12,CLARKE,Dry Beverages,27169.5
2023-01,CLARKE,Dry Beverages,31325.0
2023-02,CLARKE,Dry Beverages,25205.0
2023-03,CLARKE,Dry Beverages,9953.0
2023-04,CLARKE,Dry Beverages,30365.0
2023-05,CLARKE,Dry Beverages,28249.0
2023-06,CLARKE,Dry Beverages,36941.0
2022-07,CLARKE,Dry Dairy,2940.0
2022-08,CLARKE,Dry Dairy,1260.0
2023-05,CLARKE,Dry Dairy,639.0
2023-06,CLARKE,Dry Dairy,252.0
2022-07,CLARKE,Dry Food Misc.,16176.0
2022-08,CLARKE,Dry Food Misc.,20184.0
2022-09,CLARKE,Dry Food Misc.,24742.0
2022-10,CLARKE,Dry Food Misc.,30992.0
2022-11,CLARKE,Dry Food Misc.,27199.0
2022-12,CLARKE,Dry Food Misc.,16299.0
2023-01,CLARKE,Dry Food Misc.,25928.0
2023-02,CLARKE,Dry Food Misc.,28377.0
2023-03,CLARKE,Dry Food Misc.,33541.0
2023-04,CLARKE,Dry Food Misc.,28295.0
2023-05,CLARKE,Dry Food Misc.,27735.0
2023-06,CLARKE,Dry Food Misc.,17765.0
2022-07,CLARKE,Dry Fruits,10836.0
2022-08,CLARKE,Dry Fruits,14295.0
2022-09,CLARKE,Dry Fruits,11487.0
2022-10,CLARKE,Dry Fruits,20875.0
2022-11,CLARKE,Dry Fruits,17520.0
2022-12,CLARKE,Dry Fruits,16216.0
2023-01,CLARKE,Dry Fruits,14603.0
2023-02,CLARKE,Dry Fruits,6951.0
2023-03,CLARKE,Dry Fruits,5139.0
2023-04,CLARKE,Dry Fruits,7596.0
2023-05,CLARKE,Dry Fruits,5886.0
2023-06,CLARKE,Dry Fruits,1512.0
2022-07,CLARKE,Dry Grains,24109.0
2022-08,CLARKE,Dry Grains,24869.0
2022-09,CLARKE,Dry Grains,35138.0
2022-10,CLARKE,Dry Grains,26658.0
2022-11,CLARKE,Dry Grains,25481.0
2022-12,CLARKE,Dry Grains,48292.0
2023-01,CLARKE,Dry Grains,29044.0
2023-02,CLARKE,Dry Grains,16126.0
2023-03,CLARKE,Dry Grains,22064.0
2023-04,CLARKE,Dry Grains,28904.0
2023-05,CLARKE,Dry Grains,29659.0
2023-06,CLARKE,Dry Grains,31959.0
2022-07,CLARKE,Dry Non-Food Misc.,4323.0
2022-08,CLARKE,Dry Non-Food Misc.,7071.0
2022-09,CLARKE,Dry Non-Food Misc.,2159.0
2022-10,CLARKE,Dry Non-Food Misc.,2934.0
2022-11,CLARKE,Dry Non-Food Misc.,3626.0
2022-12,CLARKE,Dry Non-Food Misc.,13726.0
2023-01,CLARKE,Dry Non-Food Misc.,15352.0
2023-02,CLARKE,Dry Non-Food Misc.,4789.0
2023-03,CLARKE,Dry Non-Food Misc.,3891.0
2023-04,CLARKE,Dry Non-Food Misc.,4969.0
2023-05,CLARKE,Dry Non-Food Misc.,1941.0
2023-06,CLARKE,Dry Non-Food Misc.,5059.0
2022-08,CLARKE,Dry Other,5760.0
2022-09,CLARKE,Dry Other,2736.0
2022-10,CLARKE,Dry Other,17820.0
2022-11,CLARKE,Dry Other,9348.0
2022-12,CLARKE,Dry Other,16122.0
2023-01,CLARKE,Dry Other,10907.0
2023-02,CLARKE,Dry Other,14121.0
2023-03,CLARKE,Dry Other,15099.0
2023-04,CLARKE,Dry Other,16116.0
2023-05,CLARKE,Dry Other,9780.0
2023-06,CLARKE,Dry Other,12615.0
2022-07,CLARKE,Dry Potatoes,632.0
2023-04,CLARKE,Dry Potatoes,222.0
2023-06,CLARKE,Dry Potatoes,460.0
2022-07,CLARKE,Dry Prepared Meals,4162.0
2022-08,CLARKE,Dry Prepared Meals,11493.0
2022-09,CLARKE,Dry Prepared Meals,7470.0
2022-10,CLARKE,Dry Prepared Meals,10785.0
2022-11,CLARKE,Dry Prepared Meals,5316.0
2022-12,CLARKE,Dry Prepared Meals,4291.0
2023-01,CLARKE,Dry Prepared Meals,1364.0
2023-02,CLARKE,Dry Prepared Meals,2400.0
2023-03,CLARKE,Dry Prepared Meals,8768.0
2023-04,CLARKE,Dry Prepared Meals,996.0
2023-05,CLARKE,Dry Prepared Meals,1095.0
2023-06,CLARKE,Dry Prepared Meals,1462.0
2022-07,CLARKE,Dry Proteins,25645.0
2022-08,CLARKE,Dry Proteins,23997.0
2022-09,CLARKE,Dry Proteins,23211.0
2022-10,CLARKE,Dry Proteins,21019.0
2022-11,CLARKE,Dry Proteins,17425.0
2022-12,CLARKE,Dry Proteins,20024.0
2023-01,CLARKE,Dry Proteins,16570.0
2023-02,CLARKE,Dry Proteins,9338.0
2023-03,CLARKE,Dry Proteins,18117.0
2023-04,CLARKE,Dry Proteins,23854.0
2023-05,CLARKE,Dry Proteins,12458.0
2023-06,CLARKE,Dry Proteins,16242.0
2023-03,CLARKE,Dry Unsorted Salvage,1342.0
2022-07,CLARKE,Dry Vegetables,18236.0
2022-08,CLARKE,Dry Vegetables,22108.0
2022-09,CLARKE,Dry Vegetables,17895.0
2022-10,CLARKE,Dry Vegetables,31699.0
2022-11,CLARKE,Dry Vegetables,25309.0
2022-12,CLARKE,Dry Vegetables,23279.0
2023-01,CLARKE,Dry Vegetables,33516.0
2023-02,CLARKE,Dry Vegetables,27097.0
2023-03,CLARKE,Dry Vegetables,18223.0
2023-04,CLARKE,Dry Vegetables,9242.0
2023-05,CLARKE,Dry Vegetables,9248.0
2023-06,CLARKE,Dry Vegetables,27033.0
2022-07,CLARKE,Frozen Food Misc.,6949.0
2022-08,CLARKE,Frozen Food Misc.,10381.0
2022-09,CLARKE,Frozen Food Misc.,14196.0
2022-10,CLARKE,Frozen Food Misc.,11991.0
2022-11,CLARKE,Frozen Food Misc.,19806.0
2022-12,CLARKE,Frozen Food Misc.,5289.0
2023-01,CLARKE,Frozen Food Misc.,17253.0
2023-02,CLARKE,Frozen Food Misc.,6839.0
2023-03,CLARKE,Frozen Food Misc.,8270.0
2023-04,CLARKE,Frozen Food Misc.,9113.0
2023-05,CLARKE,Frozen Food Misc.,7845.0
2023-06,CLARKE,Frozen Food Misc.,9392.0
2023-05,CLARKE,Frozen Fruits,4152.0
2023-06,CLARKE,Frozen Fruits,1728.0
2022-07,CLARKE,Frozen Grains,143.0
2022-08,CLARKE,Frozen Grains,88.0
2022-09,CLARKE,Frozen Grains,633.0
2023-02,CLARKE,Frozen Grains,30.0
2022-07,CLARKE,Frozen Prepared Meals,372.0
2022-08,CLARKE,Frozen Prepared Meals,518.0
2022-09,CLARKE,Frozen Prepared Meals,370.0
2022-10,CLARKE,Frozen Prepared Meals,374.0
2022-11,CLARKE,Frozen Prepared Meals,480.0
2022-12,CLARKE,Frozen Prepared Meals,1993.0
2023-01,CLARKE,Frozen Prepared Meals,368.0
2023-03,CLARKE,Frozen Prepared Meals,40.0
2023-04,CLARKE,Frozen Prepared Meals,2895.0
2023-05,CLARKE,Frozen Prepared Meals,1836.0
2023-06,CLARKE,Frozen Prepared Meals,612.0
2022-07,CLARKE,Frozen Proteins,42159.0
2022-08,CLARKE,Frozen Proteins,33000.0
2022-09,CLARKE,Frozen Proteins,36464.0
2022-10,CLARKE,Frozen Proteins,16723.0
2022-11,CLARKE,Frozen Proteins,53465.0
2022-12,CLARKE,Frozen Proteins,72362.0
2023-01,CLARKE,Frozen Proteins,56958.0
2023-02,CLARKE,Frozen Proteins,32749.0
