Month,County,Agency Name,Food Type,Storage Method,Fiscal Year,Food Category,Weight
2024-03,MADISON,Madison County MedLink Georgia,Grains,Dry,FY2024,Dry Grains,441.0
2024-03,MADISON,Madison County MedLink Georgia,Prepared Meals,Dry,FY2024,Dry Prepared Meals,85.0
2024-03,MADISON,Madison County MedLink Georgia,Proteins,Dry,FY2024,Dry Proteins,1526.0
2024-03,MADISON,Madison County MedLink Georgia,Vegetables,Dry,FY2024,Dry Vegetables,981.0
2024-03,MADISON,Meadow Baptist Church,Beverages,Dry,FY2024,Dry Beverages,73.0
2024-03,MADISON,Meadow Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,354.0
2024-03,MADISON,Meadow Baptist Church,Grains,Dry,FY2024,Dry Grains,20.0
2024-03,MADISON,Meadow Baptist Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,188.0
2024-03,MADISON,Meadow Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,54.0
2024-03,MADISON,Meadow Baptist Church,Prepared Meals,Dry,FY2024,Dry Prepared Meals,15.0
2024-03,MADISON,Meadow Baptist Church,Prepared Meals,Frozen,FY2024,Frozen Prepared Meals,12.0
2024-03,MADISON,Meadow Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,220.0
2024-03,MADISON,Moons Grove Baptist Church,Fruits,Dry,FY2024,Dry Fruits,81.0
2024-03,MADISON,Moons Grove Baptist Church,Grains,Dry,FY2024,Dry Grains,98.0
2024-03,MADISON,Moons Grove Baptist Church,Proteins,Dry,FY2024,Dry Proteins,150.0
2024-03,MADISON,Moons Grove Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,28.0
2024-03,MADISON,Moons Grove Baptist Church (There's Hope For the Hungry),Potatoes,Dry,FY2024,Dry Potatoes,8262.0
2024-03,MADISON,Moons Grove Baptist Church (There's Hope For the Hungry),Prepared Meals,Dry,FY2024,Dry Prepared Meals,7200.0
2024-03,MADISON,Roger's Baptist Church,Beverages,Dry,FY2024,Dry Beverages,192.0
2024-03,MADISON,Roger's Baptist Church,Dairy,Cooled,FY2024,Cooled Dairy,156.0
2024-03,MADISON,Roger's Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,66.0
2024-03,MADISON,Roger's Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,258.0
2024-03,MADISON,Roger's Baptist Church,Fruits,Frozen,FY2024,Frozen Fruits,84.0
2024-03,MADISON,Roger's Baptist Church,Grains,Dry,FY2024,Dry Grains,17.0
2024-03,MADISON,Roger's Baptist Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,375.0
2024-03,MADISON,Roger's Baptist Church,Proteins,Dry,FY2024,Dry Proteins,12.0
2024-03,MADISON,Roger's Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,516.0
2024-03,MADISON,Roger's Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,660.0
2024-03,MADISON,Tabors Chapel CME Church,Beverages,Dry,FY2024,Dry Beverages,846.0
2024-03,MADISON,Tabors Chapel CME Church,Dairy,Dry,FY2024,Dry Dairy,189.0
2024-03,MADISON,Tabors Chapel CME Church,Food Misc.,Dry,FY2024,Dry Food Misc.,628.0
2024-03,MADISON,Tabors Chapel CME Church,Grains,Dry,FY2024,Dry Grains,282.0
2024-03,MADISON,Tabors Chapel CME Church,Mixed Produce,Dry,FY2024,Dry Mixed Produce,302.0
2024-03,MADISON,Tabors Chapel CME Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,22.0
2024-03,MADISON,Tabors Chapel CME Church,Prepared Meals,Frozen,FY2024,Frozen Prepared Meals,12.0
2024-03,MADISON,Tabors Chapel CME Church,Proteins,Dry,FY2024,Dry Proteins,86.0
2024-03,MADISON,Tabors Chapel CME Church,Proteins,Frozen,FY2024,Frozen Proteins,243.0
2024-03,MADISON,Waggoners Grove Baptist Church,Beverages,Cooled,FY2024,Cooled Beverages,340.0
2024-03,MADISON,Waggoners Grove Baptist Church,Beverages,Dry,FY2024,Dry Beverages,1817.0
2024-03,MADISON,Waggoners Grove Baptist Church,Beverages,Frozen,FY2024,Frozen Beverages,6.0
2024-03,MADISON,Waggoners Grove Baptist Church,Dairy,Cooled,FY2024,Cooled Dairy,156.0
2024-03,MADISON,Waggoners Grove Baptist Church,Food Misc.,Cooled,FY2024,Cooled Food Misc.,57.0
2024-03,MADISON,Waggoners Grove Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,294.0
2024-03,MADISON,Waggoners Grove Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,278.0
2024-03,MADISON,Waggoners Grove Baptist Church,Fruits,Frozen,FY2024,Frozen Fruits,56.0
2024-03,MADISON,Waggoners Grove Baptist Church,Grains,Dry,FY2024,Dry Grains,243.0
2024-03,MADISON,Waggoners Grove Baptist Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,84.0
2024-03,MADISON,Waggoners Grove Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,34.0
2024-03,MADISON,Waggoners Grove Baptist Church,Proteins,Dry,FY2024,Dry Proteins,100.0
2024-03,MADISON,Waggoners Grove Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,678.0
2024-03,MADISON,Waggoners Grove Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,415.0
2024-03,OCONEE,F2K Oconee County,Beverages,Dry,FY2024,Dry Beverages,580.0
2024-03,OCONEE,F2K Oconee County,Beverages,Frozen,FY2024,Frozen Beverages,30.0
2024-03,OCONEE,F2K Oconee County,Food Misc.,Dry,FY2024,Dry Food Misc.,43.0
2024-03,OCONEE,F2K Oconee County,Fruits,Cooled,FY2024,Cooled Fruits,102.0
2024-03,OCONEE,F2K Oconee County,Grains,Dry,FY2024,Dry Grains,40.0
2024-03,OCONEE,F2K Oconee County,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,1270.0
2024-03,OCONEE,F2K Oconee County,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,18.0
2024-03,OCONEE,F2K Oconee County,Potatoes,Cooled,FY2024,Cooled Potatoes,100.0
2024-03,OCONEE,F2K Oconee County,Prepared Meals,Dry,FY2024,Dry Prepared Meals,10.0
2024-03,OCONEE,F2K Oconee County,Proteins,Dry,FY2024,Dry Proteins,12.0
2024-03,OCONEE,F2K Oconee County,Unsorted Salvage,Dry,FY2024,Dry Unsorted Salvage,1251.0
2024-03,OCONEE,F2K Oconee County,Vegetables,Cooled,FY2024,Cooled Vegetables,240.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Dairy,Cooled,FY2024,Cooled Dairy,1066.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Fruits,Cooled,FY2024,Cooled Fruits,2506.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Fruits,Frozen,FY2024,Frozen Fruits,1524.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Proteins,Dry,FY2024,Dry Proteins,2863.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Proteins,Frozen,FY2024,Frozen Proteins,1394.0
2024-03,OCONEE,"Grace Fellowship Church, INC",Vegetables,Dry,FY2024,Dry Vegetables,1066.0
2024-03,OCONEE,Living Word Baptist Church,Dairy,Cooled,FY2024,Cooled Dairy,2210.0
2024-03,OCONEE,Living Word Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,1920.0
2024-03,OCONEE,Living Word Baptist Church,Fruits,Dry,FY2024,Dry Fruits,650.0
2024-03,OCONEE,Living Word Baptist Church,Grains,Dry,FY2024,Dry Grains,1225.0
2024-03,OCONEE,Living Word Baptist Church,Proteins,Dry,FY2024,Dry Proteins,1563.0
2024-03,OCONEE,Living Word Baptist Church,Vegetables,Cooled,FY2024,Cooled Vegetables,2823.0
2024-03,OCONEE,Living Word Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,1416.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Beverages,Dry,FY2024,Dry Beverages,507.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Beverages,Frozen,FY2024,Frozen Beverages,30.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,66.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Fruits,Cooled,FY2024,Cooled Fruits,299.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Fruits,Dry,FY2024,Dry Fruits,119.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Fruits,Frozen,FY2024,Frozen Fruits,64.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Potatoes,Cooled,FY2024,Cooled Potatoes,318.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Prepared Meals,Dry,FY2024,Dry Prepared Meals,30.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Proteins,Dry,FY2024,Dry Proteins,30.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Proteins,Frozen,FY2024,Frozen Proteins,387.0
2024-03,OGLETHORPE,Burt's United Methodist Church,Vegetables,Cooled,FY2024,Cooled Vegetables,728.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Beverages,Dry,FY2024,Dry Beverages,1880.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Food Misc.,Cooled,FY2024,Cooled Food Misc.,285.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Food Misc.,Dry,FY2024,Dry Food Misc.,66.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Fruits,Cooled,FY2024,Cooled Fruits,344.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Fruits,Dry,FY2024,Dry Fruits,243.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Grains,Dry,FY2024,Dry Grains,240.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Potatoes,Cooled,FY2024,Cooled Potatoes,300.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Prepared Meals,Dry,FY2024,Dry Prepared Meals,187.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Proteins,Dry,FY2024,Dry Proteins,536.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Proteins,Frozen,FY2024,Frozen Proteins,810.0
2024-03,OGLETHORPE,Food 2 Kids Oglethorpe County,Vegetables,Cooled,FY2024,Cooled Vegetables,312.0
2024-03,OGLETHORPE,Lexington Baptist Church,Beverages,Dry,FY2024,Dry Beverages,361.0
2024-03,OGLETHORPE,Lexington Baptist Church,Dairy,Cooled,FY2024,Cooled Dairy,1520.0
2024-03,OGLETHORPE,Lexington Baptist Church,Food Misc.,Cooled,FY2024,Cooled Food Misc.,889.0
2024-03,OGLETHORPE,Lexington Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,555.0
2024-03,OGLETHORPE,Lexington Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,135.0
2024-03,OGLETHORPE,Lexington Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,2102.0
2024-03,OGLETHORPE,Lexington Baptist Church,Fruits,Dry,FY2024,Dry Fruits,641.0
2024-03,OGLETHORPE,Lexington Baptist Church,Fruits,Frozen,FY2024,Frozen Fruits,186.0
2024-03,OGLETHORPE,Lexington Baptist Church,Grains,Dry,FY2024,Dry Grains,1845.0
2024-03,OGLETHORPE,Lexington Baptist Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,186.0
2024-03,OGLETHORPE,Lexington Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,52.0
2024-03,OGLETHORPE,Lexington Baptist Church,Potatoes,Cooled,FY2024,Cooled Potatoes,1400.0
2024-03,OGLETHORPE,Lexington Baptist Church,Prepared Meals,Frozen,FY2024,Frozen Prepared Meals,12.0
2024-03,OGLETHORPE,Lexington Baptist Church,Proteins,Dry,FY2024,Dry Proteins,1588.0
2024-03,OGLETHORPE,Lexington Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,1868.0
2024-03,OGLETHORPE,Lexington Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,1120.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Beverages,Cooled,FY2024,Cooled Beverages,272.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Beverages,Dry,FY2024,Dry Beverages,624.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Beverages,Frozen,FY2024,Frozen Beverages,36.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Dairy,Dry,FY2024,Dry Dairy,125.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Food Misc.,Cooled,FY2024,Cooled Food Misc.,20.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Food Misc.,Dry,FY2024,Dry Food Misc.,1158.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Grains,Dry,FY2024,Dry Grains,254.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,568.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,14.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Potatoes,Cooled,FY2024,Cooled Potatoes,828.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Proteins,Dry,FY2024,Dry Proteins,30.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Proteins,Frozen,FY2024,Frozen Proteins,729.0
2024-03,OGLETHORPE,Oconee Baptist Church ,Vegetables,Cooled,FY2024,Cooled Vegetables,868.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Beverages,Cooled,FY2024,Cooled Beverages,170.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Dairy,Dry,FY2024,Dry Dairy,111.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Food Misc.,Dry,FY2024,Dry Food Misc.,236.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Fruits,Cooled,FY2024,Cooled Fruits,292.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Fruits,Dry,FY2024,Dry Fruits,25.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Grains,Dry,FY2024,Dry Grains,7.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Mixed Produce,Dry,FY2024,Dry Mixed Produce,401.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Proteins,Dry,FY2024,Dry Proteins,26.0
2024-03,OGLETHORPE,Oglethorpe County Senior Center,Proteins,Frozen,FY2024,Frozen Proteins,172.0
2024-03,OGLETHORPE,SWAG Ministries,Beverages,Dry,FY2024,Dry Beverages,224.0
2024-03,OGLETHORPE,SWAG Ministries,Food Misc.,Cooled,FY2024,Cooled Food Misc.,46.0
2024-03,OGLETHORPE,SWAG Ministries,Food Misc.,Dry,FY2024,Dry Food Misc.,315.0
2024-03,OGLETHORPE,SWAG Ministries,Grains,Dry,FY2024,Dry Grains,136.0
2024-03,OGLETHORPE,SWAG Ministries,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,91.0
2024-03,OGLETHORPE,SWAG Ministries,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,93.0
2024-03,OGLETHORPE,SWAG Ministries,Proteins,Dry,FY2024,Dry Proteins,34.0
2024-03,OGLETHORPE,SWAG Ministries,Proteins,Frozen,FY2024,Frozen Proteins,84.0
2024-03,OGLETHORPE,SWAG Ministries,Vegetables,Dry,FY2024,Dry Vegetables,88.0
2024-03,OGLETHORPE,Thankful Baptist Church,Beverages,Dry,FY2024,Dry Beverages,206.0
2024-03,OGLETHORPE,Thankful Baptist Church,Dairy,Dry,FY2024,Dry Dairy,1071.0
2024-03,OGLETHORPE,Thankful Baptist Church,Food Misc.,Cooled,FY2024,Cooled Food Misc.,38.0
2024-03,OGLETHORPE,Thankful Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,409.0
2024-03,OGLETHORPE,Thankful Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,13.0
2024-03,OGLETHORPE,Thankful Baptist Church,Grains,Dry,FY2024,Dry Grains,66.0
2024-03,OGLETHORPE,Thankful Baptist Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,93.0
2024-03,OGLETHORPE,Thankful Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,26.0
2024-03,OGLETHORPE,Thankful Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,471.0
2024-03,RABUN,Fight Abuse in the Home (FAITH),Dairy,Dry,FY2024,Dry Dairy,76.0
2024-03,RABUN,Fight Abuse in the Home (FAITH),Food Misc.,Dry,FY2024,Dry Food Misc.,428.0
2024-03,RABUN,Fight Abuse in the Home (FAITH),Food Misc.,Frozen,FY2024,Frozen Food Misc.,12.0
2024-03,RABUN,Fight Abuse in the Home (FAITH),Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,49.0
2024-03,RABUN,Fight Abuse in the Home (FAITH),Proteins,Dry,FY2024,Dry Proteins,10.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Dairy,Cooled,FY2024,Cooled Dairy,5646.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Food Misc.,Dry,FY2024,Dry Food Misc.,1399.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Fruits,Cooled,FY2024,Cooled Fruits,4116.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Fruits,Dry,FY2024,Dry Fruits,221.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Grains,Dry,FY2024,Dry Grains,1894.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,653.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,10.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Potatoes,Cooled,FY2024,Cooled Potatoes,2100.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Prepared Meals,Dry,FY2024,Dry Prepared Meals,640.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Proteins,Dry,FY2024,Dry Proteins,1690.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Proteins,Frozen,FY2024,Frozen Proteins,4552.0
2024-03,RABUN,Food Bank of Northeast Georgia Rabun,Vegetables,Dry,FY2024,Dry Vegetables,3028.0
2024-03,RABUN,Freedom Ministries Lighthouse,Beverages,Dry,FY2024,Dry Beverages,150.0
2024-03,RABUN,Freedom Ministries Lighthouse,Food Misc.,Dry,FY2024,Dry Food Misc.,554.0
2024-03,RABUN,Freedom Ministries Lighthouse,Food Misc.,Frozen,FY2024,Frozen Food Misc.,203.0
2024-03,RABUN,Freedom Ministries Lighthouse,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,156.0
2024-03,RABUN,Mountain Grove Baptist Church,Beverages,Dry,FY2024,Dry Beverages,2.0
2024-03,RABUN,Mountain Grove Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,216.0
2024-03,RABUN,Mountain Grove Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,165.0
2024-03,RABUN,Mountain Grove Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,14.0
2024-03,RABUN,Persimmon Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,472.0
2024-03,RABUN,Persimmon Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,98.0
2024-03,RABUN,Persimmon Baptist Church,Grains,Dry,FY2024,Dry Grains,14.0
2024-03,RABUN,Persimmon Baptist Church,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,25.0
2024-03,RABUN,Rabun Christian Food Ministry,Dairy,Cooled,FY2024,Cooled Dairy,288.0
2024-03,RABUN,Rabun Christian Food Ministry,Fruits,Cooled,FY2024,Cooled Fruits,210.0
2024-03,RABUN,Rabun Christian Food Ministry,Grains,Dry,FY2024,Dry Grains,294.0
2024-03,RABUN,Rabun Christian Food Ministry,Proteins,Dry,FY2024,Dry Proteins,480.0
2024-03,RABUN,Rabun Christian Food Ministry,Proteins,Frozen,FY2024,Frozen Proteins,567.0
2024-03,RABUN,Rabun Christian Food Ministry,Vegetables,Dry,FY2024,Dry Vegetables,504.0
2024-03,RABUN,Rabun County Family Connection,Vegetables,Dry,FY2024,Dry Vegetables,324.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Beverages,Dry,FY2024,Dry Beverages,2280.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Dairy,Cooled,FY2024,Cooled Dairy,4464.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,3995.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Fruits,Cooled,FY2024,Cooled Fruits,5298.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Fruits,Dry,FY2024,Dry Fruits,4958.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Grains,Dry,FY2024,Dry Grains,15754.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,18000.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Potatoes,Cooled,FY2024,Cooled Potatoes,4100.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Proteins,Dry,FY2024,Dry Proteins,8349.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Proteins,Frozen,FY2024,Frozen Proteins,3081.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Vegetables,Cooled,FY2024,Cooled Vegetables,2100.0
2024-03,RABUN,Rabun Gap Presbyterian Church,Vegetables,Dry,FY2024,Dry Vegetables,7514.0
2024-03,RABUN,Sharing and Caring - Clayton,Beverages,Dry,FY2024,Dry Beverages,77.0
2024-03,RABUN,Sharing and Caring - Clayton,Food Misc.,Dry,FY2024,Dry Food Misc.,355.0
2024-03,RABUN,Sharing and Caring - Clayton,Food Misc.,Frozen,FY2024,Frozen Food Misc.,121.0
2024-03,RABUN,Sharing and Caring - Clayton,Fruits,Dry,FY2024,Dry Fruits,77.0
2024-03,RABUN,Sharing and Caring - Clayton,Grains,Dry,FY2024,Dry Grains,56.0
2024-03,RABUN,Sharing and Caring - Clayton,Mixed Produce,Cooled,FY2024,Cooled Mixed Produce,39.0
2024-03,RABUN,Sharing and Caring - Clayton,Proteins,Dry,FY2024,Dry Proteins,39.0
2024-03,RABUN,Sharing and Caring - Clayton,Vegetables,Dry,FY2024,Dry Vegetables,28.0
2024-03,STEPHENS,Boys and Girls Club Toccoa,Beverages,Dry,FY2024,Dry Beverages,79.0
2024-03,STEPHENS,Boys and Girls Club Toccoa,Food Misc.,Dry,FY2024,Dry Food Misc.,25.0
2024-03,STEPHENS,Boys and Girls Club Toccoa,Food Misc.,Frozen,FY2024,Frozen Food Misc.,13.0
2024-03,STEPHENS,Camp Toccoa (Camp Fire GA),Food Misc.,Dry,FY2024,Dry Food Misc.,100.0
2024-03,STEPHENS,Camp Toccoa (Camp Fire GA),Food Misc.,Frozen,FY2024,Frozen Food Misc.,2.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Dairy,Dry,FY2024,Dry Dairy,162.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Food Misc.,Dry,FY2024,Dry Food Misc.,351.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Grains,Dry,FY2024,Dry Grains,13.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Mixed Produce,Dry,FY2024,Dry Mixed Produce,320.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,85.0
2024-03,STEPHENS,Circle of Hope Transitional Housing,Proteins,Dry,FY2024,Dry Proteins,5.0
2024-03,STEPHENS,Full Gospel Baptist Church,Beverages,Dry,FY2024,Dry Beverages,308.0
2024-03,STEPHENS,Full Gospel Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,170.0
2024-03,STEPHENS,Full Gospel Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,108.0
2024-03,STEPHENS,Full Gospel Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,123.0
2024-03,STEPHENS,Hill Street Baptist Church,Food Misc.,Dry,FY2024,Dry Food Misc.,268.0
2024-03,STEPHENS,Hill Street Baptist Church,Food Misc.,Frozen,FY2024,Frozen Food Misc.,96.0
2024-03,STEPHENS,Hill Street Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,126.0
2024-03,STEPHENS,Martin Baptist Church,Beverages,Dry,FY2024,Dry Beverages,722.0
2024-03,STEPHENS,Martin Baptist Church,Dairy,Cooled,FY2024,Cooled Dairy,624.0
2024-03,STEPHENS,Martin Baptist Church,Fruits,Cooled,FY2024,Cooled Fruits,2268.0
2024-03,STEPHENS,Martin Baptist Church,Fruits,Dry,FY2024,Dry Fruits,221.0
2024-03,STEPHENS,Martin Baptist Church,Grains,Dry,FY2024,Dry Grains,637.0
2024-03,STEPHENS,Martin Baptist Church,Proteins,Dry,FY2024,Dry Proteins,1014.0
2024-03,STEPHENS,Martin Baptist Church,Proteins,Frozen,FY2024,Frozen Proteins,1600.0
2024-03,STEPHENS,Martin Baptist Church,Vegetables,Dry,FY2024,Dry Vegetables,1066.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Beverages,Cooled,FY2024,Cooled Beverages,68.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Beverages,Dry,FY2024,Dry Beverages,693.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Dairy,Dry,FY2024,Dry Dairy,214.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Food Misc.,Cooled,FY2024,Cooled Food Misc.,45.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Food Misc.,Dry,FY2024,Dry Food Misc.,1310.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Grains,Dry,FY2024,Dry Grains,46.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,107.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Prepared Meals,Dry,FY2024,Dry Prepared Meals,10.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Proteins,Dry,FY2024,Dry Proteins,46.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Proteins,Frozen,FY2024,Frozen Proteins,284.0
2024-03,STEPHENS,Miracles Happen Recovery Residence INC,Vegetables,Dry,FY2024,Dry Vegetables,54.0
2024-03,STEPHENS,Neighbors 4 Neighbors,Vegetables,Dry,FY2024,Dry Vegetables,2183.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Dairy,Dry,FY2024,Dry Dairy,13.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Food Misc.,Dry,FY2024,Dry Food Misc.,78.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Food Misc.,Frozen,FY2024,Frozen Food Misc.,120.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Grains,Dry,FY2024,Dry Grains,49.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Non-Food Misc.,Dry,FY2024,Dry Non-Food Misc.,7.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Proteins,Dry,FY2024,Dry Proteins,50.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Proteins,Frozen,FY2024,Frozen Proteins,82.0
2024-03,STEPHENS,New Hope Baptist Church Toccoa,Vegetables,Dry,FY2024,Dry Vegetables,108.0
2024-03,STEPHENS,Paradise Mountain Ministries,Beverages,Dry,FY2024,Dry Beverages,22.0
