Month,County,Agency Name,Food Type,Storage Method,Fiscal Year,Food Category,Weight
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,456.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Dairy,Dry,FY2023,Dry Dairy,40.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,326.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Grains,Dry,FY2023,Dry Grains,208.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,18.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Prepared Meals,Dry,FY2023,Dry Prepared Meals,170.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,854.0
2022-07,BANKS,Banks: Homer UMC Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,270.0
2022-07,BANKS,Damascus Baptist Church,Beverages,Dry,FY2023,Dry Beverages,76.0
2022-07,BANKS,Damascus Baptist Church,Dairy,Cooled,FY2023,Cooled Dairy,104.0
2022-07,BANKS,Damascus Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,23.0
2022-07,BANKS,Damascus Baptist Church,Fruits,Cooled,FY2023,Cooled Fruits,95.0
2022-07,BANKS,Damascus Baptist Church,Fruits,Dry,FY2023,Dry Fruits,50.0
2022-07,BANKS,Damascus Baptist Church,Potatoes,Dry,FY2023,Dry Potatoes,27.0
2022-07,BANKS,Damascus Baptist Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,42.0
2022-07,BANKS,Damascus Baptist Church,Proteins,Dry,FY2023,Dry Proteins,111.0
2022-07,BANKS,Damascus Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,72.0
2022-07,BANKS,Damascus Baptist Church,Vegetables,Dry,FY2023,Dry Vegetables,107.0
2022-07,BANKS,"Get Real Ministries, Inc.",Beverages,Dry,FY2023,Dry Beverages,2000.0
2022-07,BANKS,"Get Real Ministries, Inc.",Dairy,Cooled,FY2023,Cooled Dairy,195.0
2022-07,BANKS,"Get Real Ministries, Inc.",Dairy,Dry,FY2023,Dry Dairy,260.0
2022-07,BANKS,"Get Real Ministries, Inc.",Food Misc.,Dry,FY2023,Dry Food Misc.,1000.0
2022-07,BANKS,"Get Real Ministries, Inc.",Fruits,Dry,FY2023,Dry Fruits,351.0
2022-07,BANKS,"Get Real Ministries, Inc.",Grains,Dry,FY2023,Dry Grains,661.0
2022-07,BANKS,"Get Real Ministries, Inc.",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,2000.0
2022-07,BANKS,"Get Real Ministries, Inc.",Proteins,Dry,FY2023,Dry Proteins,1118.0
2022-07,BANKS,"Get Real Ministries, Inc.",Vegetables,Dry,FY2023,Dry Vegetables,351.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Beverages,Dry,FY2023,Dry Beverages,17.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Food Misc.,Dry,FY2023,Dry Food Misc.,1158.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Grains,Dry,FY2023,Dry Grains,79.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,30.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,664.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Proteins,Dry,FY2023,Dry Proteins,438.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Proteins,Frozen,FY2023,Frozen Proteins,576.0
2022-07,BANKS,"Homer Methodist Church, Inc.",Vegetables,Dry,FY2023,Dry Vegetables,324.0
2022-07,BANKS,New Life Fellowship,Beverages,Dry,FY2023,Dry Beverages,32.0
2022-07,BANKS,New Life Fellowship,Food Misc.,Dry,FY2023,Dry Food Misc.,870.0
2022-07,BANKS,New Life Fellowship,Grains,Dry,FY2023,Dry Grains,83.0
2022-07,BANKS,New Life Fellowship,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,321.0
2022-07,BANKS,New Life Fellowship,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,80.0
2022-07,BANKS,New Life Fellowship,Proteins,Frozen,FY2023,Frozen Proteins,94.0
2022-07,BARROW,Auburn First Baptist Church,Beverages,Dry,FY2023,Dry Beverages,139.0
2022-07,BARROW,Auburn First Baptist Church,Food Misc.,Dry,FY2023,Dry Food Misc.,405.0
2022-07,BARROW,Auburn First Baptist Church,Grains,Dry,FY2023,Dry Grains,91.0
2022-07,BARROW,Auburn First Baptist Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,2157.0
2022-07,BARROW,Auburn First Baptist Church,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,20.0
2022-07,BARROW,Auburn First Baptist Church,Proteins,Frozen,FY2023,Frozen Proteins,302.0
2022-07,BARROW,Barrow County Food Pantry,Dairy,Dry,FY2023,Dry Dairy,1200.0
2022-07,BARROW,Barrow County Food Pantry,Food Misc.,Dry,FY2023,Dry Food Misc.,900.0
2022-07,BARROW,Barrow County Food Pantry,Fruits,Cooled,FY2023,Cooled Fruits,8060.0
2022-07,BARROW,Barrow County Food Pantry,Fruits,Dry,FY2023,Dry Fruits,1300.0
2022-07,BARROW,Barrow County Food Pantry,Grains,Dry,FY2023,Dry Grains,1842.0
2022-07,BARROW,Barrow County Food Pantry,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,3672.0
2022-07,BARROW,Barrow County Food Pantry,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,650.0
2022-07,BARROW,Barrow County Food Pantry,Prepared Meals,Dry,FY2023,Dry Prepared Meals,1440.0
2022-07,BARROW,Barrow County Food Pantry,Proteins,Dry,FY2023,Dry Proteins,4648.0
2022-07,BARROW,Barrow County Food Pantry,Vegetables,Dry,FY2023,Dry Vegetables,5589.0
2022-07,BARROW,Barrow: STYGE Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,228.0
2022-07,BARROW,Barrow: STYGE Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,158.0
2022-07,BARROW,Barrow: STYGE Senior Staples Program,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,36.0
2022-07,BARROW,Barrow: STYGE Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,500.0
2022-07,BARROW,Barrow: STYGE Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,216.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,76.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Food Misc.,Dry,FY2023,Dry Food Misc.,3.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,52.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,9.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,120.0
2022-07,BARROW,Barrow: Winder Freelife Church Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,54.0
2022-07,BARROW,Christ The King Ghana Methodist,Beverages,Dry,FY2023,Dry Beverages,400.0
2022-07,BARROW,Christ The King Ghana Methodist,Food Misc.,Dry,FY2023,Dry Food Misc.,610.0
2022-07,BARROW,Christ The King Ghana Methodist,Grains,Dry,FY2023,Dry Grains,18.0
2022-07,BARROW,Christ The King Ghana Methodist,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,361.0
2022-07,BARROW,Christ The King Ghana Methodist,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,82.0
2022-07,BARROW,Crossview Church Food Pantry,Food Misc.,Dry,FY2023,Dry Food Misc.,209.0
2022-07,BARROW,Crossview Church Food Pantry,Proteins,Frozen,FY2023,Frozen Proteins,30.0
2022-07,BARROW,Project Adam Community Asst Ct,Food Misc.,Dry,FY2023,Dry Food Misc.,70.0
2022-07,BARROW,Project Adam Community Asst Ct,Grains,Dry,FY2023,Dry Grains,20.0
2022-07,BARROW,Project Adam Community Asst Ct,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,65.0
2022-07,BARROW,River Hills Church,Beverages,Dry,FY2023,Dry Beverages,1520.0
2022-07,BARROW,River Hills Church,Dairy,Cooled,FY2023,Cooled Dairy,2149.0
2022-07,BARROW,River Hills Church,Dairy,Dry,FY2023,Dry Dairy,260.0
2022-07,BARROW,River Hills Church,Food Misc.,Dry,FY2023,Dry Food Misc.,550.0
2022-07,BARROW,River Hills Church,Fruits,Cooled,FY2023,Cooled Fruits,6060.0
2022-07,BARROW,River Hills Church,Fruits,Dry,FY2023,Dry Fruits,1378.0
2022-07,BARROW,River Hills Church,Grains,Dry,FY2023,Dry Grains,1914.0
2022-07,BARROW,River Hills Church,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,1841.0
2022-07,BARROW,River Hills Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,338.0
2022-07,BARROW,River Hills Church,Proteins,Dry,FY2023,Dry Proteins,2629.0
2022-07,BARROW,River Hills Church,Vegetables,Dry,FY2023,Dry Vegetables,2706.0
2022-07,BARROW,Winder Church of God of Prophecy,Beverages,Dry,FY2023,Dry Beverages,202.0
2022-07,BARROW,Winder Church of God of Prophecy,Dairy,Cooled,FY2023,Cooled Dairy,108.0
2022-07,BARROW,Winder Church of God of Prophecy,Food Misc.,Dry,FY2023,Dry Food Misc.,83.0
2022-07,BARROW,Winder Church of God of Prophecy,Food Misc.,Frozen,FY2023,Frozen Food Misc.,67.0
2022-07,BARROW,Winder Church of God of Prophecy,Grains,Dry,FY2023,Dry Grains,166.0
2022-07,BARROW,Winder Church of God of Prophecy,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,124.0
2022-07,BARROW,Winder Church of God of Prophecy,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,15.0
2022-07,BARROW,Winder Church of God of Prophecy,Proteins,Frozen,FY2023,Frozen Proteins,106.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Food Misc.,Dry,FY2023,Dry Food Misc.,137.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Fruits,Cooled,FY2023,Cooled Fruits,120.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Grains,Dry,FY2023,Dry Grains,89.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Grains,Frozen,FY2023,Frozen Grains,44.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,173.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,25.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Prepared Meals,Dry,FY2023,Dry Prepared Meals,104.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Proteins,Dry,FY2023,Dry Proteins,207.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Proteins,Frozen,FY2023,Frozen Proteins,56.0
2022-07,BARROW,YMCA of GA's Piedmont- Barrow County,Vegetables,Dry,FY2023,Dry Vegetables,81.0
2022-07,CLARKE,AIDS Athens (Live Forward),Beverages,Dry,FY2023,Dry Beverages,111.0
2022-07,CLARKE,AIDS Athens (Live Forward),Food Misc.,Dry,FY2023,Dry Food Misc.,20.0
2022-07,CLARKE,AIDS Athens (Live Forward),Fruits,Dry,FY2023,Dry Fruits,38.0
2022-07,CLARKE,AIDS Athens (Live Forward),Grains,Dry,FY2023,Dry Grains,80.0
2022-07,CLARKE,AIDS Athens (Live Forward),Grains,Frozen,FY2023,Frozen Grains,11.0
2022-07,CLARKE,AIDS Athens (Live Forward),Prepared Meals,Dry,FY2023,Dry Prepared Meals,85.0
2022-07,CLARKE,AIDS Athens (Live Forward),Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,28.0
2022-07,CLARKE,AIDS Athens (Live Forward),Proteins,Dry,FY2023,Dry Proteins,81.0
2022-07,CLARKE,AIDS Athens (Live Forward),Vegetables,Frozen,FY2023,Frozen Vegetables,26.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Beverages,Dry,FY2023,Dry Beverages,645.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Dairy,Cooled,FY2023,Cooled Dairy,88.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Food Misc.,Dry,FY2023,Dry Food Misc.,496.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Grains,Dry,FY2023,Dry Grains,68.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,65.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,117.0
2022-07,CLARKE,Acceptance Recovery Center Inc.,Proteins,Frozen,FY2023,Frozen Proteins,282.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Beverages,Dry,FY2023,Dry Beverages,321.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Dairy,Cooled,FY2023,Cooled Dairy,38.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Food Misc.,Dry,FY2023,Dry Food Misc.,107.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Fruits,Cooled,FY2023,Cooled Fruits,38.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Grains,Dry,FY2023,Dry Grains,25.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Grains,Frozen,FY2023,Frozen Grains,11.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,17.0
2022-07,CLARKE,Athena Athletic F.K.A Gladiator Football Foundation,Proteins,Frozen,FY2023,Frozen Proteins,17.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Beverages,Dry,FY2023,Dry Beverages,91.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Food Misc.,Dry,FY2023,Dry Food Misc.,561.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Fruits,Cooled,FY2023,Cooled Fruits,339.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Grains,Dry,FY2023,Dry Grains,19.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Grains,Frozen,FY2023,Frozen Grains,11.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,274.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,141.0
2022-07,CLARKE,Athens Area Asa Philip Randolph Institute,Proteins,Frozen,FY2023,Frozen Proteins,287.0
2022-07,CLARKE,Athens Community Council on Aging,Beverages,Dry,FY2023,Dry Beverages,266.0
2022-07,CLARKE,Athens Community Council on Aging,Dairy,Cooled,FY2023,Cooled Dairy,52.0
2022-07,CLARKE,Athens Community Council on Aging,Food Misc.,Dry,FY2023,Dry Food Misc.,84.0
2022-07,CLARKE,Athens Community Council on Aging,Fruits,Cooled,FY2023,Cooled Fruits,150.0
2022-07,CLARKE,Athens Community Council on Aging,Fruits,Dry,FY2023,Dry Fruits,126.0
2022-07,CLARKE,Athens Community Council on Aging,Grains,Dry,FY2023,Dry Grains,75.0
2022-07,CLARKE,Athens Community Council on Aging,Prepared Meals,Dry,FY2023,Dry Prepared Meals,147.0
2022-07,CLARKE,Athens Community Council on Aging,Proteins,Dry,FY2023,Dry Proteins,277.0
2022-07,CLARKE,Athens Community Council on Aging,Vegetables,Dry,FY2023,Dry Vegetables,243.0
2022-07,CLARKE,Athens Emergency Food Bank,Food Misc.,Dry,FY2023,Dry Food Misc.,24.0
2022-07,CLARKE,Athens Emergency Food Bank,Proteins,Frozen,FY2023,Frozen Proteins,508.0
2022-07,CLARKE,Catholic Center at UGA,Food Misc.,Dry,FY2023,Dry Food Misc.,200.0
2022-07,CLARKE,Catholic Center at UGA,Grains,Dry,FY2023,Dry Grains,4.0
2022-07,CLARKE,Catholic Center at UGA,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,54.0
2022-07,CLARKE,Catholic Center at UGA,Proteins,Frozen,FY2023,Frozen Proteins,109.0
2022-07,CLARKE,"City of Refuge Athens, INC",Beverages,Dry,FY2023,Dry Beverages,1520.0
2022-07,CLARKE,"City of Refuge Athens, INC",Dairy,Cooled,FY2023,Cooled Dairy,1824.0
2022-07,CLARKE,"City of Refuge Athens, INC",Dairy,Dry,FY2023,Dry Dairy,540.0
2022-07,CLARKE,"City of Refuge Athens, INC",Food Misc.,Dry,FY2023,Dry Food Misc.,1817.0
2022-07,CLARKE,"City of Refuge Athens, INC",Fruits,Cooled,FY2023,Cooled Fruits,1710.0
2022-07,CLARKE,"City of Refuge Athens, INC",Fruits,Dry,FY2023,Dry Fruits,2810.0
2022-07,CLARKE,"City of Refuge Athens, INC",Grains,Dry,FY2023,Dry Grains,2104.0
2022-07,CLARKE,"City of Refuge Athens, INC",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,584.0
2022-07,CLARKE,"City of Refuge Athens, INC",Potatoes,Dry,FY2023,Dry Potatoes,472.0
2022-07,CLARKE,"City of Refuge Athens, INC",Prepared Meals,Dry,FY2023,Dry Prepared Meals,1437.0
2022-07,CLARKE,"City of Refuge Athens, INC",Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,180.0
2022-07,CLARKE,"City of Refuge Athens, INC",Proteins,Dry,FY2023,Dry Proteins,5349.0
2022-07,CLARKE,"City of Refuge Athens, INC",Vegetables,Dry,FY2023,Dry Vegetables,4125.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Beverages,Dry,FY2023,Dry Beverages,228.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Fruits,Dry,FY2023,Dry Fruits,158.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Grains,Dry,FY2023,Dry Grains,98.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,36.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Proteins,Dry,FY2023,Dry Proteins,346.0
2022-07,CLARKE,Clarke: Winterville FBC Senior Staples Program,Vegetables,Dry,FY2023,Dry Vegetables,324.0
2022-07,CLARKE,Cornerstone Food Pantry,Dairy,Cooled,FY2023,Cooled Dairy,1824.0
2022-07,CLARKE,Cornerstone Food Pantry,Dairy,Dry,FY2023,Dry Dairy,260.0
2022-07,CLARKE,Cornerstone Food Pantry,Fruits,Cooled,FY2023,Cooled Fruits,1710.0
2022-07,CLARKE,Cornerstone Food Pantry,Fruits,Dry,FY2023,Dry Fruits,663.0
2022-07,CLARKE,Cornerstone Food Pantry,Grains,Dry,FY2023,Dry Grains,705.0
2022-07,CLARKE,Cornerstone Food Pantry,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,2876.0
2022-07,CLARKE,Cornerstone Food Pantry,Proteins,Dry,FY2023,Dry Proteins,2577.0
2022-07,CLARKE,Cornerstone Food Pantry,Vegetables,Dry,FY2023,Dry Vegetables,351.0
2022-07,CLARKE,Covenant Presbyterian Church,Dairy,Dry,FY2023,Dry Dairy,300.0
2022-07,CLARKE,Covenant Presbyterian Church,Food Misc.,Dry,FY2023,Dry Food Misc.,756.0
2022-07,CLARKE,Covenant Presbyterian Church,Fruits,Cooled,FY2023,Cooled Fruits,1068.0
2022-07,CLARKE,Covenant Presbyterian Church,Fruits,Dry,FY2023,Dry Fruits,630.0
2022-07,CLARKE,Covenant Presbyterian Church,Grains,Dry,FY2023,Dry Grains,1835.0
2022-07,CLARKE,Covenant Presbyterian Church,Potatoes,Dry,FY2023,Dry Potatoes,160.0
2022-07,CLARKE,Covenant Presbyterian Church,Prepared Meals,Dry,FY2023,Dry Prepared Meals,1082.0
2022-07,CLARKE,Covenant Presbyterian Church,Proteins,Dry,FY2023,Dry Proteins,2331.0
2022-07,CLARKE,Covenant Presbyterian Church,Vegetables,Dry,FY2023,Dry Vegetables,2484.0
2022-07,CLARKE,East Athens Development Corp.,Beverages,Dry,FY2023,Dry Beverages,301.0
2022-07,CLARKE,East Athens Development Corp.,Food Misc.,Dry,FY2023,Dry Food Misc.,103.0
2022-07,CLARKE,East Athens Development Corp.,Grains,Dry,FY2023,Dry Grains,19.0
2022-07,CLARKE,East Athens Development Corp.,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,62.0
2022-07,CLARKE,East Athens Development Corp.,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,6.0
2022-07,CLARKE,FOOD BANK OF NEGA,Beverages,Dry,FY2023,Dry Beverages,1818.0
2022-07,CLARKE,FOOD BANK OF NEGA,Dairy,Cooled,FY2023,Cooled Dairy,1824.0
2022-07,CLARKE,FOOD BANK OF NEGA,Food Misc.,Dry,FY2023,Dry Food Misc.,42.0
2022-07,CLARKE,FOOD BANK OF NEGA,Fruits,Cooled,FY2023,Cooled Fruits,898.0
2022-07,CLARKE,FOOD BANK OF NEGA,Fruits,Dry,FY2023,Dry Fruits,684.0
2022-07,CLARKE,FOOD BANK OF NEGA,Grains,Dry,FY2023,Dry Grains,400.0
2022-07,CLARKE,FOOD BANK OF NEGA,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,3311.0
2022-07,CLARKE,FOOD BANK OF NEGA,Prepared Meals,Dry,FY2023,Dry Prepared Meals,117.0
2022-07,CLARKE,FOOD BANK OF NEGA,Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,60.0
2022-07,CLARKE,FOOD BANK OF NEGA,Proteins,Dry,FY2023,Dry Proteins,1557.0
2022-07,CLARKE,FOOD BANK OF NEGA,Vegetables,Dry,FY2023,Dry Vegetables,972.0
2022-07,CLARKE,Faith Today Ministries,Beverages,Dry,FY2023,Dry Beverages,215.0
2022-07,CLARKE,Faith Today Ministries,Food Misc.,Dry,FY2023,Dry Food Misc.,50.0
2022-07,CLARKE,Faith Today Ministries,Grains,Dry,FY2023,Dry Grains,3.0
2022-07,CLARKE,Faith Today Ministries,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,129.0
2022-07,CLARKE,Faith Today Ministries,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,84.0
2022-07,CLARKE,Faith Today Ministries,Proteins,Frozen,FY2023,Frozen Proteins,143.0
2022-07,CLARKE,Family Counseling Service,Beverages,Dry,FY2023,Dry Beverages,681.0
2022-07,CLARKE,Family Counseling Service,Dairy,Cooled,FY2023,Cooled Dairy,144.0
2022-07,CLARKE,Family Counseling Service,Food Misc.,Dry,FY2023,Dry Food Misc.,400.0
2022-07,CLARKE,Family Counseling Service,Fruits,Cooled,FY2023,Cooled Fruits,136.0
2022-07,CLARKE,Family Counseling Service,Fruits,Dry,FY2023,Dry Fruits,38.0
2022-07,CLARKE,Family Counseling Service,Grains,Dry,FY2023,Dry Grains,126.0
2022-07,CLARKE,Family Counseling Service,Grains,Frozen,FY2023,Frozen Grains,11.0
2022-07,CLARKE,Family Counseling Service,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,234.0
2022-07,CLARKE,Family Counseling Service,Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,523.0
2022-07,CLARKE,Family Counseling Service,Prepared Meals,Dry,FY2023,Dry Prepared Meals,56.0
2022-07,CLARKE,Family Counseling Service,Proteins,Dry,FY2023,Dry Proteins,42.0
2022-07,CLARKE,Family Counseling Service,Proteins,Frozen,FY2023,Frozen Proteins,113.0
2022-07,CLARKE,Family Counseling Service,Vegetables,Dry,FY2023,Dry Vegetables,81.0
2022-07,CLARKE,"Feed My Sheep, LTD",Beverages,Dry,FY2023,Dry Beverages,117.0
2022-07,CLARKE,"Feed My Sheep, LTD",Dairy,Cooled,FY2023,Cooled Dairy,444.0
2022-07,CLARKE,"Feed My Sheep, LTD",Food Misc.,Cooled,FY2023,Cooled Food Misc.,33.0
2022-07,CLARKE,"Feed My Sheep, LTD",Food Misc.,Dry,FY2023,Dry Food Misc.,891.0
2022-07,CLARKE,"Feed My Sheep, LTD",Fruits,Cooled,FY2023,Cooled Fruits,1827.0
2022-07,CLARKE,"Feed My Sheep, LTD",Fruits,Dry,FY2023,Dry Fruits,28.0
2022-07,CLARKE,"Feed My Sheep, LTD",Grains,Dry,FY2023,Dry Grains,100.0
2022-07,CLARKE,"Feed My Sheep, LTD",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,339.0
2022-07,CLARKE,"Feed My Sheep, LTD",Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,532.0
2022-07,CLARKE,"Feed My Sheep, LTD",Prepared Meals,Frozen,FY2023,Frozen Prepared Meals,116.0
2022-07,CLARKE,"Feed My Sheep, LTD",Proteins,Frozen,FY2023,Frozen Proteins,226.0
2022-07,CLARKE,"Feed My Sheep, LTD",Vegetables,Dry,FY2023,Dry Vegetables,53.0
2022-07,CLARKE,First AME Church of Athens,Beverages,Dry,FY2023,Dry Beverages,340.0
2022-07,CLARKE,First AME Church of Athens,Dairy,Cooled,FY2023,Cooled Dairy,208.0
2022-07,CLARKE,First AME Church of Athens,Food Misc.,Dry,FY2023,Dry Food Misc.,518.0
2022-07,CLARKE,First AME Church of Athens,Fruits,Cooled,FY2023,Cooled Fruits,210.0
2022-07,CLARKE,First AME Church of Athens,Fruits,Dry,FY2023,Dry Fruits,195.0
2022-07,CLARKE,First AME Church of Athens,Grains,Dry,FY2023,Dry Grains,110.0
2022-07,CLARKE,First AME Church of Athens,Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,410.0
2022-07,CLARKE,First AME Church of Athens,Proteins,Dry,FY2023,Dry Proteins,54.0
2022-07,CLARKE,First AME Church of Athens,Proteins,Frozen,FY2023,Frozen Proteins,360.0
2022-07,CLARKE,First AME Church of Athens,Vegetables,Dry,FY2023,Dry Vegetables,189.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Beverages,Dry,FY2023,Dry Beverages,570.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Fruits,Dry,FY2023,Dry Fruits,395.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Grains,Dry,FY2023,Dry Grains,245.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Non-Food Misc.,Dry,FY2023,Dry Non-Food Misc.,90.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Proteins,Dry,FY2023,Dry Proteins,865.0
2022-07,CLARKE,Food Bank NEGA Senior Staples Program (Athens Warehouse),Vegetables,Dry,FY2023,Dry Vegetables,810.0
2022-07,CLARKE,Foothills (Clarke) Regional High School,Food Misc.,Dry,FY2023,Dry Food Misc.,64.0
2022-07,CLARKE,"Freedom From Bondage, Inc.",Beverages,Dry,FY2023,Dry Beverages,17.0
2022-07,CLARKE,"Freedom From Bondage, Inc.",Food Misc.,Dry,FY2023,Dry Food Misc.,329.0
2022-07,CLARKE,"Freedom From Bondage, Inc.",Grains,Dry,FY2023,Dry Grains,40.0
2022-07,CLARKE,"Freedom From Bondage, Inc.",Mixed Produce,Cooled,FY2023,Cooled Mixed Produce,75.0
2022-07,CLARKE,"Freedom From Bondage, Inc.",Proteins,Frozen,FY2023,Frozen Proteins,177.0
