County,Agency,Time,dist_volume,delta,pct_change
OTHER_FY2025,MANNA FOOD BANK,2024-08,6777.0,0.0,0.0
OTHER_FY2025,MANNA FOOD BANK,2024-09,0.0,-6777.0,-100.0
OTHER_FY2025,MANNA FOOD BANK,2024-10 to 2025-05,0.0,0.0,0.0
OTHER_FY2025,MANNA FOOD BANK,2025-06,607110.0,607110.0,inf
