County,Month,Weight,TopAgency1Name,TopAgency1Weight,TopAgency2Name,TopAgency2Weight,Num. of Unique Agencies,Source
OGLETHORPE,2024-10,56671.0,Thankful Baptist Church,14632.0,Lexington Baptist Church,12195.0,8,FY 2025 Split by County
OGLETHORPE,2024-11,40843.0,Lexington Baptist Church,11731.0,Oconee Baptist Church ,11043.0,7,FY 2025 Split by County
OGLETHORPE,2024-12,44577.0,Thankful Baptist Church,12010.0,Lexington Baptist Church,11977.0,8,FY 2025 Split by County
OGLETHORPE,2025-01,31423.0,Lexington Baptist Church,12434.0,Community Christmas of Oglethorpe County,9543.0,7,FY 2025 Split by County
OGLETHORPE,2025-02,65158.0,Lexington Baptist Church,13469.0,Thankful Baptist Church,13083.0,10,FY 2025 Split by County
OGLETHORPE,2025-03,54664.0,Oconee Baptist Church ,17668.0,Lexington Baptist Church,15074.0,8,FY 2025 Split by County
OGLETHORPE,2025-04,49607.0,Oconee Baptist Church ,19184.0,Thankful Baptist Church,12714.0,6,FY 2025 Split by County
OGLETHORPE,2025-05,35817.0,Lexington Baptist Church,12489.0,Oconee Baptist Church ,10568.0,7,FY 2025 Split by County
OGLETHORPE,2025-06,45860.64,Lexington Baptist Church,13423.0,Thankful Baptist Church,11098.0,8,FY 2025 Split by County
RABUN,2022-07,106391.0,Rabun Gap Presbyterian Church,53866.0,Food Bank of Northeast Georgia Rabun,44722.0,9,FY 2023 Split by County
RABUN,2022-08,79578.0,Rabun Gap Presbyterian Church,42611.0,Food Bank of Northeast Georgia Rabun,25663.0,9,FY 2023 Split by County
RABUN,2022-09,85710.0,Rabun Gap Presbyterian Church,50664.0,Food Bank of Northeast Georgia Rabun,28154.0,9,FY 2023 Split by County
RABUN,2022-10,82849.0,Rabun Gap Presbyterian Church,66469.0,Food Bank of Northeast Georgia Rabun,8567.0,10,FY 2023 Split by County
RABUN,2022-11,61829.0,Rabun Gap Presbyterian Church,39523.0,Food Bank of Northeast Georgia Rabun,15655.0,9,FY 2023 Split by County
RABUN,2022-12,64349.0,Rabun Gap Presbyterian Church,49199.0,Food Bank of Northeast Georgia Rabun,6328.0,10,FY 2023 Split by County
RABUN,2023-01,186030.0,Food Bank of Northeast Georgia Rabun,134394.0,Rabun Gap Presbyterian Church,42032.0,9,FY 2023 Split by County
RABUN,2023-02,63608.0,Rabun Gap Presbyterian Church,48251.0,Food Bank of Northeast Georgia Rabun,5548.0,10,FY 2023 Split by County
RABUN,2023-03,64701.0,Rabun Gap Presbyterian Church,43401.0,Food Bank of Northeast Georgia Rabun,12918.0,13,FY 2023 Split by County
RABUN,2023-04,86876.0,Rabun Gap Presbyterian Church,57694.0,Food Bank of Northeast Georgia Rabun,22261.0,9,FY 2023 Split by County
RABUN,2023-05,62459.0,Rabun Gap Presbyterian Church,46686.0,Food Bank of Northeast Georgia Rabun,6653.0,11,FY 2023 Split by County
RABUN,2023-06,76420.0,Rabun Gap Presbyterian Church,50850.0,Food Bank of Northeast Georgia Rabun,16526.0,12,FY 2023 Split by County
RABUN,2023-07,90960.0,Rabun Gap Presbyterian Church,67389.0,Food Bank of Northeast Georgia Rabun,16023.0,10,FY 2024 Split by County
RABUN,2023-08,85051.0,Rabun Gap Presbyterian Church,50570.0,Food Bank of Northeast Georgia Rabun,24311.0,11,FY 2024 Split by County
RABUN,2023-09,109327.0,Rabun Gap Presbyterian Church,61566.0,Food Bank of Northeast Georgia Rabun,35234.0,9,FY 2024 Split by County
RABUN,2023-10,77270.0,Rabun Gap Presbyterian Church,58088.0,Food Bank of Northeast Georgia Rabun,11204.0,11,FY 2024 Split by County
RABUN,2023-11,81322.0,Rabun Gap Presbyterian Church,54276.0,Food Bank of Northeast Georgia Rabun,21384.0,10,FY 2024 Split by County
RABUN,2023-12,65141.0,Rabun Gap Presbyterian Church,44578.0,Food Bank of Northeast Georgia Rabun,14489.0,8,FY 2024 Split by County
RABUN,2024-01,72183.0,Rabun Gap Presbyterian Church,47772.0,Food Bank of Northeast Georgia Rabun,17267.0,9,FY 2024 Split by County
RABUN,2024-02,81895.0,Rabun Gap Presbyterian Church,57028.0,Food Bank of Northeast Georgia Rabun,18909.0,8,FY 2024 Split by County
RABUN,2024-03,111945.0,Rabun Gap Presbyterian Church,79893.0,Food Bank of Northeast Georgia Rabun,25949.0,9,FY 2024 Split by County
RABUN,2024-04,76484.0,Rabun Gap Presbyterian Church,46694.0,Food Bank of Northeast Georgia Rabun,19152.0,10,FY 2024 Split by County
RABUN,2024-05,109834.0,Rabun Gap Presbyterian Church,54660.0,Food Bank of Northeast Georgia Rabun,43669.0,10,FY 2024 Split by County
RABUN,2024-06,81631.0,Rabun Gap Presbyterian Church,51167.0,Food Bank of Northeast Georgia Rabun,21542.0,10,FY 2024 Split by County
RABUN,2024-07,92257.0,Rabun Gap Presbyterian Church,48239.0,Food Bank of Northeast Georgia Rabun,34629.0,11,FY 2025 Split by County
RABUN,2024-08,82804.0,Rabun Gap Presbyterian Church,57133.0,Food Bank of Northeast Georgia Rabun,16438.0,11,FY 2025 Split by County
RABUN,2024-09,53118.0,Rabun Gap Presbyterian Church,37529.0,Food Bank of Northeast Georgia Rabun,3528.0,10,FY 2025 Split by County
RABUN,2024-10,109566.0,Rabun Gap Presbyterian Church,82319.0,Food Bank of Northeast Georgia Rabun,15181.0,11,FY 2025 Split by County
RABUN,2024-11,64851.0,Rabun Gap Presbyterian Church,47514.0,Food Bank of Northeast Georgia Rabun,5059.0,11,FY 2025 Split by County
RABUN,2024-12,94561.0,Food Bank of Northeast Georgia Rabun,42523.0,Rabun Gap Presbyterian Church,39675.0,13,FY 2025 Split by County
RABUN,2025-01,64664.0,Rabun Gap Presbyterian Church,50075.0,Food Bank of Northeast Georgia Rabun,7408.0,8,FY 2025 Split by County
RABUN,2025-02,74609.0,Rabun Gap Presbyterian Church,40311.0,Food Bank of Northeast Georgia Rabun,18260.0,13,FY 2025 Split by County
RABUN,2025-03,79549.0,Rabun Gap Presbyterian Church,48248.0,Food Bank of Northeast Georgia Rabun,13623.0,11,FY 2025 Split by County
RABUN,2025-04,63536.0,Rabun Gap Presbyterian Church,42800.0,Fight Abuse in the Home (FAITH),3630.0,13,FY 2025 Split by County
RABUN,2025-05,79189.0,Rabun Gap Presbyterian Church,45603.0,Food Bank of Northeast Georgia Rabun,17410.0,14,FY 2025 Split by County
RABUN,2025-06,59889.4,Rabun Gap Presbyterian Church,35030.4,Food Bank of Northeast Georgia Rabun,8905.0,12,FY 2025 Split by County
STEPHENS,2022-07,41760.0,Zebulon Baptist Church,9687.0,The Springs of Toccoa,9000.0,14,FY 2023 Split by County
STEPHENS,2022-08,35719.0,The Springs of Toccoa,7877.0,Martin Baptist Church,7637.0,13,FY 2023 Split by County
STEPHENS,2022-09,40536.0,The Springs of Toccoa,9677.0,Martin Baptist Church,8293.0,13,FY 2023 Split by County
STEPHENS,2022-10,45708.0,Martin Baptist Church,17127.0,The Springs of Toccoa,7193.0,15,FY 2023 Split by County
STEPHENS,2022-11,44565.0,Neighbors 4 Neighbors,8421.0,The Springs of Toccoa,7880.0,15,FY 2023 Split by County
STEPHENS,2022-12,40413.0,First Baptist Church Toccoa,11475.0,Food 2 Kids Stephens County,5785.0,15,FY 2023 Split by County
STEPHENS,2023-01,32105.0,Martin Baptist Church,6951.0,The Springs of Toccoa,6893.0,14,FY 2023 Split by County
STEPHENS,2023-02,38433.0,The Springs of Toccoa,7798.0,Martin Baptist Church,7355.0,17,FY 2023 Split by County
STEPHENS,2023-03,35773.0,Martin Baptist Church,12533.0,The Springs of Toccoa,6278.0,14,FY 2023 Split by County
STEPHENS,2023-04,29894.0,The Springs of Toccoa,9678.0,Food 2 Kids Stephens County,6975.0,15,FY 2023 Split by County
STEPHENS,2023-05,38541.0,The Springs of Toccoa,8133.0,Martin Baptist Church,8096.0,16,FY 2023 Split by County
STEPHENS,2023-06,26694.0,Martin Baptist Church,8578.0,Food 2 Kids Stephens County,5238.0,13,FY 2023 Split by County
STEPHENS,2023-07,33987.0,Martin Baptist Church,12806.0,The Springs of Toccoa,5382.0,13,FY 2024 Split by County
STEPHENS,2023-08,36665.0,Neighbors 4 Neighbors,9875.0,The Springs of Toccoa,7547.0,15,FY 2024 Split by County
STEPHENS,2023-09,24009.0,Martin Baptist Church,7547.0,The Springs of Toccoa,5600.0,14,FY 2024 Split by County
STEPHENS,2023-10,44113.0,Full Gospel Baptist Church,9182.0,The Springs of Toccoa,8031.0,15,FY 2024 Split by County
STEPHENS,2023-11,32454.0,Neighbors 4 Neighbors,9685.0,Martin Baptist Church,8522.0,13,FY 2024 Split by County
STEPHENS,2023-12,25472.0,The Springs of Toccoa,7859.0,Martin Baptist Church,6835.0,14,FY 2024 Split by County
STEPHENS,2024-01,24698.0,The Springs of Toccoa,8384.0,Martin Baptist Church,4886.0,14,FY 2024 Split by County
STEPHENS,2024-02,28269.0,Martin Baptist Church,8213.0,The Springs of Toccoa,7798.0,11,FY 2024 Split by County
STEPHENS,2024-03,38290.0,The Springs of Toccoa,8372.0,Martin Baptist Church,8152.0,16,FY 2024 Split by County
STEPHENS,2024-04,44749.0,Martin Baptist Church,8372.0,The Springs of Toccoa,7555.0,16,FY 2024 Split by County
STEPHENS,2024-05,66234.0,"Greater Hearts Outreach Ministries, Inc.",13950.0,The Springs of Toccoa,8028.0,18,FY 2024 Split by County
STEPHENS,2024-06,44617.0,The Springs of Toccoa,9758.0,Martin Baptist Church,8152.0,13,FY 2024 Split by County
STEPHENS,2024-07,41826.0,Martin Baptist Church,7513.0,The Springs of Toccoa,7219.0,17,FY 2025 Split by County
STEPHENS,2024-08,88761.0,"Greater Hearts Outreach Ministries, Inc.",41059.0,Zebulon Baptist Church,7388.0,16,FY 2025 Split by County
STEPHENS,2024-09,59293.0,Martin Baptist Church,15580.0,Neighbors 4 Neighbors F2K,10380.0,16,FY 2025 Split by County
STEPHENS,2024-10,44987.0,"Greater Hearts Outreach Ministries, Inc.",10761.0,The Springs of Toccoa,6127.0,15,FY 2025 Split by County
STEPHENS,2024-11,58180.0,First Baptist Church Toccoa,12410.0,"Greater Hearts Outreach Ministries, Inc.",11193.0,15,FY 2025 Split by County
STEPHENS,2024-12,49721.0,"Greater Hearts Outreach Ministries, Inc.",12098.0,Martin Baptist Church,7067.0,17,FY 2025 Split by County
STEPHENS,2025-01,47560.0,The Springs of Toccoa,8616.0,"Greater Hearts Outreach Ministries, Inc.",7819.0,15,FY 2025 Split by County
STEPHENS,2025-02,56827.0,"Greater Hearts Outreach Ministries, Inc.",10485.0,Martin Baptist Church,9256.0,15,FY 2025 Split by County
STEPHENS,2025-03,79240.0,Martin Baptist Church,16888.0,"Greater Hearts Outreach Ministries, Inc.",9953.0,18,FY 2025 Split by County
STEPHENS,2025-04,76466.0,"Greater Hearts Outreach Ministries, Inc.",13428.0,First Baptist Church Toccoa,11375.0,18,FY 2025 Split by County
STEPHENS,2025-05,81944.0,Neighbors 4 Neighbors F2K,19143.0,"Greater Hearts Outreach Ministries, Inc.",11132.0,19,FY 2025 Split by County
STEPHENS,2025-06,90090.06,"Greater Hearts Outreach Ministries, Inc.",20916.58,The Salvation Army - Toccoa Co,17642.0,17,FY 2025 Split by County
TOWNS,2022-07,21994.0,Mt. Zion Ministries - The Refuge,13696.0,Towns County Food Pantry,8298.0,2,FY 2023 Split by County
TOWNS,2022-08,13816.0,Mt. Zion Ministries - The Refuge,12011.0,Towns County Food Pantry,1805.0,2,FY 2023 Split by County
TOWNS,2022-09,15211.0,Mt. Zion Ministries - The Refuge,10180.0,Towns County Food Pantry,5031.0,2,FY 2023 Split by County
TOWNS,2022-10,14207.0,Mt. Zion Ministries - The Refuge,12098.0,Towns County Food Pantry,2109.0,2,FY 2023 Split by County
TOWNS,2022-11,17452.0,Mt. Zion Ministries - The Refuge,10571.0,Towns County Food Pantry,6881.0,2,FY 2023 Split by County
TOWNS,2022-12,10547.0,Mt. Zion Ministries - The Refuge,8483.0,Towns County Food Pantry,2064.0,2,FY 2023 Split by County
TOWNS,2023-01,17121.0,Mt. Zion Ministries - The Refuge,12341.0,Towns County Food Pantry,4780.0,2,FY 2023 Split by County
TOWNS,2023-02,12018.0,Mt. Zion Ministries - The Refuge,10088.0,Towns County Food Pantry,1930.0,2,FY 2023 Split by County
TOWNS,2023-03,15542.0,Mt. Zion Ministries - The Refuge,9291.0,Towns County Food Pantry,6251.0,2,FY 2023 Split by County
TOWNS,2023-04,14106.0,Mt. Zion Ministries - The Refuge,11051.0,Towns County Food Pantry,3055.0,2,FY 2023 Split by County
TOWNS,2023-05,16679.0,Mt. Zion Ministries - The Refuge,11761.0,Towns County Food Pantry,4918.0,2,FY 2023 Split by County
TOWNS,2023-06,14878.0,Mt. Zion Ministries - The Refuge,9645.0,Towns County Food Pantry,5233.0,2,FY 2023 Split by County
TOWNS,2023-07,14130.0,Mt. Zion Ministries - The Refuge,12368.0,Towns County Food Pantry,1762.0,2,FY 2024 Split by County
TOWNS,2023-08,9837.0,Towns County Food Pantry,6449.0,Mt. Zion Ministries - The Refuge,3388.0,2,FY 2024 Split by County
TOWNS,2023-09,11949.0,Mt. Zion Ministries - The Refuge,8321.0,Towns County Food Pantry,3628.0,2,FY 2024 Split by County
TOWNS,2023-10,27745.0,Allens United Methodist Church,11920.0,Mt. Zion Ministries - The Refuge,10431.0,3,FY 2024 Split by County
TOWNS,2023-11,16494.0,Mt. Zion Ministries - The Refuge,9490.0,Towns County Food Pantry,7004.0,2,FY 2024 Split by County
TOWNS,2023-12,12384.0,Mt. Zion Ministries - The Refuge,8480.0,Towns County Food Pantry,3904.0,2,FY 2024 Split by County
TOWNS,2024-01,14834.0,Towns County Food Pantry,9558.0,Allens United Methodist Church,3900.0,3,FY 2024 Split by County
TOWNS,2024-02,5200.0,Towns County Food Pantry,3826.0,Mt. Zion Ministries - The Refuge,1374.0,2,FY 2024 Split by County
TOWNS,2024-03,6126.0,Towns County Food Pantry,4879.0,Mt. Zion Ministries - The Refuge,1247.0,2,FY 2024 Split by County
TOWNS,2024-04,16586.0,Mt. Zion Ministries - The Refuge,10019.0,Towns County Food Pantry,6567.0,2,FY 2024 Split by County
TOWNS,2024-05,9749.0,Towns County Food Pantry,7725.0,Mt. Zion Ministries - The Refuge,2024.0,2,FY 2024 Split by County
TOWNS,2024-06,2861.0,Mt. Zion Ministries - The Refuge,1545.0,Towns County Food Pantry,1316.0,2,FY 2024 Split by County
TOWNS,2024-07,14342.0,Mt. Zion Ministries - The Refuge,8133.0,Towns County Food Pantry,6209.0,2,FY 2025 Split by County
TOWNS,2024-08,8504.0,Towns County Food Pantry,6055.0,Mt. Zion Ministries - The Refuge,2449.0,2,FY 2025 Split by County
TOWNS,2024-09,3892.0,Towns County Food Pantry,3287.0,Mt. Zion Ministries - The Refuge,605.0,2,FY 2025 Split by County
TOWNS,2024-10,7089.0,Towns County Food Pantry,3673.0,Mt. Zion Ministries - The Refuge,3416.0,2,FY 2025 Split by County
TOWNS,2024-11,13796.0,Towns County Food Pantry,10556.0,Decal Grant Towns High School,2354.0,3,FY 2025 Split by County
TOWNS,2024-12,3036.0,Towns County Food Pantry,2065.0,Christ for All People Ministries,684.0,3,FY 2025 Split by County
TOWNS,2025-01,8437.0,Towns County Food Pantry,7713.0,Christ for All People Ministries,724.0,2,FY 2025 Split by County
TOWNS,2025-02,10049.0,Towns County Food Pantry,5555.0,Christ for All People Ministries,4494.0,2,FY 2025 Split by County
TOWNS,2025-03,16197.0,Towns County Food Pantry,14031.0,Christ for All People Ministries,2166.0,2,FY 2025 Split by County
TOWNS,2025-04,10324.0,Towns County Food Pantry,7190.0,Christ for All People Ministries,2541.0,3,FY 2025 Split by County
TOWNS,2025-05,11784.0,Towns County Food Pantry,6773.0,Christ for All People Ministries,5011.0,2,FY 2025 Split by County
TOWNS,2025-06,10030.0,Towns County Food Pantry,8900.0,Christ for All People Ministries,1130.0,2,FY 2025 Split by County
WHITE,2022-07,26749.0,Helen First Baptist Church,8732.0,His Hands and Feet Ministries,8515.0,6,FY 2023 Split by County
WHITE,2022-08,36916.0,His Hands and Feet Ministries,9806.0,Helen First Baptist Church,9755.0,6,FY 2023 Split by County
WHITE,2022-09,30774.0,White County Food Pantry,9665.0,His Hands and Feet Ministries,8769.0,7,FY 2023 Split by County
WHITE,2022-10,33819.0,His Hands and Feet Ministries,9049.0,Helen First Baptist Church,8500.0,7,FY 2023 Split by County
WHITE,2022-11,37404.0,Helen First Baptist Church,8120.0,His Hands and Feet Ministries,7660.0,7,FY 2023 Split by County
WHITE,2022-12,31872.0,His Hands and Feet Ministries,7460.0,Helen First Baptist Church,7134.0,7,FY 2023 Split by County
WHITE,2023-01,32813.5,Helen First Baptist Church,8958.0,His Hands and Feet Ministries,7779.5,7,FY 2023 Split by County
WHITE,2023-02,26919.0,Helen First Baptist Church,7231.0,White County Food Pantry,5423.0,7,FY 2023 Split by County
WHITE,2023-03,27910.0,His Hands and Feet Ministries,7402.0,Helen First Baptist Church,6551.0,7,FY 2023 Split by County
WHITE,2023-04,38652.0,Helen First Baptist Church,10000.0,Food 2 Kids White County,7930.0,7,FY 2023 Split by County
WHITE,2023-05,30145.0,Helen First Baptist Church,9131.0,His Hands and Feet Ministries,7696.0,6,FY 2023 Split by County
WHITE,2023-06,28251.0,His Hands and Feet Ministries,7809.0,Helen First Baptist Church,7211.0,7,FY 2023 Split by County
WHITE,2023-07,29610.0,Helen First Baptist Church,8981.0,His Hands and Feet Ministries,8481.0,6,FY 2024 Split by County
WHITE,2023-08,29956.0,His Hands and Feet Ministries,7663.0,Helen First Baptist Church,7124.0,8,FY 2024 Split by County
WHITE,2023-09,24303.0,Helen First Baptist Church,9372.0,His Hands and Feet Ministries,8163.0,5,FY 2024 Split by County
WHITE,2023-10,34899.0,White County Food Pantry,13928.0,Helen First Baptist Church,9212.0,6,FY 2024 Split by County
WHITE,2023-11,21071.0,His Hands and Feet Ministries,8522.0,Helen First Baptist Church,7579.0,6,FY 2024 Split by County
WHITE,2023-12,25265.0,White County Food Pantry,7433.0,Helen First Baptist Church,7234.0,6,FY 2024 Split by County
WHITE,2024-01,30956.0,White County Food Pantry,13182.0,Helen First Baptist Church,7568.0,6,FY 2024 Split by County
WHITE,2024-02,30321.0,Helen First Baptist Church,8954.0,White County Food Pantry,8809.0,6,FY 2024 Split by County
WHITE,2024-03,29814.0,Helen First Baptist Church,8853.0,His Hands and Feet Ministries,8829.0,5,FY 2024 Split by County
WHITE,2024-04,32839.0,White County Food Pantry,10460.0,His Hands and Feet Ministries,8672.0,6,FY 2024 Split by County
WHITE,2024-05,28166.0,Helen First Baptist Church,8555.0,White County Food Pantry,8464.0,6,FY 2024 Split by County
WHITE,2024-06,29044.0,White County Food Pantry,9187.0,His Hands and Feet Ministries,8113.0,7,FY 2024 Split by County
WHITE,2024-07,32183.0,Chattahoochee Baptist Church,9495.0,White County Food Pantry,7672.0,7,FY 2025 Split by County
WHITE,2024-08,26008.0,White County Food Pantry,7671.0,His Hands and Feet Ministries,7026.0,7,FY 2025 Split by County
WHITE,2024-09,26357.0,White County Food Pantry,7827.0,His Hands and Feet Ministries,7531.0,7,FY 2025 Split by County
WHITE,2024-10,29944.0,White County Food Pantry,12582.0,Helen First Baptist Church,7447.0,7,FY 2025 Split by County
WHITE,2024-11,28316.0,White County Food Pantry,10401.0,Helen First Baptist Church,8074.0,5,FY 2025 Split by County
WHITE,2024-12,33868.0,His Hands and Feet Ministries,8053.0,White County Food Pantry,7658.0,8,FY 2025 Split by County
WHITE,2025-01,30839.0,White County Food Pantry,12186.0,Helen First Baptist Church,10117.0,6,FY 2025 Split by County
WHITE,2025-02,35272.0,White County Food Pantry,12055.0,Helen First Baptist Church,9393.0,6,FY 2025 Split by County
WHITE,2025-03,39032.0,White County Food Pantry,10749.0,His Hands and Feet Ministries,10633.0,6,FY 2025 Split by County
WHITE,2025-04,39739.0,White County Food Pantry,11901.0,Helen First Baptist Church,8357.0,8,FY 2025 Split by County
WHITE,2025-05,48556.0,White County Food Pantry,16882.0,White County Family Connection,11529.0,5,FY 2025 Split by County
WHITE,2025-06,41495.0,White County Food Pantry,11070.0,Helen First Baptist Church,9598.0,6,FY 2025 Split by County
